Player Name,Club Name,Total,Short,Medium,Long,,Expected,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast
İlkay Gündoğan,Barcelona,de GER,MF,32,46.4,44636,3111,11440,1331,1443,92.2,1054,66,6,295,393,59.8,Matches
Jules Koundé,Barcelona,fr FRA,DF,24,45.5,50932,3299,16197,1373,1458,94.2,1316,22,5,276,323,68.4,Matches
Robert Lewandowski,Barcelona,pl POL,FW,34,42.1,7489,761,1657,322,414,77.8,157,31,4,89,40,62.5,Matches
João Cancelo,Barcelona,pt POR,DF,29,36.8,33345,2449,9284,1105,1193,92.6,749,47,14,195,246,64.6,Matches
Marc-André ter Stegen,Barcelona,de GER,GK,31,36.0,29176,1328,20628,210,211,99.5,617,1,0,3,479,69.1,Matches
Ronald Araújo,Barcelona,uy URU,DF,24,33.6,35242,2079,12895,651,698,93.3,999,6,1,128,281,61.9,Matches
Lamine Yamal,Barcelona,es ESP,FW,16,32.9,16031,1397,3643,686,788,87.1,333,63,16,100,96,60.4,Matches
Andreas Christensen,Barcelona,dk DEN,"DF,MF",27,30.8,30600,1912,10213,802,838,95.7,875,2,0,139,126,78.6,Matches
Frenkie de Jong,Barcelona,nl NED,MF,26,27.9,27872,1942,8304,962,1001,96.1,686,35,7,196,127,78.0,Matches
João Félix,Barcelona,pt POR,FW,23,23.8,8996,829,1665,429,481,89.2,179,24,1,81,55,43.6,Matches
Pedri,Barcelona,es ESP,"MF,FW",20,22.5,19686,1366,4569,565,629,89.8,501,40,4,161,110,82.7,Matches
Alejandro Balde,Barcelona,es ESP,DF,19,22.2,13281,1072,2876,557,609,91.5,309,25,9,58,55,60.0,Matches
Ferrán Torres,Barcelona,es ESP,FW,23,22.2,7383,609,1638,256,309,82.8,149,31,7,64,57,75.4,Matches
Raphinha,Barcelona,br BRA,FW,26,21.6,11112,878,2943,326,392,83.2,231,38,10,67,144,55.6,Matches
Pau Cubarsí,Barcelona,es ESP,DF,16,21.4,28064,1632,9465,539,571,94.4,797,0,0,80,201,69.7,Matches
Fermin López,Barcelona,es ESP,MF,20,21.2,9468,767,2217,381,417,91.4,178,21,3,95,69,69.6,Matches
Iñigo Martínez,Barcelona,es ESP,DF,32,18.1,22505,1341,7541,443,478,92.7,582,5,1,122,204,68.6,Matches
Iñaki Peña ,Barcelona,es ESP,GK,24,17.3,7186,369,4819,95,96,99.0,176,0,0,0,95,53.7,Matches
Oriol Romeu,Barcelona,es ESP,MF,31,16.0,14993,1049,3587,476,511,93.2,385,11,1,85,77,68.8,Matches
Sergi Roberto,Barcelona,es ESP,MF,31,14.6,10002,793,2242,416,442,94.1,228,6,1,64,43,67.4,Matches
Gavi,Barcelona,es ESP,MF,18,13.0,8956,670,1807,360,382,94.2,198,9,2,52,40,77.5,Matches
Héctor Fort,Barcelona,es ESP,DF,16,6.3,3478,266,884,140,148,94.6,79,3,1,11,19,57.9,Matches
Marcos Alonso,Barcelona,es ESP,"DF,FW",32,4.3,4089,308,1119,147,157,93.6,86,4,2,23,34,47.1,Matches
Vitor Roque,Barcelona,br BRA,FW,18,4.0,615,67,67,34,41,82.9,11,0,0,2,1,100.0,Matches
Marc Guiu,Barcelona,es ESP,FW,17,2.1,101,11,7,3,5,60.0,4,1,0,1,0,,Matches
Abde Ezzalzouli,Barcelona,ma MAR,"FW,MF",21,0.8,289,37,83,18,23,78.3,4,2,1,1,4,25.0,Matches
Eric García,Barcelona,es ESP,DF,22,0.6,802,48,308,22,23,95.7,21,0,0,5,4,75.0,Matches
Ansu Fati,Barcelona,es ESP,"MF,FW",20,0.6,322,28,87,15,15,100.0,7,1,0,4,1,100.0,Matches
Marc Casado,Barcelona,es ESP,MF,19,0.4,417,29,103,12,13,92.3,8,0,0,4,5,60.0,Matches
Virgil van Dijk,Liverpool,nl NED,DF,32,45.3,55082,3227,21172,1142,1210,94.4,1509,11,0,218,365,72.3,Matches
Luis Díaz,Liverpool,co COL,FW,26,40.0,16249,1267,3503,628,692,90.8,312,48,3,123,111,75.7,Matches
Alexis Mac Allister,Liverpool,ar ARG,MF,24,38.7,30710,2268,8750,1003,1095,91.6,767,44,2,233,188,60.1,Matches
Joe Gomez,Liverpool,eng ENG,DF,26,34.9,26460,1825,7732,673,751,89.6,693,34,13,128,197,62.4,Matches
Mohamed Salah,Liverpool,eg EGY,FW,31,34.8,13143,1210,3773,524,620,84.5,283,77,6,166,79,68.4,Matches
Darwin Núñez,Liverpool,uy URU,FW,24,33.7,6043,606,1190,252,316,79.7,127,31,0,64,42,59.5,Matches
Cody Gakpo,Liverpool,nl NED,"FW,MF",24,33.5,8842,799,2473,383,447,85.7,191,43,6,108,42,64.3,Matches
Alisson,Liverpool,br BRA,GK,30,32.0,24098,1284,15016,288,289,99.7,647,0,0,5,325,52.6,Matches
Harvey Elliott,Liverpool,eng ENG,"MF,FW",20,31.1,19669,1480,4678,664,728,91.2,429,64,14,183,167,61.1,Matches
Wataru Endo,Liverpool,jp JPN,MF,30,30.6,24059,1758,6896,848,920,92.2,616,22,2,134,93,73.1,Matches
Dominik Szoboszlai,Liverpool,hu HUN,MF,22,30.0,24410,1841,5821,825,921,89.6,535,43,6,184,194,59.8,Matches
Trent Alexander-Arnold,Liverpool,eng ENG,DF,24,29.0,35272,2371,14493,778,845,92.1,707,70,21,235,573,49.6,Matches
Ibrahima Konaté,Liverpool,fr FRA,DF,24,28.7,30197,1927,11833,653,716,91.2,913,10,0,143,183,59.0,Matches
Jarell Quansah,Liverpool,eng ENG,DF,20,27.7,28615,1749,9744,558,599,93.2,895,3,0,91,170,59.4,Matches
Caoimhín Kelleher,Liverpool,ie IRL,GK,24,26.7,15432,814,10187,167,168,99.4,363,0,0,1,275,49.8,Matches
Andrew Robertson,Liverpool,sct SCO,DF,29,24.4,26410,1901,9082,769,820,93.8,625,30,13,162,274,50.4,Matches
Curtis Jones,Liverpool,eng ENG,MF,22,22.6,14461,1060,3038,519,553,93.9,371,17,2,89,46,76.1,Matches
Ryan Gravenberch,Liverpool,nl NED,MF,21,20.4,7658,674,2438,338,392,86.2,173,38,0,110,21,76.2,Matches
Diogo Jota,Liverpool,pt POR,FW,26,19.0,4657,452,1108,206,252,81.7,101,14,0,39,22,59.1,Matches
Conor Bradley,Liverpool,nir NIR,DF,20,16.7,8377,712,2384,343,385,89.1,196,17,4,40,42,54.8,Matches
Kostas Tsimikas,Liverpool,gr GRE,DF,27,16.3,11894,874,3109,338,374,90.4,271,11,5,63,138,50.7,Matches
Joël Matip,Liverpool,cm CMR,DF,31,11.8,11874,747,4032,255,276,92.4,354,3,0,50,66,69.7,Matches
Bobby Clark,Liverpool,eng ENG,MF,18,4.0,1193,123,155,81,92,88.0,18,1,0,8,2,50.0,Matches
Ben Doak,Liverpool,sct SCO,FW,17,2.7,567,49,52,22,27,81.5,13,0,0,2,5,60.0,Matches
James McConnell,Liverpool,eng ENG,MF,18,2.7,734,52,115,24,25,96.0,20,0,0,3,1,100.0,Matches
Luke Chambers,Liverpool,eng ENG,DF,19,1.5,1279,105,393,48,53,90.6,30,0,0,6,6,50.0,Matches
Stefan Bajcetic,Liverpool,es ESP,MF,18,1.1,994,61,328,23,26,88.5,20,1,0,9,8,87.5,Matches
Jayden Danns,Liverpool,eng ENG,FW,17,0.9,103,9,16,4,5,80.0,3,1,0,1,0,,Matches
Kaide Gordon,Liverpool,eng ENG,FW,18,0.8,199,17,32,6,8,75.0,7,0,0,2,0,,Matches
Lewis Koumas,Liverpool,wls WAL,MF,17,0.7,,,,,,,,,,,,,Matches
Calum Scanlon,Liverpool,eng ENG,MF,18,0.6,387,32,109,15,15,100.0,13,0,0,1,2,0.0,Matches
Mateusz Musialowski,Liverpool,pl POL,MF,19,0.2,206,15,4,7,7,100.0,4,0,0,0,1,100.0,Matches
Trey Nyoni,Liverpool,eng ENG,MF,16,0.1,,,,,,,,,,,,,Matches
Owen Beck,Liverpool,wls WAL,DF,20,0.1,31,4,1,2,3,66.7,1,0,0,0,0,,Matches
Thiago Alcántara,Liverpool,es ESP,MF,32,0.1,130,10,30,3,3,100.0,3,0,0,0,2,50.0,Matches
Waldemar Anton,Stuttgart,de GER,DF,27,36.1,41479,2624,15026,904,955,94.7,1251,7,2,172,260,55.0,Matches
Alexander Nübel,Stuttgart,de GER,GK,26,34.0,24812,1218,17557,199,200,99.5,539,1,0,1,456,56.6,Matches
Atakan Karazor,Stuttgart,de GER,MF,26,33.1,24791,1900,6910,946,1027,92.1,637,19,3,142,75,73.3,Matches
Angelo Stiller,Stuttgart,de GER,MF,22,32.9,37536,2637,11544,1147,1231,93.2,981,29,6,220,243,58.0,Matches
Chris Führich,Stuttgart,de GER,"FW,MF",25,32.2,15384,1370,4203,666,737,90.4,325,61,9,145,121,43.0,Matches
Hiroki Ito,Stuttgart,jp JPN,DF,24,27.8,30156,2066,11234,915,962,95.1,774,21,7,121,211,55.9,Matches
Enzo Millot,Stuttgart,fr FRA,"MF,FW",21,27.5,17707,1456,4172,710,775,91.6,412,31,4,127,94,60.6,Matches
Serhou Guirassy,Stuttgart,gn GUI,FW,27,26.4,7427,777,1176,430,489,87.9,129,25,0,56,23,73.9,Matches
Deniz Undav,Stuttgart,de GER,"FW,MF",27,25.9,8387,799,2679,342,420,81.4,186,44,2,120,47,57.4,Matches
Maximilian Mittelstädt,Stuttgart,de GER,DF,26,25.3,21937,1708,6603,799,864,92.5,521,33,20,123,133,55.6,Matches
Dan-Axel Zagadou,Stuttgart,fr FRA,DF,24,19.1,21604,1361,8514,454,493,92.1,599,3,0,75,174,61.5,Matches
Jamie Leweling,Stuttgart,de GER,"FW,MF",22,18.3,6491,599,1524,291,337,86.4,136,18,10,35,41,51.2,Matches
Josha Vagnoman,Stuttgart,de GER,DF,22,15.0,7361,615,1690,306,340,90.0,168,5,1,33,31,64.5,Matches
Pascal Stenzel,Stuttgart,de GER,DF,27,13.5,13536,824,3889,304,330,92.1,293,25,8,85,134,77.6,Matches
Anthony Rouault,Stuttgart,fr FRA,DF,22,12.4,13730,931,5543,406,435,93.3,344,5,1,68,90,67.8,Matches
Silas Katompa,Stuttgart,cd COD,"FW,MF",24,11.2,3355,279,617,93,112,83.0,96,15,0,25,24,45.8,Matches
Jeong Woo-yeong,Stuttgart,kr KOR,"MF,FW",23,8.1,3475,326,721,188,209,90.0,57,3,1,22,15,80.0,Matches
Leonidas Stergiou,Stuttgart,ch SUI,DF,21,7.1,4390,364,1434,185,203,91.1,107,7,5,17,21,42.9,Matches
Fabian Bredlow,Stuttgart,de GER,GK,28,4.0,3385,179,2506,38,39,97.4,58,0,0,0,81,49.4,Matches
Mahmoud Dahoud,Stuttgart,de GER,MF,27,2.7,3140,235,829,117,126,92.9,63,3,1,19,24,66.7,Matches
Lilian Egloff,Stuttgart,de GER,"MF,DF",20,1.3,481,41,131,16,17,94.1,11,0,0,2,4,50.0,Matches
Wataru Endo,Stuttgart,jp JPN,MF,30,1.0,,,,,,,,,,,,,Matches
Roberto Massimo,Stuttgart,de GER,"FW,DF",22,1.0,482,39,109,14,18,77.8,13,0,0,3,3,66.7,Matches
Borna Sosa,Stuttgart,hr CRO,"FW,DF",25,0.5,481,43,122,16,17,94.1,7,0,0,2,11,36.4,Matches
Jovan Milošević,Stuttgart,rs SRB,"FW,MF",18,0.5,87,13,17,4,5,80.0,2,0,0,1,1,0.0,Matches
Luca Raimund,Stuttgart,de GER,"FW,MF",18,0.3,203,23,18,11,14,78.6,5,1,0,1,0,,Matches
Genki Haraguchi,Stuttgart,jp JPN,MF,32,0.3,205,18,53,8,9,88.9,5,0,0,3,3,33.3,Matches
Samuele Di Benedetto,Stuttgart,de GER,MF,18,0.1,107,11,2,7,7,100.0,2,0,0,0,0,,Matches
Paulo Gazzaniga,Girona,ar ARG,GK,31,38.0,27525,1391,19971,281,282,99.6,548,2,0,0,544,47.8,Matches
Miguel Gutiérrez,Girona,es ESP,DF,22,37.4,24623,1855,6547,860,916,93.9,590,56,19,146,146,65.8,Matches
Aleix García,Girona,es ESP,MF,26,36.9,47017,2935,14261,1226,1293,94.8,945,27,8,294,518,64.5,Matches
Sávio,Girona,br BRA,"FW,MF",19,35.9,11860,1064,2710,469,529,88.7,265,60,14,93,78,53.8,Matches
Daley Blind,Girona,nl NED,DF,33,35.7,39507,2585,15810,1059,1112,95.2,1083,26,3,209,236,58.1,Matches
Iván Martín,Girona,es ESP,MF,24,32.4,22088,1628,4489,824,873,94.4,552,17,1,143,76,81.6,Matches
Eric García,Girona,es ESP,DF,22,29.7,37231,2306,14739,810,866,93.5,1059,17,2,221,252,67.1,Matches
Artem Dovbyk,Girona,ua UKR,FW,26,29.6,3272,392,471,186,235,79.1,62,10,0,26,6,83.3,Matches
Yan Couto,Girona,br BRA,"DF,FW",21,27.6,16640,1354,4090,566,644,87.9,406,34,17,97,117,53.8,Matches
Viktor Tsyhankov,Girona,ua UKR,"MF,FW",25,25.0,10334,920,2850,452,518,87.3,202,49,8,89,72,54.2,Matches
Yangel Herrera,Girona,ve VEN,MF,25,24.6,14545,1137,3393,553,608,91.0,320,15,7,92,88,67.0,Matches
David López,Girona,es ESP,DF,33,21.8,26089,1582,8718,520,551,94.4,849,1,0,54,115,66.1,Matches
Arnau Martinez,Girona,es ESP,DF,20,17.4,11819,834,3256,362,384,94.3,342,9,4,68,49,55.1,Matches
Portu,Girona,es ESP,"MF,FW",31,17.2,3208,308,778,128,154,83.1,83,9,2,32,19,36.8,Matches
Cristhian Stuani,Girona,uy URU,FW,36,13.8,1007,115,130,53,68,77.9,21,1,0,5,5,40.0,Matches
Juanpe,Girona,es ESP,DF,32,11.8,9290,550,3239,174,181,96.1,281,0,0,14,61,63.9,Matches
Valery Fernández,Girona,es ESP,"MF,FW",23,9.3,2441,221,411,125,132,94.7,54,9,3,12,6,50.0,Matches
Pablo Torre,Girona,es ESP,"MF,FW",20,9.1,5756,429,1588,193,218,88.5,126,17,0,65,40,67.5,Matches
Jhon Solis,Girona,co COL,MF,18,7.8,2630,225,627,116,134,86.6,60,2,0,22,6,83.3,Matches
Juan Carlos,Girona,es ESP,GK,35,3.0,,,,,,,,,,,,,Matches
Antal Yaakobishvili,Girona,hu HUN,DF,19,2.2,715,42,266,15,17,88.2,14,0,0,0,10,70.0,Matches
Bernardo Espinosa,Girona,co COL,DF,34,2.0,141,8,46,3,3,100.0,4,0,0,0,1,0.0,Matches
Toni Fuidias,Girona,es ESP,GK,22,2.0,,,,,,,,,,,,,Matches
Ibrahima Kebe,Girona,ml MLI,MF,22,1.4,67,8,10,3,6,50.0,2,0,0,0,0,,Matches
Iker Almena,Girona,es ESP,FW,19,0.6,,,,,,,,,,,,,Matches
Jastin García,Girona,es ESP,FW,19,0.4,84,11,47,5,7,71.4,2,1,0,2,0,,Matches
Toni Villa,Girona,es ESP,FW,28,0.1,119,9,18,2,2,100.0,4,0,0,1,1,100.0,Matches
Silvi Clúa,Girona,es ESP,MF,18,0.1,85,5,41,1,1,100.0,4,0,0,0,0,,Matches
Harry Kane,Bayern Munich,eng ENG,FW,30,43.6,12017,889,3645,274,341,80.4,228,47,6,146,154,66.9,Matches
Joshua Kimmich,Bayern Munich,de GER,"MF,DF",28,38.7,51320,3218,14034,1130,1203,93.9,1315,67,19,316,475,60.2,Matches
Leroy Sané,Bayern Munich,de GER,FW,27,35.7,16769,1438,3749,701,798,87.8,336,62,3,143,127,57.5,Matches
Leon Goretzka,Bayern Munich,de GER,"MF,DF",28,34.5,34557,2288,9224,962,1037,92.8,929,30,2,218,179,72.6,Matches
Alphonso Davies,Bayern Munich,ca CAN,DF,22,33.5,27115,2113,6963,1051,1155,91.0,717,33,7,143,78,53.8,Matches
Manuel Neuer,Bayern Munich,de GER,GK,37,32.8,26094,1222,16138,175,177,98.9,587,0,0,11,450,64.2,Matches
Jamal Musiala,Bayern Munich,de GER,"MF,FW",20,31.6,12851,1130,3009,572,643,89.0,297,54,0,149,43,62.8,Matches
Kim Min-jae,Bayern Munich,kr KOR,DF,26,30.7,43804,2748,16802,1080,1128,95.7,1311,2,0,158,190,71.6,Matches
Konrad Laimer,Bayern Munich,at AUT,"MF,DF",26,30.2,25885,1915,6644,890,970,91.8,713,32,7,164,76,69.7,Matches
Dayot Upamecano,Bayern Munich,fr FRA,DF,24,26.1,43437,2355,13325,658,700,94.0,1279,3,0,178,275,86.2,Matches
Thomas Müller,Bayern Munich,de GER,MF,33,24.1,11086,987,2820,421,500,84.2,254,56,14,102,79,51.9,Matches
Noussair Mazraoui,Bayern Munich,ma MAR,DF,25,22.0,18075,1406,6105,722,775,93.2,450,24,4,142,67,65.7,Matches
Matthijs de Ligt,Bayern Munich,nl NED,DF,23,21.4,27466,1503,8693,382,402,95.0,886,1,1,115,167,73.1,Matches
Kingsley Coman,Bayern Munich,fr FRA,FW,27,19.2,11284,883,2213,392,452,86.7,265,52,11,93,71,54.9,Matches
Eric Dier,Bayern Munich,eng ENG,DF,29,18.0,27254,1541,10518,467,499,93.6,794,1,1,64,190,71.1,Matches
Raphaël Guerreiro,Bayern Munich,pt POR,"DF,FW",29,17.9,16230,1294,4988,675,739,91.3,366,32,10,120,75,61.3,Matches
Mathys Tel,Bayern Munich,fr FRA,"FW,MF",18,16.0,6418,479,1107,202,228,88.6,164,21,7,34,33,72.7,Matches
Aleksandar Pavlovic,Bayern Munich,de GER,MF,19,15.9,18582,1154,4802,493,520,94.8,458,14,1,127,119,82.4,Matches
Sven Ulreich,Bayern Munich,de GER,GK,34,15.0,9705,532,6561,119,120,99.2,246,0,0,0,163,46.6,Matches
Eric Maxim Choupo-Moting,Bayern Munich,cm CMR,"FW,MF",34,10.4,3319,299,689,159,174,91.4,63,8,2,21,14,78.6,Matches
Serge Gnabry,Bayern Munich,de GER,FW,28,8.5,3214,277,527,139,153,90.8,75,15,0,25,16,50.0,Matches
Bouna Sarr,Bayern Munich,sn SEN,DF,31,2.3,1491,111,303,56,61,91.8,37,1,1,2,6,83.3,Matches
Frans Krätzig,Bayern Munich,de GER,DF,20,2.2,827,59,206,27,29,93.1,23,1,0,7,3,66.7,Matches
Bryan Zaragoza,Bayern Munich,es ESP,MF,22,2.0,995,82,250,35,41,85.4,19,6,2,9,12,50.0,Matches
Lovro Zvonarek,Bayern Munich,hr CRO,"FW,MF",18,1.8,766,60,123,20,23,87.0,25,1,0,7,2,100.0,Matches
Sacha Boey,Bayern Munich,fr FRA,DF,22,1.2,745,69,210,41,47,87.2,15,0,0,5,2,50.0,Matches
Daniel Peretz,Bayern Munich,il ISR,GK,23,1.2,231,17,106,3,3,100.0,8,0,0,0,6,16.7,Matches
Benjamin Pavard,Bayern Munich,fr FRA,DF,27,0.5,,,,,,,,,,,,,Matches
Taichi Fukui,Bayern Munich,jp JPN,MF,19,0.3,,,,,,,,,,,,,Matches
Matteo Perez Vinlöf,Bayern Munich,se SWE,FW,17,0.2,156,13,22,7,7,100.0,4,0,0,0,1,0.0,Matches
Ryan Gravenberch,Bayern Munich,nl NED,FW,21,0.1,83,7,25,2,2,100.0,3,0,0,1,0,,Matches
Jonathan Asp Jensen,Bayern Munich,dk DEN,FW,17,0.0,0,0,0,0,0,,0,0,0,0,0,,Matches
Jan Oblak,Atlético Madrid,si SVN,GK,30,55.0,25917,1304,18823,165,165,100.0,523,0,0,0,600,46.8,Matches
Axel Witsel,Atlético Madrid,be BEL,"DF,MF",34,46.4,38770,2399,14737,948,1001,94.7,1078,1,0,117,195,79.5,Matches
Antoine Griezmann,Atlético Madrid,fr FRA,"FW,MF",32,43.4,23299,1895,6144,817,918,89.0,443,55,5,185,251,55.8,Matches
Mario Hermoso,Atlético Madrid,es ESP,DF,28,42.2,40004,2679,13976,1127,1202,93.8,911,24,9,226,359,58.8,Matches
Koke,Atlético Madrid,es ESP,MF,31,42.0,42802,2935,13408,1376,1445,95.2,937,39,2,258,319,71.5,Matches
Marcos Llorente,Atlético Madrid,es ESP,"MF,DF",28,39.9,17457,1548,4654,747,822,90.9,393,47,14,135,98,48.0,Matches
Rodrigo De Paul,Atlético Madrid,ar ARG,MF,29,35.5,27160,1960,8260,824,899,91.7,569,75,7,240,264,67.0,Matches
Nahuel Molina,Atlético Madrid,ar ARG,DF,25,33.5,21891,1931,7802,835,940,88.8,450,42,17,108,229,41.9,Matches
Samuel Lino,Atlético Madrid,br BRA,DF,23,33.1,14586,1271,3095,652,729,89.4,302,44,3,98,76,63.2,Matches
Álvaro Morata,Atlético Madrid,es ESP,FW,30,32.9,5324,542,919,238,299,79.6,97,7,2,26,41,61.0,Matches
Stefan Savić,Atlético Madrid,me MNE,DF,32,26.1,19164,1278,7842,443,475,93.3,530,7,2,81,176,48.9,Matches
José María Giménez,Atlético Madrid,uy URU,DF,28,24.7,16532,908,6563,225,250,90.0,441,1,0,30,161,70.2,Matches
Saúl Ñíguez,Atlético Madrid,es ESP,MF,28,23.1,10033,902,2323,445,506,87.9,219,12,5,46,54,51.9,Matches
Ángel Correa,Atlético Madrid,ar ARG,"FW,MF",28,22.5,6141,636,1433,310,369,84.0,108,30,3,82,55,41.8,Matches
Rodrigo Riquelme,Atlético Madrid,es ESP,DF,23,22.3,8707,835,2541,409,469,87.2,165,34,10,62,69,46.4,Matches
Pablo Barrios,Atlético Madrid,es ESP,MF,20,22.0,14305,1054,4348,456,511,89.2,351,22,3,113,89,69.7,Matches
César Azpilicueta,Atlético Madrid,es ESP,DF,33,20.3,15476,1209,6087,561,593,94.6,371,17,2,87,126,46.0,Matches
Memphis,Atlético Madrid,nl NED,FW,29,13.5,3482,314,881,147,178,82.6,62,12,2,36,28,67.9,Matches
Reinildo Mandava,Atlético Madrid,mz MOZ,DF,29,9.3,5501,430,2123,196,217,90.3,145,3,1,37,30,50.0,Matches
Gabriel Paulista,Atlético Madrid,br BRA,DF,32,4.5,4592,274,2040,77,82,93.9,145,0,0,7,30,56.7,Matches
Javi Galán,Atlético Madrid,es ESP,DF,28,3.0,1078,93,242,38,47,80.9,30,3,2,4,8,25.0,Matches
Yannick Carrasco,Atlético Madrid,be BEL,DF,29,2.5,1021,88,236,42,49,85.7,13,3,1,6,12,66.7,Matches
Çağlar Söyüncü,Atlético Madrid,tr TUR,DF,27,2.4,2136,136,692,52,54,96.3,65,1,0,6,10,50.0,Matches
Thomas Lemar,Atlético Madrid,fr FRA,MF,27,1.8,1019,84,285,41,46,89.1,25,1,0,13,6,33.3,Matches
Arthur Vermeeren,Atlético Madrid,be BEL,MF,18,1.8,1109,91,180,42,47,89.4,29,2,0,7,5,20.0,Matches
Salim El Jebari,Atlético Madrid,ma MAR,MF,19,0.1,30,4,3,3,3,100.0,0,0,0,0,0,,Matches
Abdellah Raihani,Atlético Madrid,ma MAR,FW,19,0.1,0,0,0,0,0,,0,0,0,0,0,,Matches
Ilias Kostis,Atlético Madrid,gr GRE,FW,20,0.0,0,0,0,0,0,,0,0,0,0,0,,Matches
Theo Hernández,Milan,fr FRA,DF,25,45.0,34929,2652,11834,1209,1297,93.2,855,54,18,223,236,54.7,Matches
Tijjani Reijnders,Milan,nl NED,MF,25,42.9,31614,2175,8175,937,998,93.9,844,47,8,250,167,74.3,Matches
Mike Maignan,Milan,fr FRA,GK,28,41.1,33537,1584,22369,271,272,99.6,720,3,0,1,567,59.4,Matches
Christian Pulisic,Milan,us USA,FW,24,39.9,16405,1443,3660,627,721,87.0,388,51,21,115,104,51.9,Matches
Rafael Leão,Milan,pt POR,FW,24,39.2,15819,1324,4019,508,624,81.4,372,78,25,140,134,56.7,Matches
Olivier Giroud,Milan,fr FRA,FW,36,37.0,5457,662,959,309,416,74.3,96,9,0,37,15,66.7,Matches
Davide Calabria,Milan,it ITA,DF,26,32.9,28197,1935,8229,750,828,90.6,753,30,16,176,200,63.0,Matches
Ruben Loftus-Cheek,Milan,eng ENG,MF,27,31.6,11074,954,2338,482,536,89.9,249,22,2,104,44,68.2,Matches
Fikayo Tomori,Milan,eng ENG,DF,25,31.6,34040,2102,12515,737,787,93.6,1026,1,1,92,189,66.1,Matches
Yunus Musah,Milan,us USA,MF,20,24.9,11819,925,2879,433,471,91.9,300,18,5,90,52,63.5,Matches
Malick Thiaw,Milan,de GER,DF,21,24.0,26456,1498,8178,461,488,94.5,791,4,0,98,155,75.5,Matches
Alessandro Florenzi,Milan,it ITA,DF,32,23.8,24567,1581,8805,524,559,93.7,563,32,13,131,313,58.1,Matches
Yacine Adli,Milan,fr FRA,MF,23,20.7,25147,1610,8167,605,664,91.1,610,22,9,157,224,66.5,Matches
Matteo Gabbia,Milan,it ITA,DF,23,20.1,23827,1337,6952,356,384,92.7,725,2,0,68,164,75.6,Matches
Simon Kjær,Milan,dk DEN,DF,34,16.3,18024,1064,6234,309,329,93.9,541,2,0,62,135,60.7,Matches
Samuel Chukwueze,Milan,ng NGA,FW,24,15.4,6781,529,1641,197,244,80.7,171,29,2,63,48,58.3,Matches
Ismaël Bennacer,Milan,dz ALG,MF,25,14.8,12766,944,3377,435,467,93.1,299,16,4,83,82,67.1,Matches
Luka Jović,Milan,rs SRB,"FW,MF",25,13.9,2593,231,570,88,112,78.6,67,6,0,32,15,66.7,Matches
Noah Okafor,Milan,ch SUI,FW,23,11.4,2152,220,547,63,93,67.7,62,11,3,20,17,35.3,Matches
Rade Krunić,Milan,ba BIH,"MF,DF",29,10.0,8347,567,1838,241,261,92.3,219,2,0,37,42,85.7,Matches
Marco Sportiello,Milan,it ITA,GK,31,7.9,5372,269,3854,59,59,100.0,126,0,0,0,82,56.1,Matches
Pierre Kalulu,Milan,fr FRA,DF,23,5.7,4791,325,1367,122,133,91.7,145,2,1,22,23,56.5,Matches
Tommaso Pobega,Milan,it ITA,MF,24,5.2,2092,172,663,64,80,80.0,48,2,0,15,20,55.0,Matches
Antonio Mirante,Milan,it ITA,GK,40,3.0,990,54,673,7,7,100.0,26,0,0,0,21,38.1,Matches
Jan-Carlo Simic,Milan,rs SRB,DF,18,3.0,1039,64,291,18,18,100.0,40,0,0,6,6,16.7,Matches
Alejandro Jiménez,Milan,es ESP,DF,18,2.3,628,43,179,19,20,95.0,18,0,0,2,1,100.0,Matches
Luka Romero,Milan,ar ARG,"FW,MF",18,1.8,434,39,58,20,22,90.9,11,1,0,3,0,,Matches
Filippo Terracciano,Milan,it ITA,"DF,FW",20,1.4,855,52,171,19,20,95.0,26,0,0,1,2,100.0,Matches
Chaka Traorè,Milan,ci CIV,MF,18,1.1,208,18,37,10,10,100.0,4,0,0,0,2,50.0,Matches
Davide Bartesaghi,Milan,it ITA,FW,17,1.0,507,37,234,12,13,92.3,15,0,0,3,6,50.0,Matches
Marco Pellegrino,Milan,,DF,,0.8,753,48,211,19,20,95.0,23,0,0,3,4,25.0,Matches
Kevin Zeroli,Milan,it ITA,MF,18,0.4,52,6,23,0,1,0.0,1,0,0,1,1,100.0,Matches
Mattia Caldara,Milan,it ITA,DF,29,0.4,345,24,117,7,8,87.5,12,0,0,2,3,0.0,Matches
Francesco Camarda,Milan,it ITA,FW,15,0.2,0,0,0,0,0,,0,0,0,0,0,,Matches
Lapo Nava,Milan,it ITA,GK,19,0.0,43,1,43,0,0,,0,0,0,0,1,100.0,Matches
Youssouf Fofana,Monaco,fr FRA,MF,24,33.3,23800,1789,9039,690,796,86.7,601,43,2,249,180,58.9,Matches
Wissam Ben Yedder,Monaco,fr FRA,FW,32,28.1,7382,752,1881,345,430,80.2,149,34,1,96,33,66.7,Matches
Denis Zakaria,Monaco,ch SUI,"MF,DF",26,26.7,18845,1184,5961,463,502,92.2,515,10,4,107,92,80.4,Matches
Aleksandr Golovin,Monaco,ru RUS,"MF,FW",27,25.8,16293,1236,5324,440,521,84.5,325,62,5,172,211,58.8,Matches
