Player Name,Club Name,Tackles,Challenges,Blocks,,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Sh
Sergio Camello,Rayo Vallecano,es ESP,FW,0,16,6,3,10,3,6,8,40.0,9,10,2,5,19,15,Matches
Pathé Ciss,Rayo Vallecano,sn SEN,MF,0,44,25,16,26,2,16,17,55.2,13,27,10,30,74,54,Matches
Pep Chavarría,Rayo Vallecano,es ESP,"DF,MF",1,23,24,15,6,2,11,12,64.7,6,15,3,7,29,29,Matches
Raúl de Tomás,Rayo Vallecano,es ESP,FW,0,9,5,4,3,2,3,3,50.0,3,3,0,1,10,8,Matches
Óscar Trejo,Rayo Vallecano,ar ARG,"FW,MF",0,27,15,11,9,7,13,20,61.9,8,21,1,6,32,9,Matches
Andrei Ratiu,Rayo Vallecano,ro ROU,"DF,MF",0,12,9,6,5,1,8,3,53.3,7,4,1,1,12,12,Matches
Kike Pérez,Rayo Vallecano,es ESP,"MF,FW",0,27,13,11,15,1,11,11,47.8,12,11,0,9,35,6,Matches
Randy Nteka,Rayo Vallecano,ao ANG,"FW,MF",1,11,9,1,6,4,4,5,40.0,6,6,1,2,13,11,Matches
Radamel Falcao,Rayo Vallecano,co COL,"FW,DF",0,7,6,1,5,1,1,2,33.3,2,2,0,3,10,4,Matches
Crespo,Rayo Vallecano,pt POR,MF,0,16,9,8,6,2,9,9,52.9,8,15,6,10,26,7,Matches
Cárdenas,Rayo Vallecano,es ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Martín Pascual,Rayo Vallecano,es ESP,DF,,,2,,,,,,,,,,3,0,,Matches
Bebé,Rayo Vallecano,cv CPV,"MF,FW",0,2,3,1,1,0,1,1,20.0,4,1,0,0,2,0,Matches
Diego Méndez,Rayo Vallecano,es ESP,MF,0,1,5,1,0,0,1,0,100.0,0,0,0,1,2,0,Matches
José Pozo,Rayo Vallecano,es ESP,MF,0,1,1,0,1,0,1,1,100.0,0,1,0,1,1,0,Matches
Salvi,Rayo Vallecano,es ESP,MF,0,0,0,0,0,0,0,0,0.0,4,0,0,1,1,0,Matches
Wladimiro Falcone,Lecce,it ITA,GK,2,0,0,0,0,0,0,1,,0,1,0,1,1,21,Matches
Federico Baschirotto,Lecce,it ITA,DF,1,21,13,16,5,0,8,16,53.3,7,42,26,26,44,144,Matches
Marin Pongračić,Lecce,hr CRO,DF,1,43,32,22,20,1,19,11,76.0,6,37,26,52,94,130,Matches
Ylber Ramadani,Lecce,al ALB,MF,0,68,45,32,29,7,37,41,38.5,59,54,13,47,112,44,Matches
Valentin Gendrey,Lecce,fr FRA,DF,0,55,34,35,16,4,30,29,65.2,16,40,11,35,90,99,Matches
Antonino Gallo,Lecce,it ITA,DF,0,43,30,31,11,1,31,25,63.3,18,34,9,26,68,67,Matches
Nikola Krstović,Lecce,me MNE,FW,0,17,6,3,9,5,6,8,60.0,4,12,4,4,21,22,Matches
Pontus Almqvist,Lecce,se SWE,"FW,MF",0,45,30,16,22,7,23,19,45.1,28,21,2,14,59,10,Matches
Remi Oudin,Lecce,fr FRA,"MF,FW",0,26,14,12,12,2,12,12,63.2,7,13,1,21,46,22,Matches
Alexis Blin,Lecce,fr FRA,MF,0,33,19,11,19,3,15,14,34.9,28,16,2,22,55,39,Matches
Patrick Dorgu,Lecce,dk DEN,"DF,MF",2,43,22,22,17,4,22,11,64.7,12,16,5,10,52,45,Matches
Roberto Piccoli,Lecce,it ITA,FW,0,10,6,3,5,2,1,16,25.0,3,17,1,4,14,16,Matches
Lameck Banda,Lecce,zm ZAM,FW,0,27,23,11,12,4,7,18,33.3,14,18,0,3,30,7,Matches
Joan Gonzàlez,Lecce,es ESP,MF,0,31,20,16,12,3,17,17,60.7,11,20,3,5,36,9,Matches
Mohamed Kaba,Lecce,fr FRA,MF,0,39,23,15,16,8,17,18,50.0,17,22,4,12,51,13,Matches
Hamza Rafia,Lecce,tn TUN,MF,0,44,32,13,27,4,13,26,43.3,17,27,1,11,55,13,Matches
Gabriel Strefezza,Lecce,br BRA,FW,0,24,20,8,7,9,14,17,70.0,6,17,0,7,31,11,Matches
Nicola Sansone,Lecce,it ITA,"FW,MF",2,11,6,6,2,3,5,6,31.3,11,7,1,4,15,5,Matches
Lorenzo Venuti,Lecce,it ITA,DF,0,6,4,5,1,0,6,1,60.0,4,4,3,5,11,14,Matches
Ahmed Touba,Lecce,dz ALG,DF,0,6,4,3,3,0,3,1,75.0,1,4,3,8,13,20,Matches
Medon Berisha,Lecce,al ALB,"FW,MF",0,3,4,3,0,0,0,0,0.0,2,2,2,1,4,0,Matches
Santiago Pierotti,Lecce,ar ARG,"MF,FW",0,8,8,2,5,1,2,5,25.0,6,5,0,1,9,0,Matches
Federico Brancolini,Lecce,it ITA,GK,,,0,,,,,,,,,,1,0,,Matches
Federico Di Francesco,Lecce,it ITA,"FW,MF",0,1,0,0,1,0,0,0,,0,0,0,0,1,0,Matches
Jeppe Corfitzen,Lecce,dk DEN,FW,0,1,0,0,1,0,1,0,100.0,0,0,0,0,1,0,Matches
Rareș-Cătălin Burnete,Lecce,ro ROU,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Marcin Listkowski,Lecce,pl POL,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Walace,Udinese,br BRA,MF,1,66,43,40,26,0,36,37,46.8,41,43,6,43,109,66,Matches
Nehuén Pérez,Udinese,ar ARG,DF,1,72,48,42,28,2,39,27,81.3,9,53,26,45,117,158,Matches
Lorenzo Lucca,Udinese,it ITA,FW,1,19,11,4,11,4,5,15,25.0,15,18,3,3,22,36,Matches
Lazar Samardzic,Udinese,rs SRB,MF,0,40,19,18,18,4,16,20,41.0,23,26,6,10,50,25,Matches
Hassane Kamara,Udinese,ci CIV,DF,0,45,36,26,13,6,25,27,65.8,13,29,2,28,71,66,Matches
Jaka Bijol,Udinese,si SVN,DF,1,43,29,34,9,0,22,15,62.9,13,36,21,23,66,140,Matches
Sandi Lovrić,Udinese,si SVN,MF,0,25,14,9,11,5,9,19,39.1,14,21,2,23,46,24,Matches
Thomas Kristensen,Udinese,dk DEN,DF,0,35,24,25,10,0,21,9,63.6,12,29,20,29,64,118,Matches
Maduka Okoye,Udinese,ng NGA,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,4,Matches
João Ferreira,Udinese,pt POR,DF,0,58,45,36,18,4,34,21,58.6,24,27,6,30,87,89,Matches
Florian Thauvin,Udinese,fr FRA,FW,0,7,6,2,4,1,4,8,30.8,9,9,1,3,10,2,Matches
Roberto Pereyra,Udinese,ar ARG,"FW,MF",0,19,9,11,5,3,11,16,37.9,18,20,4,7,26,18,Matches
Martín Payero,Udinese,ar ARG,MF,0,54,32,28,19,7,19,18,41.3,27,25,7,15,69,21,Matches
Festy Ebosele,Udinese,ie IRL,DF,0,33,21,23,9,1,21,31,60.0,14,33,2,10,43,27,Matches
Marco Silvestri,Udinese,it ITA,GK,3,0,0,0,0,0,0,1,0.0,3,1,0,0,0,5,Matches
Jordan Zemura,Udinese,zw ZIM,DF,0,24,18,13,7,4,11,4,57.9,8,5,1,13,37,21,Matches
Kingsley Ehizibue,Udinese,nl NED,DF,0,22,14,16,4,2,11,18,61.1,7,21,3,8,30,36,Matches
Christian Kabasele,Udinese,be BEL,DF,0,10,7,4,5,1,2,6,18.2,9,15,9,13,22,56,Matches
Isaac Success,Udinese,ng NGA,"FW,MF",0,6,4,0,5,1,1,5,33.3,2,6,1,2,8,11,Matches
Lautaro Gianetti,Udinese,ar ARG,DF,0,9,4,7,2,0,4,4,80.0,1,10,6,19,28,39,Matches
Oier Zarraga,Udinese,es ESP,MF,1,3,5,2,1,0,1,3,20.0,4,5,2,5,8,16,Matches
Brenner,Udinese,br BRA,"MF,FW",0,8,7,1,5,2,4,2,57.1,3,2,0,0,8,2,Matches
Keinan Davis,Udinese,eng ENG,"FW,MF",0,0,0,0,0,0,0,0,,0,0,0,0,0,3,Matches
Axel Guessand,Udinese,fr FRA,DF,0,1,6,0,1,0,1,1,100.0,0,1,0,1,1,0,Matches
Beto,Udinese,gw GNB,FW,0,1,0,0,0,1,0,0,,0,0,0,0,1,0,Matches
Marley Aké,Udinese,fr FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Adam Masina,Udinese,ma MAR,DF,0,4,0,2,2,0,2,1,50.0,2,2,1,3,6,5,Matches
Antonio Tikvić,Udinese,hr CRO,DF,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,Matches
Etienne Camara,Udinese,fr FRA,MF,,,0,,,,,,,,,,2,0,,Matches
Domingos Quina,Udinese,pt POR,MF,0,1,3,1,0,0,0,0,,0,0,0,0,1,0,Matches
Simone Pafundi,Udinese,it ITA,MF,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,Matches
David Pejičić,Udinese,si SVN,MF,,,2,,,,,,,,,,0,0,,Matches
Sekou Diawara,Udinese,be BEL,FW,,,0,,,,,,,,,,0,0,,Matches
Samuel John Nwachukwu,Udinese,ng NGA,DF,,,0,,,,,,,,,,0,0,,Matches
Vivaldo Semedo,Udinese,pt POR,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Enzo Ebosse,Udinese,cm CMR,DF,0,1,1,1,0,0,0,0,0.0,1,0,0,1,2,0,Matches
Pedro Chirivella,Nantes,es ESP,MF,0,50,29,20,29,1,30,17,39.5,46,22,5,31,81,28,Matches
Alban Lafont,Nantes,fr FRA,GK,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,14,Matches
Jean-Charles Castelletto,Nantes,cm CMR,DF,0,34,26,22,10,2,18,9,62.1,11,19,10,32,66,81,Matches
Florent Mollet,Nantes,fr FRA,"MF,FW",0,18,11,8,6,4,10,13,32.3,21,18,5,13,31,17,Matches
Eray Cömert,Nantes,ch SUI,DF,1,42,31,28,13,1,28,17,73.7,10,35,18,40,78,77,Matches
Mostafa Mohamed,Nantes,eg EGY,FW,0,21,14,7,11,3,6,16,21.4,22,21,5,12,33,29,Matches
Moussa Sissoko,Nantes,fr FRA,MF,0,27,16,13,8,6,12,6,48.0,13,8,2,14,39,31,Matches
Douglas,Nantes,br BRA,MF,0,70,44,34,30,6,30,14,50.8,29,22,8,29,96,30,Matches
Moses Simon,Nantes,ng NGA,"FW,MF",1,7,5,2,5,0,2,8,25.0,6,9,1,3,10,5,Matches
Nicolas Pallois,Nantes,fr FRA,DF,0,34,19,21,11,2,19,11,54.3,16,37,26,27,60,111,Matches
Marcus Coco,Nantes,fr FRA,"DF,FW",0,43,27,29,10,4,28,18,46.7,32,19,1,26,64,38,Matches
Quentin Merlin,Nantes,fr FRA,DF,0,29,21,15,12,2,16,21,64.0,9,22,1,21,47,22,Matches
Jean-Kevin Duverne,Nantes,ht HAI,DF,0,37,19,16,17,4,18,12,40.9,26,17,5,18,55,34,Matches
Matthis Abline,Nantes,fr FRA,FW,0,9,5,4,3,2,3,3,37.5,5,3,0,3,12,5,Matches
Nathan Zeze,Nantes,fr FRA,DF,1,11,6,9,2,0,7,9,50.0,7,12,3,13,23,47,Matches
Samuel Moutoussamy,Nantes,cd COD,MF,0,38,20,14,17,7,17,13,45.9,20,16,3,11,49,13,Matches
Tino Kadewere,Nantes,zw ZIM,"FW,MF",0,9,4,3,3,3,6,9,54.5,5,10,1,13,19,8,Matches
Nicolas Cozza,Nantes,fr FRA,DF,0,35,23,23,10,2,17,7,70.8,7,7,0,14,49,32,Matches
Kelvin Amian,Nantes,fr FRA,DF,0,16,7,12,4,0,11,6,73.3,4,6,0,7,23,28,Matches
Abdoul Kader Bamba,Nantes,fr FRA,"FW,MF",1,10,9,2,5,3,5,4,33.3,10,4,0,4,14,4,Matches
Ronaël Pierre-Gabriel,Nantes,fr FRA,DF,0,15,9,12,2,1,5,9,71.4,2,13,4,8,23,25,Matches
Bénie Adama Traore,Nantes,ci CIV,"FW,MF",0,8,4,2,5,1,3,3,42.9,4,3,0,1,9,1,Matches
Rémy Descamps,Nantes,fr FRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,Matches
Adson,Nantes,br BRA,"MF,FW",0,7,6,1,6,0,2,5,100.0,0,5,0,2,9,2,Matches
Ignatius Ganago,Nantes,cm CMR,"FW,MF",0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,Matches
Marquinhos,Nantes,br BRA,"FW,MF",0,3,2,2,0,1,1,5,25.0,3,7,2,6,9,1,Matches
Fabien Centonze,Nantes,fr FRA,DF,0,2,2,2,0,0,2,1,66.7,1,2,1,1,2,1,Matches
Jaouen Hadjam,Nantes,dz ALG,DF,0,6,4,5,1,0,1,0,50.0,1,0,0,3,9,2,Matches
Stredair Appuah,Nantes,fr FRA,"FW,MF",0,0,0,0,0,0,0,0,0.0,3,0,0,1,1,1,Matches
Adel Mahamoud,Nantes,km COM,FW,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,Matches
Hugo Boutsingkham,Nantes,fr FRA,"MF,FW",0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Denis Petrić,Nantes,rs SRB,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Enzo Mongo,Nantes,fr FRA,DF,0,1,1,1,0,0,1,0,50.0,1,1,1,1,2,0,Matches
Bastien Meupiyou,Nantes,fr FRA,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Lamine Diack,Nantes,sn SEN,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Frederik Rønnow,Union Berlin,dk DEN,GK,2,1,1,1,0,0,0,0,,0,0,0,1,2,22,Matches
Diogo Leite,Union Berlin,pt POR,DF,1,63,44,40,17,6,32,32,47.8,35,63,31,57,115,185,Matches
Robin Gosens,Union Berlin,de GER,"DF,MF",0,69,47,28,34,7,31,47,63.3,18,57,10,39,108,87,Matches
Danilho Doekhi,Union Berlin,nl NED,DF,1,39,30,22,17,0,17,23,60.7,11,50,27,39,78,122,Matches
Robin Knoche,Union Berlin,de GER,DF,1,40,26,32,8,0,22,8,57.9,16,31,23,17,56,83,Matches
Christopher Trimmel,Union Berlin,at AUT,"FW,DF",0,27,20,14,12,1,16,15,43.2,21,18,3,15,41,60,Matches
Lucas Tousart,Union Berlin,fr FRA,MF,0,45,25,23,18,4,22,26,50.0,22,35,9,29,74,45,Matches
Josip Juranović,Union Berlin,hr CRO,DF,2,26,15,16,8,2,14,18,48.3,15,24,6,14,40,38,Matches
Alex Král,Union Berlin,cz CZE,MF,0,26,18,11,12,3,11,13,42.3,15,18,5,14,39,32,Matches
Rani Khedira,Union Berlin,de GER,MF,0,41,26,17,22,2,18,11,58.1,13,17,6,29,65,41,Matches
Kevin Behrens,Union Berlin,de GER,FW,0,16,13,3,9,4,2,7,33.3,4,11,4,8,23,28,Matches
Kevin Volland,Union Berlin,de GER,"FW,MF",1,27,12,9,11,7,8,11,33.3,16,11,0,6,33,12,Matches
Janik Haberer,Union Berlin,de GER,MF,0,41,28,17,17,7,25,20,44.6,31,25,5,13,54,23,Matches
Aïssa Laïdouni,Union Berlin,tn TUN,MF,2,26,17,5,14,7,4,26,26.7,11,29,3,14,39,19,Matches
Brenden Aaronson,Union Berlin,us USA,MF,0,33,19,14,13,6,16,29,44.4,20,31,2,5,38,5,Matches
Benedict Hollerbach,Union Berlin,de GER,"FW,MF",0,17,13,5,7,5,7,28,31.8,15,28,0,4,21,3,Matches
Kevin Vogt,Union Berlin,de GER,DF,2,10,9,6,4,0,6,7,50.0,6,22,15,7,17,72,Matches
András Schäfer,Union Berlin,hu HUN,MF,0,29,16,9,15,5,11,21,55.0,9,25,4,20,49,25,Matches
Jérôme Roussillon,Union Berlin,fr FRA,DF,0,24,16,9,11,4,11,9,68.8,5,16,7,5,29,36,Matches
Sheraldo Becker,Union Berlin,sr SUR,FW,0,3,3,0,2,1,0,4,0.0,2,5,1,2,4,3,Matches
David Datro Fofana,Union Berlin,ci CIV,FW,0,12,8,3,6,3,5,5,50.0,5,5,0,0,12,11,Matches
Leonardo Bonucci,Union Berlin,it ITA,DF,0,7,5,3,4,0,5,2,83.3,1,10,8,9,16,39,Matches
Yorbe Vertessen,Union Berlin,be BEL,"FW,MF",0,3,2,0,3,0,1,8,25.0,3,8,0,1,4,3,Matches
Mikkel Kaufmann,Union Berlin,dk DEN,FW,0,6,4,2,3,1,3,12,30.0,7,12,0,1,7,4,Matches
Paul Jaeckel,Union Berlin,de GER,DF,0,9,3,6,3,0,7,1,58.3,5,8,7,8,17,14,Matches
Chris Bedia,Union Berlin,ci CIV,"FW,MF",0,2,1,0,2,0,0,3,0.0,1,3,0,0,2,2,Matches
Alexander Schwolow,Union Berlin,de GER,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,Matches
Jordan Pefok,Union Berlin,us USA,FW,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,Matches
Aljoscha Kemlein,Union Berlin,de GER,MF,0,0,0,0,0,0,0,1,0.0,3,2,1,0,0,1,Matches
Miloš Pantović,Union Berlin,rs SRB,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Manuel Riemann,Bochum,de GER,GK,1,2,1,2,0,0,2,0,50.0,2,0,0,1,3,25,Matches
Bernardo,Bochum,br BRA,DF,1,99,61,56,35,8,45,36,65.2,24,66,30,55,154,120,Matches
Kevin Stöger,Bochum,at AUT,MF,0,49,32,21,21,7,25,42,39.7,38,46,4,21,68,18,Matches
Anthony Losilla,Bochum,fr FRA,MF,0,63,37,15,40,8,23,29,45.1,28,37,8,25,88,51,Matches
Erhan Mašović,Bochum,rs SRB,"DF,MF",2,64,45,37,22,5,37,22,52.9,33,32,10,26,89,75,Matches
Keven Schlotterbeck,Bochum,de GER,DF,2,42,22,26,14,2,25,10,83.3,5,33,23,33,75,104,Matches
Takuma Asano,Bochum,jp JPN,"FW,MF",0,17,6,2,9,6,7,14,30.4,16,17,3,5,21,11,Matches
Ivan Ordets,Bochum,ua UKR,DF,0,19,17,11,6,2,10,12,58.8,7,41,29,32,50,130,Matches
Patrick Osterhage,Bochum,de GER,MF,1,38,26,14,23,1,17,27,47.2,19,36,9,28,65,32,Matches
Matúš Bero,Bochum,sk SVK,"MF,FW",0,32,22,13,12,7,13,21,40.6,19,24,3,16,44,26,Matches
Philipp Hofmann,Bochum,de GER,FW,0,10,5,4,5,1,4,9,57.1,3,11,2,4,14,17,Matches
Moritz Broschinski,Bochum,de GER,FW,0,11,7,2,5,4,2,9,25.0,6,11,2,0,11,6,Matches
Christopher Antwi-Adjei,Bochum,gh GHA,"FW,MF",1,21,13,10,6,5,12,11,54.5,10,13,2,2,23,11,Matches
Cristian Gamboa,Bochum,cr CRC,DF,1,24,19,12,11,1,14,13,42.4,19,20,7,16,39,34,Matches
Maximilian Wittek,Bochum,de GER,"DF,FW",0,23,17,9,11,3,13,11,61.9,8,12,1,18,41,23,Matches
Felix Passlack,Bochum,de GER,DF,0,21,15,9,10,2,14,11,58.3,10,13,2,11,31,21,Matches
Tim Oermann,Bochum,de GER,DF,0,19,11,11,4,4,9,9,64.3,5,15,6,2,21,22,Matches
Gonçalo Paciência,Bochum,pt POR,"FW,MF",0,8,4,2,2,4,3,5,50.0,3,5,0,0,8,7,Matches
Lukas Daschner,Bochum,de GER,"MF,FW",0,9,4,2,3,4,4,7,44.4,5,7,0,2,11,2,Matches
Philipp Förster,Bochum,de GER,"MF,FW",0,9,5,3,4,2,2,3,33.3,4,3,0,7,16,3,Matches
Danilo Soares,Bochum,br BRA,DF,0,10,6,5,3,2,5,6,62.5,3,6,0,7,17,11,Matches
Noah Loosli,Bochum,ch SUI,DF,0,10,7,6,4,0,7,6,50.0,7,7,1,7,17,18,Matches
Moritz-Broni Kwarteng,Bochum,gh GHA,FW,0,3,0,0,3,0,1,4,14.3,6,4,0,2,5,0,Matches
Andreas Luthe,Bochum,de GER,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Simon Zoller,Bochum,de GER,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,1,0,0,Matches
Sebastiano Luperto,Empoli,it ITA,DF,1,37,26,25,10,2,15,11,62.5,9,46,35,32,69,157,Matches
Youssef Maleh,Empoli,ma MAR,MF,0,74,48,30,36,8,23,55,44.2,29,62,7,25,99,29,Matches
Nicolò Cambiaghi,Empoli,it ITA,"FW,MF",0,51,39,15,20,16,16,25,45.7,19,26,1,14,65,8,Matches
Elia Caprile,Empoli,it ITA,GK,2,1,0,1,0,0,1,0,100.0,0,0,0,0,1,16,Matches
Ardian Ismajli,Empoli,al ALB,DF,1,26,19,18,6,2,18,11,78.3,5,28,17,25,49,126,Matches
Sebastian Walukiewicz,Empoli,pl POL,DF,0,39,28,33,6,0,28,19,68.3,13,50,31,15,54,121,Matches
Liberato Cacace,Empoli,nz NZL,DF,0,40,25,24,13,3,24,17,63.2,14,23,6,20,59,56,Matches
Emmanuel Gyasi,Empoli,gh GHA,"DF,FW",1,34,17,18,13,3,15,18,46.9,17,30,12,5,39,27,Matches
Alberto Grassi,Empoli,it ITA,MF,0,30,19,13,13,4,10,15,38.5,16,26,11,43,71,37,Matches
Răzvan Marin,Empoli,ro ROU,MF,2,40,23,13,23,4,19,12,65.5,10,16,4,8,46,30,Matches
Matteo Cancellieri,Empoli,it ITA,"FW,MF",0,35,22,12,16,7,13,19,36.1,23,19,0,6,41,18,Matches
Bartosz Bereszyński,Empoli,pl POL,DF,0,41,25,25,13,3,24,12,60.0,16,22,10,21,62,52,Matches
Francesco Caputo,Empoli,it ITA,FW,0,2,0,0,0,2,0,4,0.0,1,4,0,1,3,3,Matches
Etrit Berisha,Empoli,al ALB,GK,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,7,Matches
Jacopo Fazzini,Empoli,it ITA,MF,0,49,25,27,13,9,30,18,56.6,23,21,3,12,61,18,Matches
Tyronne Ebuehi,Empoli,ng NGA,DF,1,14,9,9,5,0,7,5,63.6,4,9,4,6,20,27,Matches
Giuseppe Pezzella,Empoli,it ITA,DF,0,25,14,19,5,1,20,11,71.4,8,17,6,2,27,35,Matches
Szymon Żurkowski,Empoli,pl POL,MF,0,15,6,5,8,2,5,4,33.3,10,5,1,6,21,11,Matches
Tommaso Baldanzi,Empoli,it ITA,"MF,FW",0,4,2,1,1,2,3,7,30.0,7,7,0,2,6,0,Matches
Simone Bastoni,Empoli,it ITA,"MF,DF",0,22,13,12,7,3,11,8,50.0,11,8,0,11,33,18,Matches
M'Baye Niang,Empoli,sn SEN,FW,0,3,1,0,1,2,0,6,0.0,6,7,1,3,6,10,Matches
Viktor Kovalenko,Empoli,ua UKR,MF,0,5,2,2,2,1,2,10,25.0,6,12,2,1,6,7,Matches
Alberto Cerri,Empoli,it ITA,FW,0,3,3,1,1,1,2,2,40.0,3,3,1,3,6,7,Matches
Filippo Ranocchia,Empoli,it ITA,"MF,DF",0,16,11,7,9,0,7,8,43.8,9,9,1,3,19,14,Matches
Steven Shpendi,Empoli,al ALB,"FW,MF",0,0,0,0,0,0,0,1,0.0,4,2,1,1,1,0,Matches
Mattia Destro,Empoli,it ITA,"FW,MF",0,2,1,0,2,0,1,4,100.0,0,4,0,2,4,3,Matches
Daniel Maldini,Empoli,it ITA,"FW,MF",0,4,2,0,2,2,2,5,100.0,0,5,0,2,6,2,Matches
Roberto Piccoli,Empoli,it ITA,FW,0,1,1,0,0,1,1,0,100.0,0,0,0,2,1,0,Matches
Nicolas Haas,Empoli,ch SUI,MF,0,5,3,1,2,2,3,1,100.0,0,1,0,2,6,1,Matches
Samuele Perisan,Empoli,it ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Liam Henderson,Empoli,sct SCO,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Petar Stojanović,Empoli,si SVN,"DF,MF",,,0,,,,,,,,,,0,0,,Matches
Emmanuel Ekong,Empoli,se SWE,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Giacomo Corona,Empoli,it ITA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Andrea Sodero,Empoli,it ITA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Alberto Dossena,Cagliari,it ITA,DF,2,55,35,43,12,0,32,23,66.7,16,50,27,46,100,172,Matches
Antoine Makoumbou,Cagliari,cg CGO,MF,2,41,25,21,15,5,15,19,50.0,15,23,4,16,57,27,Matches
Gabriele Zappa,Cagliari,it ITA,DF,2,54,32,29,16,9,29,24,70.7,12,29,5,20,74,75,Matches
Simone Scuffet,Cagliari,it ITA,GK,0,1,0,1,0,0,1,1,50.0,1,1,0,1,2,9,Matches
Tommaso Augello,Cagliari,it ITA,DF,0,26,20,18,6,2,16,11,64.0,9,21,10,17,43,89,Matches
Nahitan Nández,Cagliari,uy URU,"MF,DF",0,59,40,27,23,9,27,23,42.2,37,25,2,19,78,32,Matches
Zito Luvumbo,Cagliari,ao ANG,"FW,MF",0,9,6,5,2,2,4,19,26.7,11,19,0,1,10,2,Matches
Matteo Prati,Cagliari,it ITA,MF,1,45,25,15,27,3,26,23,61.9,16,29,6,15,60,26,Matches
Alessandro Deiola,Cagliari,it ITA,MF,0,33,20,13,16,4,18,10,38.3,29,16,6,9,42,37,Matches
Ibrahim Sulemana,Cagliari,gh GHA,MF,0,36,17,15,15,6,17,19,63.0,10,24,5,9,43,23,Matches
Nicolas Viola,Cagliari,it ITA,"MF,FW",0,13,11,2,8,3,7,9,41.2,10,9,0,3,15,6,Matches
Gaetano Oristanio,Cagliari,it ITA,"FW,MF",0,20,11,5,14,1,5,11,29.4,12,11,0,10,29,8,Matches
Gianluca Lapadula,Cagliari,pe PER,FW,0,1,1,0,0,1,1,1,10.0,9,2,1,2,3,5,Matches
Adam Obert,Cagliari,sk SVK,DF,1,17,14,8,8,1,8,6,47.1,9,13,7,23,38,41,Matches
Yerry Mina,Cagliari,co COL,DF,0,20,13,14,6,0,13,9,68.4,6,23,14,4,24,77,Matches
Andrea Petagna,Cagliari,it ITA,FW,0,4,3,1,0,3,1,3,50.0,1,6,3,1,5,4,Matches
Mateusz Wieteska,Cagliari,pl POL,DF,0,14,15,9,3,2,3,5,30.0,7,10,5,20,28,48,Matches
Paulo Azzi,Cagliari,br BRA,"DF,MF",0,19,13,10,6,3,9,9,50.0,9,11,2,16,35,23,Matches
Pantelis Hatzidiakos,Cagliari,gr GRE,DF,1,22,11,12,10,0,10,9,58.8,7,14,5,18,35,30,Matches
Eldor Shomurodov,Cagliari,uz UZB,"FW,MF",0,11,5,2,6,3,6,5,60.0,4,5,0,4,15,4,Matches
Edoardo Goldaniga,Cagliari,it ITA,DF,1,12,7,9,3,0,4,4,40.0,6,11,7,15,27,37,Matches
Jakub Jankto,Cagliari,cz CZE,"MF,FW",0,12,9,9,1,2,8,4,40.0,12,5,1,6,17,20,Matches
Boris Radunović,Cagliari,rs SRB,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,1,Matches
Gianluca Gaetano,Cagliari,it ITA,"FW,MF",0,7,4,0,4,3,2,4,28.6,5,4,0,3,10,4,Matches
Leonardo Pavoletti,Cagliari,it ITA,FW,0,1,1,0,0,1,0,1,0.0,1,2,1,0,1,7,Matches
Alessandro Di Pardo,Cagliari,it ITA,"DF,MF",0,4,2,3,0,1,0,7,0.0,3,9,2,7,9,7,Matches
Marco Mancosu,Cagliari,it ITA,"MF,FW",0,3,1,0,2,1,1,0,50.0,1,0,0,0,3,0,Matches
Gastón Pereiro,Cagliari,uy URU,"FW,MF",,,1,,,,,,,,,,0,0,,Matches
