Player Name,Club Name,Tackles,Challenges,Blocks,,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Sh
Mattia Zaccagni,Lazio,it ITA,FW,0,35,21,13,21,1,13,31,46.4,15,34,3,27,61,17,Matches
Mario Gila,Lazio,es ESP,DF,0,40,23,31,8,1,23,14,56.1,18,34,20,26,64,81,Matches
Ciro Immobile,Lazio,it ITA,FW,0,13,11,2,7,4,4,10,22.2,14,14,4,6,19,17,Matches
Manuel Lazzari,Lazio,it ITA,DF,1,36,26,16,17,3,24,26,55.8,19,33,7,18,53,43,Matches
Patric,Lazio,es ESP,DF,0,16,12,13,3,0,11,7,50.0,11,18,11,12,27,61,Matches
Valentín Castellanos,Lazio,ar ARG,FW,0,24,11,2,13,9,6,21,24.0,19,23,2,3,26,20,Matches
Matías Vecino,Lazio,uy URU,MF,0,41,25,15,24,2,25,17,51.0,24,25,8,19,59,34,Matches
Daichi Kamada,Lazio,jp JPN,MF,0,60,41,23,26,11,32,22,56.1,25,28,6,20,79,9,Matches
Nicolò Casale,Lazio,it ITA,DF,0,16,14,14,2,0,6,4,35.3,11,20,16,13,28,70,Matches
Elseid Hysaj,Lazio,al ALB,DF,0,32,19,12,17,3,17,13,58.6,12,19,6,22,51,37,Matches
Danilo Cataldi,Lazio,it ITA,MF,1,26,18,8,17,1,9,8,45.0,11,15,7,19,44,20,Matches
Nicolò Rovella,Lazio,it ITA,MF,0,51,33,27,19,5,18,22,45.0,22,28,6,27,77,29,Matches
Gustav Isaksen,Lazio,dk DEN,FW,0,4,3,2,1,1,1,11,7.7,12,12,1,6,10,5,Matches
Pedro,Lazio,es ESP,FW,0,18,14,5,9,4,3,14,21.4,11,17,3,4,21,2,Matches
Luca Pellegrini,Lazio,it ITA,DF,0,20,15,8,11,1,10,7,50.0,10,11,4,17,32,25,Matches
Christos Mandas,Lazio,gr GRE,GK,1,0,0,0,0,0,0,0,0.0,1,0,0,1,1,3,Matches
Toma Bašić,Lazio,hr CRO,MF,,,0,,,,,,,,,,1,0,,Matches
Bruno Guimarães,Newcastle Utd,br BRA,MF,0,101,72,54,34,13,46,44,50.5,45,62,18,49,142,28,Matches
Fabian Schär,Newcastle Utd,ch SUI,DF,1,49,36,31,16,2,22,14,44.9,27,57,43,45,91,161,Matches
Anthony Gordon,Newcastle Utd,eng ENG,FW,0,65,46,21,30,14,28,35,36.4,49,35,0,10,74,9,Matches
Sean Longstaff,Newcastle Utd,eng ENG,MF,0,61,38,20,33,8,26,42,38.2,42,50,8,28,80,25,Matches
Dan Burn,Newcastle Utd,eng ENG,DF,1,67,43,42,21,4,29,34,44.6,36,64,30,40,105,140,Matches
Kieran Trippier,Newcastle Utd,eng ENG,DF,3,68,37,37,19,12,44,39,47.3,49,49,10,29,97,70,Matches
Alexander Isak,Newcastle Utd,se SWE,FW,0,6,2,2,2,2,3,16,33.3,6,19,3,7,12,15,Matches
Miguel Almirón,Newcastle Utd,py PAR,FW,0,51,52,17,22,12,21,34,47.7,23,37,3,17,65,15,Matches
Martin Dúbravka,Newcastle Utd,sk SVK,GK,1,0,1,0,0,0,0,0,0.0,4,0,0,0,0,8,Matches
Jamaal Lascelles,Newcastle Utd,eng ENG,DF,0,19,16,10,8,1,9,8,64.3,5,23,15,11,24,58,Matches
Valentino Livramento,Newcastle Utd,eng ENG,"DF,FW",2,32,28,18,11,3,14,13,53.8,12,21,8,33,58,50,Matches
Nick Pope,Newcastle Utd,eng ENG,GK,2,0,0,0,0,0,0,0,0.0,1,0,0,0,0,9,Matches
Joelinton,Newcastle Utd,br BRA,"MF,FW",1,44,38,24,17,3,15,20,34.1,29,29,9,28,67,18,Matches
Sven Botman,Newcastle Utd,nl NED,DF,3,20,16,14,6,0,8,4,57.1,6,21,17,9,29,63,Matches
Lewis Miley,Newcastle Utd,eng ENG,MF,2,36,27,7,22,7,17,19,42.5,23,25,6,13,46,26,Matches
Jacob Murphy,Newcastle Utd,eng ENG,FW,0,22,15,9,4,9,13,17,46.4,15,18,1,6,28,17,Matches
Callum Wilson,Newcastle Utd,eng ENG,FW,0,5,3,0,2,3,0,7,0.0,5,7,0,2,7,4,Matches
Elliot Anderson,Newcastle Utd,sct SCO,MF,0,26,20,13,10,3,15,19,48.4,16,24,5,10,36,23,Matches
Emil Krafth,Newcastle Utd,se SWE,DF,0,21,17,10,7,4,12,5,48.0,13,8,3,12,30,21,Matches
Lewis Hall,Newcastle Utd,eng ENG,DF,1,29,21,18,10,1,18,15,62.1,11,17,2,15,41,25,Matches
Harvey Barnes,Newcastle Utd,eng ENG,FW,0,6,1,3,2,1,1,1,50.0,1,1,0,5,11,3,Matches
Joe Willock,Newcastle Utd,eng ENG,MF,0,15,11,8,7,0,6,7,42.9,8,8,1,3,16,1,Matches
Sandro Tonali,Newcastle Utd,it ITA,MF,0,8,9,5,2,1,4,4,40.0,6,4,0,4,12,6,Matches
Matt Ritchie,Newcastle Utd,sct SCO,"FW,MF",0,5,4,2,2,1,2,1,50.0,2,3,2,1,6,5,Matches
Paul Dummett,Newcastle Utd,wls WAL,DF,0,1,0,1,0,0,1,0,100.0,0,0,0,2,1,1,Matches
Matt Targett,Newcastle Utd,eng ENG,DF,0,2,0,1,1,0,1,1,100.0,0,1,0,2,2,2,Matches
Loris Karius,Newcastle Utd,de GER,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Ben Parkinson,Newcastle Utd,eng ENG,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,1,Matches
Joe White,Newcastle Utd,eng ENG,MF,0,1,1,1,0,0,0,0,,0,0,0,0,1,0,Matches
Alex Murphy,Newcastle Utd,ie IRL,"DF,FW",0,1,1,0,1,0,1,1,50.0,1,1,0,1,2,0,Matches
Michael Ndiweni,Newcastle Utd,eng ENG,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Amadou Diallo,Newcastle Utd,eng ENG,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Pietro Terracciano,Fiorentina,it ITA,GK,1,1,1,1,0,0,1,1,33.3,2,1,0,1,1,9,Matches
Nikola Milenković,Fiorentina,rs SRB,DF,1,53,34,31,17,5,30,9,68.2,14,27,18,40,89,123,Matches
Cristiano Biraghi,Fiorentina,it ITA,DF,0,60,41,27,30,3,36,36,56.3,28,42,6,23,81,52,Matches
Luca Ranieri,Fiorentina,it ITA,DF,0,26,16,20,3,3,17,17,70.8,7,33,16,43,63,85,Matches
Lucas Martínez Quarta,Fiorentina,ar ARG,DF,4,95,68,57,33,5,49,33,66.2,25,48,15,45,138,93,Matches
Giacomo Bonaventura,Fiorentina,it ITA,MF,0,29,18,8,11,10,9,17,36.0,16,18,1,24,48,11,Matches
Nicolás González,Fiorentina,ar ARG,FW,0,44,29,20,13,11,19,35,40.4,28,36,1,20,61,11,Matches
Michael Kayode,Fiorentina,it ITA,DF,2,59,42,29,18,12,40,16,71.4,16,30,14,27,79,54,Matches
Lucas Beltrán,Fiorentina,ar ARG,"FW,MF",0,35,22,6,22,7,15,31,41.7,21,34,3,6,39,14,Matches
Arthur Melo,Fiorentina,br BRA,MF,0,62,42,27,30,5,38,34,66.7,19,37,3,23,85,12,Matches
Rolando Mandragora,Fiorentina,it ITA,MF,1,34,17,11,17,6,16,13,50.0,16,17,4,17,49,26,Matches
Alfred Duncan,Fiorentina,gh GHA,MF,0,39,24,16,15,8,18,25,42.9,24,30,5,15,51,17,Matches
Jonathan Ikone,Fiorentina,fr FRA,FW,0,28,13,9,12,7,12,20,54.5,10,20,0,5,33,9,Matches
M'Bala Nzola,Fiorentina,ao ANG,FW,0,16,11,2,5,9,6,9,85.7,1,10,1,2,17,23,Matches
Fabiano Parisi,Fiorentina,it ITA,DF,1,35,22,16,12,7,17,22,53.1,15,27,5,18,53,33,Matches
Christian Kouamé,Fiorentina,ci CIV,FW,0,26,12,10,14,2,12,23,70.6,5,23,0,7,31,15,Matches
Riccardo Sottil,Fiorentina,it ITA,FW,0,17,10,6,4,7,7,14,53.8,6,14,0,4,21,3,Matches
Maxime Lopez,Fiorentina,fr FRA,MF,0,26,19,8,12,6,8,5,40.0,12,6,1,10,33,12,Matches
Andrea Belotti,Fiorentina,it ITA,FW,0,10,4,1,6,3,6,13,42.9,8,14,1,3,13,5,Matches
Antonín Barák,Fiorentina,cz CZE,"MF,FW",0,14,8,1,9,4,6,7,50.0,6,7,0,3,17,4,Matches
Dodô,Fiorentina,br BRA,DF,0,14,10,4,9,1,7,3,58.3,5,3,0,15,27,16,Matches
Oliver Christensen,Fiorentina,dk DEN,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,Matches
Josip Brekalo,Fiorentina,hr CRO,FW,0,9,6,7,2,0,3,9,18.8,13,9,0,1,10,0,Matches
Davide Faraoni,Fiorentina,it ITA,DF,0,9,4,5,2,2,5,2,38.5,8,3,1,5,14,16,Matches
Gaetano Castrovilli,Fiorentina,it ITA,"FW,MF",0,3,2,1,2,0,1,4,12.5,7,4,0,2,5,3,Matches
Gino Infantino,Fiorentina,ar ARG,MF,0,1,1,0,1,0,0,4,0.0,1,4,0,3,4,1,Matches
Yerry Mina,Fiorentina,co COL,"DF,MF",0,4,4,2,2,0,2,0,66.7,1,0,0,2,5,3,Matches
Niccolò Pierozzi,Fiorentina,it ITA,DF,0,1,0,1,0,0,1,0,33.3,2,0,0,2,3,3,Matches
Pietro Comuzzo,Fiorentina,it ITA,"DF,FW",0,5,2,2,2,1,3,2,100.0,0,2,0,2,6,3,Matches
Tommaso Martinelli,Fiorentina,it ITA,GK,,,0,,,,,,,,,,0,0,,Matches
Lorenzo Amatucci,Fiorentina,it ITA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Álex Remiro,Real Sociedad,es ESP,GK,2,0,0,0,0,0,0,0,,0,0,0,0,0,27,Matches
Martín Zubimendi,Real Sociedad,es ESP,MF,0,67,38,23,41,3,28,32,53.8,24,42,10,45,111,66,Matches
Igor Zubeldia,Real Sociedad,es ESP,DF,3,46,43,29,14,3,27,14,77.1,8,40,26,40,86,120,Matches
Robin Le Normand,Real Sociedad,es ESP,DF,1,39,32,22,16,1,21,12,53.8,18,28,16,45,78,112,Matches
Mikel Merino,Real Sociedad,es ESP,MF,3,92,59,33,38,21,28,32,45.9,33,44,12,25,112,70,Matches
Brais Méndez,Real Sociedad,es ESP,MF,0,55,41,13,28,14,21,25,39.6,32,30,5,17,70,29,Matches
Mikel Oyarzabal,Real Sociedad,es ESP,"FW,MF",0,31,24,9,14,8,8,24,32.0,17,29,5,7,35,12,Matches
Hamari Traoré,Real Sociedad,ml MLI,DF,2,51,23,26,19,6,28,23,56.0,22,33,10,37,87,70,Matches
Takefusa Kubo,Real Sociedad,jp JPN,"FW,MF",1,30,21,15,9,6,9,22,30.0,21,25,3,14,43,12,Matches
Beñat Turrientes,Real Sociedad,es ESP,MF,1,35,24,7,22,6,13,13,38.2,21,23,10,9,42,18,Matches
Ander Barrenetxea,Real Sociedad,es ESP,"FW,MF",0,44,27,14,18,12,17,20,42.5,23,21,1,9,51,7,Matches
Arsen Zakharyan,Real Sociedad,ru RUS,"FW,MF",0,26,25,10,13,3,10,23,43.5,13,23,0,7,31,11,Matches
Jon Pacheco,Real Sociedad,es ESP,DF,1,27,17,23,4,0,14,11,60.9,9,17,6,10,37,59,Matches
Aihen Muñoz,Real Sociedad,es ESP,DF,0,49,31,27,14,8,31,12,68.9,14,23,11,14,61,49,Matches
Kieran Tierney,Real Sociedad,sct SCO,DF,0,39,31,16,19,4,20,17,69.0,9,25,8,13,51,47,Matches
Javi Galán,Real Sociedad,es ESP,DF,1,44,28,17,22,5,17,27,47.2,19,29,2,23,64,17,Matches
Umar Sadiq,Real Sociedad,ng NGA,FW,0,17,12,2,10,5,4,9,50.0,4,9,0,1,17,11,Matches
Aritz Elustondo,Real Sociedad,es ESP,DF,0,18,15,10,5,3,11,5,55.0,9,15,10,10,26,33,Matches
André Silva,Real Sociedad,pt POR,FW,0,4,3,2,0,2,1,3,20.0,4,4,1,1,5,4,Matches
Sheraldo Becker,Real Sociedad,sr SUR,FW,0,2,2,0,2,0,0,3,0.0,1,3,0,1,3,0,Matches
Álvaro Odriozola,Real Sociedad,es ESP,"DF,FW",0,10,14,8,1,1,6,2,100.0,0,3,1,10,19,7,Matches
Jon Aramburu,Real Sociedad,ve VEN,DF,0,24,17,12,10,2,15,5,60.0,10,8,3,7,31,18,Matches
Carlos Fernández,Real Sociedad,es ESP,FW,0,12,8,4,6,2,1,5,25.0,3,5,0,2,13,6,Matches
Olasagasti,Real Sociedad,es ESP,MF,1,16,14,4,7,5,5,2,62.5,3,2,0,4,19,5,Matches
Mohamed Ali Cho,Real Sociedad,fr FRA,"FW,MF",0,4,3,3,1,0,2,7,28.6,5,7,0,1,5,1,Matches
Unai Marrero,Real Sociedad,es ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Urko González,Real Sociedad,es ESP,DF,0,4,3,0,3,1,2,1,100.0,0,1,0,3,5,6,Matches
Jon Magunacelaya,Real Sociedad,es ESP,MF,0,5,4,2,3,0,4,3,50.0,4,3,0,0,5,3,Matches
Alberto Dadie,Real Sociedad,es ESP,FW,0,2,3,2,0,0,0,1,,0,1,0,0,2,0,Matches
Alex Sola,Real Sociedad,es ESP,"DF,MF",0,0,0,0,0,0,0,0,,0,0,0,1,1,2,Matches
Jon Martin,Real Sociedad,es ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,Matches
André Onana,Manchester Utd,cm CMR,GK,6,2,0,2,0,0,2,0,100.0,0,0,0,1,3,13,Matches
Diogo Dalot,Manchester Utd,pt POR,DF,0,88,69,62,14,12,54,32,65.9,28,52,20,52,128,124,Matches
Bruno Fernandes,Manchester Utd,pt POR,"MF,FW",2,81,50,33,31,17,35,49,32.7,72,56,7,39,111,59,Matches
Alejandro Garnacho,Manchester Utd,ar ARG,"FW,MF",0,26,23,7,10,9,14,30,28.6,35,32,2,26,49,18,Matches
Rasmus Højlund,Manchester Utd,dk DEN,FW,0,11,10,2,3,6,5,11,38.5,8,12,1,2,13,19,Matches
Marcus Rashford,Manchester Utd,eng ENG,FW,0,22,16,10,6,6,10,16,34.5,19,17,1,5,27,23,Matches
Scott McTominay,Manchester Utd,sct SCO,MF,0,51,30,24,25,2,23,24,57.5,17,39,15,16,66,60,Matches
Casemiro,Manchester Utd,br BRA,MF,1,89,67,47,34,8,54,44,47.0,61,77,33,27,108,75,Matches
Aaron Wan-Bissaka,Manchester Utd,eng ENG,DF,1,49,38,21,24,4,20,15,74.1,7,30,15,60,100,77,Matches
Kobbie Mainoo,Manchester Utd,eng ENG,MF,1,49,37,21,17,11,21,8,46.7,24,21,13,26,71,32,Matches
Harry Maguire,Manchester Utd,eng ENG,DF,1,25,21,15,10,0,13,12,56.5,10,39,27,32,54,96,Matches
Raphaël Varane,Manchester Utd,fr FRA,DF,0,22,15,12,9,1,11,8,73.3,4,29,21,24,41,101,Matches
Victor Lindelöf,Manchester Utd,se SWE,DF,1,15,11,8,7,0,5,13,35.7,9,24,11,15,28,51,Matches
Antony,Manchester Utd,br BRA,FW,0,47,30,20,20,7,25,32,51.0,24,34,2,19,64,11,Matches
Jonny Evans,Manchester Utd,nir NIR,DF,0,23,17,21,2,0,13,8,59.1,9,27,19,25,46,77,Matches
Sofyan Amrabat,Manchester Utd,ma MAR,"MF,DF",2,35,24,22,10,3,23,22,59.0,16,30,8,11,46,22,Matches
Christian Eriksen,Manchester Utd,dk DEN,MF,0,18,13,5,10,3,12,13,33.3,24,20,7,7,25,16,Matches
Luke Shaw,Manchester Utd,eng ENG,DF,0,13,12,7,5,1,10,8,58.8,7,20,12,10,22,39,Matches
Lisandro Martínez,Manchester Utd,ar ARG,DF,1,12,9,8,4,0,5,4,41.7,7,14,10,8,19,27,Matches
Mason Mount,Manchester Utd,eng ENG,"MF,FW",0,24,17,7,10,7,6,5,37.5,10,6,1,7,31,3,Matches
Sergio Reguilón,Manchester Utd,es ESP,DF,0,15,8,8,2,5,8,13,36.4,14,13,0,11,23,9,Matches
Anthony Martial,Manchester Utd,fr FRA,"FW,DF",0,4,1,1,1,2,1,4,100.0,0,4,0,1,5,4,Matches
Amad Diallo,Manchester Utd,ci CIV,"FW,MF",0,10,6,1,6,3,3,2,42.9,4,3,1,1,11,6,Matches
Facundo Pellistri,Manchester Utd,uy URU,FW,0,8,8,5,2,1,1,6,20.0,4,7,1,3,10,5,Matches
Willy Kambwala,Manchester Utd,fr FRA,DF,1,3,3,1,2,0,1,3,33.3,2,6,3,4,7,14,Matches
Hannibal Mejbri,Manchester Utd,tn TUN,"MF,FW",0,5,7,2,3,0,2,0,40.0,3,1,1,2,5,0,Matches
Omari Forson,Manchester Utd,eng ENG,MF,0,2,2,0,2,0,1,0,100.0,0,0,0,0,2,0,Matches
Altay Bayındır,Manchester Utd,tr TUR,GK,,,0,,,,,,,,,,0,0,,Matches
Jadon Sancho,Manchester Utd,eng ENG,"FW,MF",0,1,0,1,0,0,1,1,33.3,2,1,0,1,2,0,Matches
Daniel Gore,Manchester Utd,eng ENG,MF,0,1,1,0,1,0,1,0,100.0,0,0,0,2,2,0,Matches
Donny van de Beek,Manchester Utd,nl NED,DF,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Ethan Wheatley,Manchester Utd,eng ENG,FW,0,1,1,0,1,0,1,2,100.0,0,2,0,2,3,0,Matches
Maxence Caqueret,Lyon,fr FRA,MF,2,91,76,39,37,15,38,31,35.5,69,40,9,55,139,26,Matches
Anthony Lopes,Lyon,pt POR,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,Matches
Jake O'Brien,Lyon,ie IRL,DF,1,22,17,16,5,1,14,5,70.0,6,23,18,14,34,98,Matches
Alexandre Lacazette,Lyon,fr FRA,FW,0,19,14,8,9,2,5,19,29.4,12,22,3,9,27,9,Matches
Nicolás Tagliafico,Lyon,ar ARG,DF,0,54,44,23,22,9,22,17,44.9,27,25,8,36,82,43,Matches
Clinton Mata,Lyon,ao ANG,DF,0,43,29,29,8,6,23,19,57.5,17,35,16,43,83,61,Matches
Duje Ćaleta-Car,Lyon,hr CRO,DF,1,26,14,19,6,1,18,13,81.8,4,27,14,21,44,94,Matches
Corentin Tolisso,Lyon,fr FRA,MF,0,33,24,13,11,9,14,17,42.4,19,26,9,13,43,18,Matches
Rayan Cherki,Lyon,fr FRA,"MF,FW",0,28,17,4,16,8,17,10,37.0,29,13,3,7,35,1,Matches
Ernest Nuamah,Lyon,gh GHA,"FW,MF",0,28,19,18,6,4,12,14,31.6,26,15,1,9,36,9,Matches
Ainsley Maitland-Niles,Lyon,eng ENG,"DF,MF",1,34,23,12,14,8,19,10,51.4,18,16,6,21,51,29,Matches
Nemanja Matić,Lyon,rs SRB,MF,1,17,14,8,7,2,9,11,47.4,10,17,6,18,33,17,Matches
Saïd Benrahma,Lyon,dz ALG,"FW,MF",0,9,13,1,6,2,5,7,71.4,2,7,0,4,10,3,Matches
Sael Kumbedi,Lyon,fr FRA,DF,2,30,20,14,12,4,9,9,40.9,13,12,3,14,44,18,Matches
Sinaly Diomande,Lyon,ci CIV,DF,1,10,4,5,3,2,9,3,56.3,7,12,9,15,25,26,Matches
Dejan Lovren,Lyon,hr CRO,DF,0,9,7,6,3,0,3,1,42.9,4,6,5,13,21,37,Matches
Malick Fofana,Lyon,be BEL,FW,0,5,6,3,1,1,4,3,44.4,5,3,0,6,10,9,Matches
Henrique,Lyon,br BRA,DF,0,10,7,6,4,0,6,6,54.5,5,8,2,10,20,3,Matches
Gift Orban,Lyon,ng NGA,FW,1,4,3,0,1,3,1,2,25.0,3,2,0,1,5,2,Matches
Orel Mangala,Lyon,be BEL,MF,0,5,8,0,2,3,1,1,33.3,2,3,2,8,10,6,Matches
Mama Samba Baldé,Lyon,gw GNB,"FW,MF",1,8,5,1,2,5,3,0,33.3,6,0,0,4,11,1,Matches
Skelly Alvero,Lyon,fr FRA,MF,0,8,7,5,2,1,2,4,22.2,7,5,1,2,10,5,Matches
Lucas Perri,Lyon,br BRA,GK,,,0,,,,,,,,,,0,0,,Matches
Diego Moreira,Lyon,pt POR,"FW,MF",0,0,1,0,0,0,0,3,0.0,3,3,0,4,2,5,Matches
Mahamadou Diawara,Lyon,fr FRA,MF,0,9,7,4,5,0,3,3,27.3,8,4,1,4,13,4,Matches
Paul Akouokou,Lyon,ci CIV,MF,0,14,9,2,10,2,6,4,85.7,1,5,1,6,20,11,Matches
Jeffinho,Lyon,br BRA,"FW,MF",0,11,4,3,5,3,4,1,36.4,7,1,0,0,11,0,Matches
Tino Kadewere,Lyon,zw ZIM,"FW,MF",0,1,1,0,1,0,1,2,20.0,4,3,1,5,6,7,Matches
Rémy Riou,Lyon,fr FRA,GK,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,Matches
Bradley Barcola,Lyon,fr FRA,FW,0,5,2,0,2,3,1,4,14.3,6,4,0,2,7,0,Matches
Johann Lepenant,Lyon,fr FRA,MF,0,4,3,2,2,0,1,5,12.5,7,5,0,4,8,0,Matches
Amin Sarr,Lyon,se SWE,"FW,MF",0,1,0,0,1,0,0,1,,0,1,0,0,1,1,Matches
Adryelson,Lyon,br BRA,"DF,FW",0,0,0,0,0,0,0,0,,0,0,0,1,1,3,Matches
Mamadou Sarr,Lyon,fr FRA,DF,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,Matches
Chaim El Djebali,Lyon,tn TUN,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Mohamed El Arouch,Lyon,fr FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Brice Samba,Lens,fr FRA,GK,4,1,1,1,0,0,1,1,50.0,1,1,0,0,1,11,Matches
Facundo Medina,Lens,ar ARG,DF,2,76,49,33,35,8,50,36,63.3,29,49,13,32,105,73,Matches
Kevin Danso,Lens,at AUT,DF,2,29,17,16,12,1,18,16,51.4,17,53,37,34,57,143,Matches
Florian Sotoca,Lens,fr FRA,MF,0,49,36,16,28,5,27,45,50.0,27,50,5,26,74,45,Matches
Przemysław Frankowski,Lens,pl POL,DF,0,83,58,37,36,10,42,26,42.9,56,34,8,33,115,53,Matches
Jonathan Gradit,Lens,fr FRA,DF,0,51,32,25,22,4,29,17,59.2,20,41,24,47,98,90,Matches
Elye Wahi,Lens,fr FRA,FW,0,8,7,1,4,3,2,5,20.0,8,6,1,4,12,4,Matches
Ruben Aguilar,Lens,fr FRA,DF,0,60,39,32,25,3,31,35,62.0,19,41,6,31,87,52,Matches
Salis Abdul Samed,Lens,gh GHA,MF,0,34,20,13,17,4,13,16,48.1,14,18,2,20,54,27,Matches
Neil El Aynaoui,Lens,fr FRA,MF,1,47,23,16,26,5,25,17,47.2,28,25,8,35,81,31,Matches
David Pereira da Costa,Lens,pt POR,"MF,FW",1,20,12,5,13,2,12,19,46.2,14,23,4,20,40,9,Matches
Angelo Fulgini,Lens,fr FRA,MF,0,31,18,8,17,6,17,25,58.6,12,26,1,9,40,12,Matches
Andy Diouf,Lens,fr FRA,MF,1,30,24,14,11,5,16,12,61.5,10,15,3,5,34,7,Matches
Deiver Machado,Lens,co COL,DF,0,34,25,15,15,4,20,16,76.9,6,18,2,9,43,18,Matches
Adrien Thomasson,Lens,fr FRA,MF,2,25,15,4,16,5,11,19,31.4,24,19,0,9,34,12,Matches
Nampalys Mendy,Lens,sn SEN,MF,1,37,22,14,15,8,20,7,71.4,8,11,4,21,58,21,Matches
Wesley Saïd,Lens,fr FRA,"FW,MF",0,9,4,1,3,5,3,4,27.3,8,4,0,4,13,3,Matches
Massadio Haïdara,Lens,ml MLI,DF,3,11,10,7,3,1,5,8,62.5,3,13,5,16,27,40,Matches
Abdukodir Khusanov,Lens,uz UZB,DF,3,25,14,17,8,0,11,6,55.0,9,16,10,16,41,38,Matches
Morgan Guilavogui,Lens,gn GUI,"FW,MF",0,21,10,4,12,5,5,11,41.7,7,15,4,4,25,9,Matches
Jhoanner Chávez,Lens,ec ECU,DF,0,6,5,2,2,2,3,3,30.0,7,3,0,7,13,12,Matches
Faitout Maouassa,Lens,fr FRA,"DF,MF",0,1,2,1,0,0,1,1,100.0,0,1,0,0,1,3,Matches
Stijn Spierings,Lens,nl NED,MF,0,1,0,0,1,0,1,1,100.0,0,2,1,2,3,1,Matches
Ayanda Sishuba,Lens,be BEL,MF,0,3,1,0,2,1,1,1,50.0,1,1,0,0,3,0,Matches
Jean-Louis Leca,Lens,fr FRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Julien Le Cardinal,Lens,fr FRA,DF,0,6,2,4,2,0,4,1,44.4,5,2,1,0,6,0,Matches
Oscar Cortés,Lens,co COL,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Germán Pezzella,Betis,ar ARG,DF,0,44,31,30,13,1,28,17,62.2,17,40,23,41,83,170,Matches
Rui Silva,Betis,pt POR,GK,2,1,0,1,0,0,1,0,25.0,3,0,0,1,2,13,Matches
Isco,Betis,es ESP,MF,0,45,31,15,24,6,17,20,38.6,27,21,1,12,57,7,Matches
Marc Roca,Betis,es ESP,MF,1,63,45,23,33,7,38,25,56.7,29,37,12,28,90,36,Matches
Ayoze Pérez,Betis,es ESP,FW,0,64,37,19,34,11,21,45,39.6,32,50,5,23,87,18,Matches
Chadi Riad,Betis,ma MAR,DF,0,37,25,19,18,0,18,10,64.3,10,25,15,27,60,114,Matches
Willian José,Betis,br BRA,FW,0,8,4,1,3,4,2,6,40.0,3,8,2,3,11,16,Matches
Juan Miranda,Betis,es ESP,DF,0,44,29,24,15,5,20,29,54.1,17,36,7,24,66,70,Matches
Guido Rodríguez,Betis,ar ARG,MF,0,62,35,26,28,8,38,28,52.8,34,36,8,37,99,51,Matches
Héctor Bellerín,Betis,es ESP,DF,1,36,24,16,16,4,20,9,35.7,36,17,8,27,63,43,Matches
Abner,Betis,br BRA,DF,0,34,23,20,13,1,23,22,51.1,22,27,5,22,53,67,Matches
Aitor Ruibal,Betis,es ESP,"DF,FW",1,57,35,37,14,6,42,15,56.0,33,16,1,22,77,39,Matches
Abde Ezzalzouli,Betis,ma MAR,FW,0,26,20,10,9,7,7,18,33.3,14,18,0,6,32,6,Matches
Johnny Cardoso,Betis,us USA,MF,0,55,34,21,29,5,23,19,65.7,12,24,5,35,90,33,Matches
Assane Diao,Betis,es ESP,FW,0,25,15,7,10,8,9,24,39.1,14,28,4,9,34,11,Matches
Rodri,Betis,es ESP,"FW,MF",0,20,13,6,8,6,8,12,36.4,14,12,0,8,28,2,Matches
Nabil Fekir,Betis,fr FRA,"MF,FW",0,15,10,5,7,3,5,10,38.5,8,10,0,7,22,4,Matches
William Carvalho,Betis,pt POR,MF,1,29,22,13,13,3,13,12,56.5,10,16,4,16,41,14,Matches
Sokratis Papastathopoulos,Betis,gr GRE,DF,0,21,15,16,5,0,13,6,76.5,4,15,9,7,27,60,Matches
Pablo Fornals,Betis,es ESP,"FW,MF",2,24,16,8,11,5,12,14,54.5,10,14,0,22,46,10,Matches
Youssouf Sabaly,Betis,sn SEN,DF,0,16,11,12,3,1,8,3,66.7,4,6,3,11,27,27,Matches
Luiz Henrique,Betis,br BRA,FW,0,25,17,11,12,2,15,13,68.2,7,14,1,11,31,9,Matches
Borja Iglesias,Betis,es ESP,FW,0,1,1,0,1,0,0,3,0.0,4,3,0,4,4,3,Matches
Andrés Guardado,Betis,mx MEX,MF,0,21,16,5,13,3,9,5,39.1,14,7,2,16,31,6,Matches
