Player Name,Club Name,Minutes%,Position,GoalsAllowedByTeamInHisPresence,GoalsScoredByTeamInHisPresence-GoalsScoredByTeamInHisAbsence,MinutesPlayed,MinutesPlayed/Match,Player,GamesStarted,MinutesStarted/Match,MatchesCompleted,SubstitueAppearances,Minutes/Substitution,GameAsUnusedSub,TeamPointsPerMatch,GoalsScoredByTeamInHisPresence,GoalsScored-GoalsAllowed,GoalsScored-GoalsAllowed/90,xGOfTeamScoring,xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding/90,xGOfTeamScoringWithHim-xGOfTeamScoringWithoutHim/90,+/-,+/-90
Brennan Johnson,Nott'ham Forest,64,wls WAL,4,-0.70,4,256,7.3,2.8,3,79,0,1,19,0,0.75,6,-2,-0.23,2.9,2.8,+0.1,+0.03,+0.13,Matches
Gio Reyna,Nott'ham Forest,24,us USA,3,0.00,10,236,6.0,2.6,2,61,0,8,14,4,0.60,3,0,+0.44,3.7,2.0,+1.6,+0.63,+0.77,Matches
Andrey Santos,Nott'ham Forest,49,br BRA,0,-0.93,2,97,2.8,1.1,1,89,0,1,8,5,0.00,1,-1,-0.45,0.3,0.0,+0.3,+3.27,+3.37,Matches
Brandon Aguilera,Nott'ham Forest,14,cr CRC,1,+2.20,3,41,1.0,0.5,0,,0,3,14,5,1.00,0,+1,+2.65,0.0,0.0,0.0,0.00,+0.09,Matches
Joe Gardner,Nott'ham Forest,31,eng ENG,0,0.00,1,31,0.8,0.3,0,,0,1,31,6,1.00,0,0,0.00,,,,,,Matches
Rodrigo Ribeiro,Nott'ham Forest,4,pt POR,0,0.00,5,18,0.5,0.2,0,,0,5,4,8,1.00,0,0,+0.41,0.1,0.1,0.0,-0.20,-0.11,Matches
Zach Abbott,Nott'ham Forest,,eng ENG,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Detlef Osong,Nott'ham Forest,,eng ENG,,,0,,,,0,,0,0,,5,,,,,,,,,,Matches
Jamie McDonnell,Nott'ham Forest,,nir NIR,,,0,,,,0,,0,0,,2,,,,,,,,,,Matches
Lewis O'Brien,Nott'ham Forest,,eng ENG,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Remo Freuler,Nott'ham Forest,,ch SUI,,,0,,,,0,,0,0,,3,,,,,,,,,,Matches
Ethan Horvath,Nott'ham Forest,,us USA,,,0,,,,0,,0,0,,5,,,,,,,,,,Matches
Hwang Ui-jo,Nott'ham Forest,,kr KOR,,,0,,,,0,,0,0,,3,,,,,,,,,,Matches
Wayne Hennessey,Nott'ham Forest,,wls WAL,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Andrea Consigli,Sassuolo,87.2,GK,70,-0.42,"3,270",91,36.3,36,91,36,0,,2,0.80,41,-29,-0.80,35.9,56.6,-20.7,-0.59,-0.24,Matches,
Andrea Pinamonti,Sassuolo,84.8,FW,64,+0.80,"3,181",80,35.3,38,83,13,2,15,1,0.85,42,-22,-0.62,34.7,53.2,-18.5,-0.54,+0.32,Matches,
Armand Lauriente,Sassuolo,81.6,FW,56,+1.49,"3,061",77,34.0,36,82,15,4,26,0,0.85,40,-16,-0.47,34.7,48.5,-13.9,-0.43,+0.97,Matches,
Martin Erlic,Sassuolo,73.0,DF,49,+2.03,"2,738",83,30.4,32,84,23,1,45,5,0.97,43,-6,-0.20,32.6,41.5,-8.9,-0.31,+1.13,Matches,
Matheus Henrique,Sassuolo,69.9,MF,57,-0.27,"2,621",82,29.1,28,90,23,4,26,0,0.91,33,-24,-0.82,27.1,45.1,-17.9,-0.65,-0.27,Matches,
Kristian Thorstvedt,Sassuolo,65.5,MF,53,+0.03,"2,458",68,27.3,30,76,10,6,31,3,0.67,33,-20,-0.73,29.3,39.2,-9.8,-0.37,+0.68,Matches,
Gian Marco Ferrari,Sassuolo,63.0,DF,50,-0.56,"2,362",74,26.2,26,88,25,6,11,7,0.75,25,-25,-0.95,26.0,39.0,-13.0,-0.51,+0.17,Matches,
Jeremy Toljan,Sassuolo,59.9,DF,44,+1.16,"2,248",83,25.0,25,87,22,2,31,5,1.04,37,-7,-0.28,28.3,36.8,-8.4,-0.36,+0.53,Matches,
Daniel Boloca,Sassuolo,54.7,MF,42,+0.67,"2,052",64,22.8,23,80,13,9,24,5,0.97,32,-10,-0.44,24.8,37.3,-12.5,-0.56,+0.04,Matches,
Ruan,Sassuolo,47.5,DF,47,-0.60,"1,782",61,19.8,18,80,11,11,31,7,0.79,26,-21,-1.06,17.0,35.0,-18.0,-1.07,-0.89,Matches,
Marcus Pedersen,Sassuolo,46.6,DF,40,-1.02,"1,748",58,19.4,17,88,15,13,19,5,0.80,15,-25,-1.29,15.7,28.4,-12.7,-0.71,-0.26,Matches,
Nedim Bajrami,Sassuolo,39.8,"MF,FW",39,-0.57,"1,494",48,16.6,17,67,1,14,26,8,0.87,21,-18,-1.08,15.6,29.1,-13.5,-0.93,-0.58,Matches,
Domenico Berardi,Sassuolo,39.4,FW,27,+0.93,"1,476",82,16.4,17,84,10,1,45,2,1.11,24,-3,-0.18,21.0,23.7,-2.7,-0.17,+0.70,Matches,
Josh Doig,Sassuolo,39.3,DF,32,-0.60,"1,343",84,14.9,15,87,11,1,45,1,0.63,14,-18,-1.21,13.8,23.8,-10.0,-0.67,-0.16,Matches,
Mattia Viti,Sassuolo,32.2,DF,24,-0.11,"1,208",67,13.4,15,74,6,3,30,13,0.95,13,-11,-0.82,9.6,16.1,-6.5,-0.60,-0.04,Matches,
Matías Viña,Sassuolo,29.6,DF,17,+1.17,"1,109",69,12.3,14,73,3,2,41,1,1.13,18,+1,+0.08,13.5,18.5,-5.0,-0.44,+0.18,Matches,
Grégoire Defrel,Sassuolo,25.4,"FW,MF",17,+0.49,952,43,10.6,9,77,1,13,20,6,0.91,13,-4,-0.38,8.7,13.1,-4.4,-0.52,+0.07,Matches,
Uroš Račić,Sassuolo,24.3,MF,21,-1.11,910,40,10.1,9,72,1,14,19,10,0.74,5,-16,-1.58,6.0,16.5,-10.4,-1.14,-0.75,Matches,
Cristian Volpato,Sassuolo,22.3,"MF,FW",20,-0.15,838,34,9.3,7,64,1,18,22,15,0.40,12,-8,-0.86,10.0,11.7,-1.6,-0.23,+0.42,Matches,
Samuele Mulattieri,Sassuolo,18.8,"FW,MF",22,-0.81,705,24,7.8,3,90,1,27,16,10,0.66,11,-11,-1.40,7.6,11.8,-4.2,-0.82,-0.29,Matches,
Samu Castillejo,Sassuolo,18.3,"FW,MF",15,-0.21,685,36,7.6,8,64,0,11,16,8,0.69,8,-7,-0.92,6.8,8.6,-1.8,-0.29,+0.33,Matches,
Filippo Missori,Sassuolo,13.4,DF,9,+0.03,501,46,5.6,4,86,2,7,23,26,1.00,5,-4,-0.72,1.6,4.3,-2.7,-0.91,-0.37,Matches,
Luca Lipani,Sassuolo,13.3,MF,8,+0.23,497,50,5.5,6,71,0,4,18,24,0.60,5,-3,-0.54,4.4,6.1,-1.7,-0.40,+0.20,Matches,
Alessio Cragno,Sassuolo,12.8,GK,10,+0.42,480,96,5.3,5,96,5,0,,35,1.00,8,-2,-0.37,4.0,5.0,-1.1,-0.36,+0.24,Matches,
Pedro Obiang,Sassuolo,13.2,MF,13,-0.63,453,57,5.0,5,78,2,3,21,11,0.75,6,-7,-1.39,4.8,8.7,-3.9,-0.77,-0.23,Matches,
Marash Kumbulla,Sassuolo,10.6,DF,10,-1.00,362,52,4.0,3,82,2,4,29,9,1.00,3,-7,-1.74,2.4,8.2,-5.7,-1.43,-0.96,Matches,
Emil Ceide,Sassuolo,9.4,"FW,MF",12,-1.71,354,25,3.9,2,71,0,12,18,27,0.72,3,-9,-2.29,1.2,5.1,-3.9,-2.01,-1.52,Matches,
Maxime Lopez,Sassuolo,6.6,MF,5,+0.01,246,82,2.7,3,82,1,0,,0,1.00,3,-2,-0.73,0.5,3.0,-2.4,-1.56,-1.03,Matches,
Kevin Miranda,Sassuolo,0.4,DF,2,-12.06,14,14,0.2,0,,0,1,14,2,0.00,0,-2,-12.86,0.0,0.3,-0.3,-2.02,-1.45,Matches,
Justin Kumi,Sassuolo,0.1,FW,0,+0.84,4,4,0.0,0,,0,1,4,1,0.00,0,0,0.00,0.0,0.1,-0.1,-1.58,-1.01,Matches,
Alessandro Scacchetti,Sassuolo,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Matteo Falasca,Sassuolo,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Salim Abubakar,Sassuolo,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Seb Loeffen,Sassuolo,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Daniel Theiner,Sassuolo,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Agustín Álvarez Martínez,Sassuolo,,FW,,,,,,0,,0,0,,4,,,,,,,,,,Matches,
Yeferson Paz,Sassuolo,,DF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Gianluca Pegolo,Sassuolo,,GK,,,,,,0,,0,0,,40,,,,,,,,,,Matches,
Marvin Schwäbe,Köln,100.0,GK,64,,"3,270",91,36.3,36,91,36,0,,0,0.83,33,-31,-0.85,39.3,64.6,-25.3,-0.74,,Matches,
Timo Hübers,Köln,90.8,DF,57,+0.04,"2,968",90,33.0,33,90,31,0,,0,0.85,29,-28,-0.85,36.9,57.7,-20.8,-0.67,+0.75,Matches,
Julian Chabot,Köln,89.1,DF,56,+1.31,"2,913",86,32.4,34,86,29,0,,0,0.88,33,-23,-0.71,35.7,55.2,-19.5,-0.65,+0.81,Matches,
Eric Martel,Köln,81.2,MF,53,-0.33,"2,654",83,29.5,31,85,21,1,25,0,0.94,26,-27,-0.92,29.9,52.9,-23.0,-0.84,-0.50,Matches,
Florian Kainz,Köln,71.7,"MF,FW",44,+0.44,"2,345",67,26.1,31,73,7,4,22,1,0.86,25,-19,-0.73,26.6,43.6,-17.0,-0.70,+0.17,Matches,
Dejan Ljubicic,Köln,64.3,"MF,FW",42,-0.61,"2,104",78,23.4,25,82,15,2,23,0,0.70,17,-25,-1.07,23.5,41.0,-17.5,-0.77,-0.08,Matches,
Linton Maina,Köln,60.2,"FW,MF",38,-0.15,"1,969",62,21.9,22,75,5,10,32,0,0.84,18,-20,-0.91,25.6,41.5,-15.8,-0.75,-0.02,Matches,
Max Finkgräfe,Köln,53.7,"DF,FW",33,+0.28,"1,756",73,19.5,18,88,13,6,29,3,0.83,17,-16,-0.82,22.4,34.4,-12.0,-0.62,+0.30,Matches,
Rasmus Carstensen,Köln,52.4,"DF,FW",41,-0.97,"1,714",71,19.0,18,87,11,6,26,9,0.71,16,-25,-1.31,19.5,41.9,-22.4,-1.22,-1.03,Matches,
Denis Huseinbasic,Köln,52.1,MF,36,+0.02,"1,705",61,18.9,19,82,10,9,17,6,0.82,20,-16,-0.84,19.3,35.2,-15.9,-0.88,-0.29,Matches,
Jan Thielmann,Köln,49.0,"FW,DF",18,+0.79,"1,601",70,17.8,20,76,7,3,26,1,0.82,10,-8,-0.45,15.3,27.0,-11.7,-0.67,+0.16,Matches,
Davie Selke,Köln,42.3,FW,27,-0.44,"1,384",66,15.4,18,74,5,3,20,1,0.81,10,-17,-1.11,15.7,30.5,-14.8,-1.05,-0.53,Matches,
Benno Schmitz,Köln,41.7,DF,23,+0.79,"1,365",57,15.2,15,83,9,9,13,8,0.79,17,-6,-0.40,14.7,21.4,-6.7,-0.52,+0.35,Matches,
Luca Waldschmidt,Köln,40.4,"MF,FW",23,+0.40,"1,322",55,14.7,16,70,3,8,25,0,0.91,14,-9,-0.61,15.3,24.4,-9.1,-0.72,+0.04,Matches,
Leart Paqarada,Köln,39.3,DF,35,-0.79,"1,285",68,14.3,13,88,11,6,24,8,0.58,16,-19,-1.33,15.6,23.4,-7.8,-0.65,+0.14,Matches,
Faride Alidou,Köln,39.2,"FW,MF",27,-0.19,"1,282",49,14.2,14,69,0,12,27,3,0.85,12,-15,-1.05,15.0,24.5,-9.5,-0.67,+0.13,Matches,
Sargis Adamyan,Köln,26.6,"FW,MF",22,-0.39,870,41,9.7,8,73,1,13,22,5,0.90,11,-11,-1.14,11.8,16.5,-4.6,-0.52,+0.31,Matches,
Steffen Tigges,Köln,22.9,FW,10,+1.26,749,29,8.3,6,69,1,20,17,4,0.85,11,+1,+0.12,12.7,13.4,-0.8,-0.09,+0.85,Matches,
Luca Kilian,Köln,20.0,DF,14,-0.65,655,47,7.3,6,80,4,8,22,13,0.93,4,-10,-1.37,5.0,17.3,-12.4,-1.75,-1.28,Matches,
Dominique Heintz,Köln,17.4,DF,9,+0.38,568,47,6.3,6,76,3,6,19,20,1.17,5,-4,-0.63,8.6,12.5,-3.9,-0.62,+0.16,Matches,
Mark Uth,Köln,13.5,"MF,FW",10,+0.99,441,34,4.9,3,65,0,10,25,2,1.00,10,0,0.00,9.5,10.7,-1.2,-0.30,+0.51,Matches,
Jacob Christensen,Köln,8.4,MF,6,-0.50,274,34,3.0,2,85,1,6,18,14,0.87,2,-4,-1.31,2.5,5.0,-2.5,-1.02,-0.30,Matches,
Mathias Olesen,Köln,7.1,"MF,FW",4,+0.50,232,33,2.6,1,120,1,6,19,3,1.00,3,-1,-0.39,1.9,1.6,+0.3,+0.25,+1.04,Matches,
Damion Downs,Köln,5.9,"FW,MF",4,+1.53,181,18,2.0,0,,0,10,18,2,0.60,5,+1,+0.50,6.3,4.2,+2.2,+1.08,+1.94,Matches,
Justin Diehl,Köln,5.5,"FW,MF",3,-0.70,168,24,1.9,1,59,0,6,18,0,0.57,0,-3,-1.61,1.2,4.0,-2.8,-1.50,-0.80,Matches,
Florian Dietz,Köln,2.3,"FW,MF",2,-1.67,70,14,0.8,0,,0,5,14,5,0.40,0,-2,-2.57,0.9,1.1,-0.2,-0.22,+0.54,Matches,
Philipp Pentke,Köln,0.0,GK,1,,,,0.0,0,,0,0,,25,,1,0,,,,,,,Matches,
Elias Bakatukanda,Köln,,MF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Matthias Köbbing,Köln,,GK,,,,,,0,,0,0,,11,,,,,,,,,,Matches,
Dimitris Limnios,Köln,,"FW,MF",,,,,,0,,0,0,,5,,,,,,,,,,Matches,
Kristian Pedersen,Köln,,"DF,MF",,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Andy Pelmard,Clermont Foot,97.8,DF,61,+2.87,"3,169",88,35.2,35,90,35,1,19,0,0.73,28,-33,-0.94,35.4,62.3,-26.9,-0.81,+0.08,Matches,
Mory Diaw,Clermont Foot,88.2,GK,54,-0.57,"2,700",90,30.0,30,90,30,0,,0,0.67,22,-32,-1.07,32.4,56.2,-23.8,-0.79,+0.16,Matches,
Neto Borges,Clermont Foot,83.2,DF,54,-0.01,"2,696",90,30.0,30,90,29,0,,0,0.73,24,-30,-1.00,31.0,49.9,-18.9,-0.68,+0.77,Matches,
Muhammed Cham,Clermont Foot,81.9,"MF,FW",47,+0.84,"2,655",76,29.5,31,83,14,4,24,0,0.75,22,-25,-0.85,29.9,48.9,-19.0,-0.67,+0.87,Matches,
Johan Gastien,Clermont Foot,72.8,MF,42,+1.15,"2,359",79,26.2,29,81,14,1,20,0,0.73,24,-18,-0.69,27.1,46.4,-19.3,-0.77,+0.18,Matches,
Jim Allevinah,Clermont Foot,62.8,"MF,DF",36,+0.55,"2,036",66,22.6,24,77,6,7,27,1,0.71,18,-18,-0.80,19.1,35.7,-16.6,-0.80,+0.03,Matches,
Maximiliano Caufriez,Clermont Foot,54.0,DF,34,+0.27,"1,749",83,19.4,21,83,14,0,,2,0.67,17,-17,-0.87,19.1,35.5,-16.3,-0.89,-0.16,Matches,
Yohann Magnin,Clermont Foot,53.3,MF,36,-0.09,"1,727",52,19.2,17,85,11,16,17,2,0.70,16,-20,-1.04,22.2,36.9,-14.7,-0.78,+0.06,Matches,
Shamar Nicholson,Clermont Foot,51.0,FW,32,+0.04,"1,653",59,18.4,19,79,6,9,17,2,0.79,14,-18,-0.98,16.9,33.5,-16.5,-1.00,-0.37,Matches,
Maxime Gonalons,Clermont Foot,44.3,MF,30,-0.34,"1,435",62,15.9,19,72,2,4,19,1,0.69,11,-19,-1.19,11.9,26.2,-14.3,-0.99,-0.31,Matches,
Habib Keita,Clermont Foot,42.3,MF,21,+0.71,"1,369",47,15.2,13,81,4,16,20,7,0.83,12,-9,-0.59,15.3,25.4,-10.0,-0.71,+0.18,Matches,
Mehdi Zeffane,Clermont Foot,38.5,"DF,MF",28,-0.25,"1,247",50,13.9,15,74,3,10,14,10,0.72,12,-16,-1.15,14.7,24.0,-9.3,-0.68,+0.22,Matches,
Elba Rashani,Clermont Foot,38.3,"MF,FW",25,-0.14,"1,241",50,13.8,14,70,3,11,24,0,0.80,10,-15,-1.09,13.5,22.6,-9.1,-0.70,+0.19,Matches,
Chrislain Matsima,Clermont Foot,38.6,DF,27,-0.73,"1,180",84,13.1,13,90,13,1,10,0,0.71,8,-19,-1.45,12.5,27.4,-15.0,-1.14,-0.53,Matches,
Cheick Konaté,Clermont Foot,35.1,DF,19,+0.32,"1,138",57,12.6,13,80,5,7,14,2,0.70,9,-10,-0.79,10.9,22.6,-11.7,-0.98,-0.26,Matches,
Alidu Seidu,Clermont Foot,37.0,DF,19,+0.20,"1,131",81,12.6,13,86,12,1,7,0,0.64,8,-11,-0.88,12.5,21.5,-9.0,-0.71,+0.16,Matches,
Florent Ogier,Clermont Foot,34.7,DF,21,+0.30,"1,123",70,12.5,11,89,10,5,29,17,0.75,11,-10,-0.80,11.4,18.7,-7.3,-0.69,+0.17,Matches,
Grejohn Kyei,Clermont Foot,32.0,FW,19,+0.19,"1,037",38,11.5,10,75,1,17,17,6,0.60,9,-10,-0.87,13.9,16.0,-2.1,-0.18,+0.95,Matches,
Bilal Boutobba,Clermont Foot,31.0,"FW,MF",20,-0.11,"1,005",35,11.2,10,75,1,19,13,6,0.72,8,-12,-1.07,12.3,19.5,-7.2,-0.70,+0.16,Matches,
Alan Virginius,Clermont Foot,29.6,FW,19,+0.22,958,64,10.6,13,69,0,2,30,0,0.87,10,-9,-0.85,12.0,19.1,-7.1,-0.68,+0.18,Matches,
Massamba Ndiaye,Clermont Foot,13.9,GK,7,+0.70,450,90,5.0,5,90,5,0,,30,1.20,5,-2,-0.40,3.6,7.5,-3.8,-0.95,-0.16,Matches,
Yoël Armougom,Clermont Foot,10.0,"DF,MF",7,-0.12,324,54,3.6,3,90,3,3,18,20,0.83,3,-4,-1.11,2.2,6.3,-4.1,-1.58,-0.83,Matches,
Jérémy Jacquet,Clermont Foot,8.3,DF,8,-1.62,253,42,2.8,2,90,2,4,18,7,1.17,1,-7,-2.49,2.5,7.7,-5.2,-1.84,-1.12,Matches,
Jérémie Bela,Clermont Foot,6.6,"MF,FW",8,-2.25,203,17,2.3,1,61,0,11,13,9,0.25,1,-7,-3.10,3.8,7.3,-3.4,-1.51,-0.75,Matches,
Mateusz Wieteska,Clermont Foot,5.7,DF,6,-1.13,174,87,1.9,2,87,1,0,,0,0.00,2,-4,-2.07,2.0,4.8,-2.8,-1.45,-0.68,Matches,
Komnen Andrić,Clermont Foot,5.2,FW,5,-1.20,169,24,1.9,1,67,0,6,17,7,0.29,1,-4,-2.13,2.2,5.3,-3.1,-1.63,-0.87,Matches,
Ilhan Fakili,Clermont Foot,3.1,"MF,FW",4,-2.92,94,31,1.0,1,58,0,2,18,0,0.00,0,-4,-3.83,1.2,4.0,-2.8,-2.64,-1.88,Matches,
Théo Borne,Clermont Foot,2.8,GK,3,-2.00,90,90,1.0,1,90,1,0,,4,0.00,1,-2,-2.00,,,,,,Matches,
Aïman Maurer,Clermont Foot,1.8,"MF,FW",3,-3.89,56,11,0.6,0,,0,5,11,5,0.80,0,-3,-4.82,1.3,1.7,-0.5,-0.75,+0.06,Matches,
Mohamed Bouchenna,Clermont Foot,0.9,"MF,FW",2,-5.26,29,15,0.3,0,,0,2,15,1,0.00,0,-2,-6.21,0.3,2.2,-1.9,-5.88,-5.12,Matches,
Joshua M'Bahia,Clermont Foot,0.5,MF,1,-5.45,14,14,0.2,0,,0,1,14,2,0.00,0,-1,-6.43,0.3,0.4,-0.1,-0.40,+0.42,Matches,
Abdellah Baallal,Clermont Foot,0.1,MF,0,+1.00,4,4,0.0,0,,0,1,4,3,1.00,0,0,0.00,0.0,0.0,0.0,-0.66,+0.15,Matches,
Théo Ramousse,Clermont Foot,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Mohamed Sylla,Clermont Foot,,DF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Stan Berkani,Clermont Foot,,MF,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Adam Mabrouk,Clermont Foot,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Thomas Kaminski,Luton Town,90.1,GK,85,-0.87,"3,405",90,37.8,38,90,37,0,,3,0.68,52,-33,-0.87,42.1,77.6,-35.4,-0.94,-0.34,Matches,
Alfie Doughty,Luton Town,85.3,DF,84,-0.21,"3,378",79,37.5,40,83,21,3,22,0,0.83,53,-31,-0.83,38.1,66.1,-28.1,-0.86,+0.50,Matches,
Carlton Morris,Luton Town,81.4,"FW,MF",81,-0.98,"3,223",75,35.8,36,86,25,7,20,1,0.76,46,-35,-0.98,35.1,66.3,-31.3,-0.98,-0.29,Matches,
Ross Barkley,Luton Town,75.6,MF,75,+0.06,"2,994",81,33.3,34,86,27,3,20,0,0.87,49,-26,-0.78,31.4,59.3,-27.9,-0.96,-0.10,Matches,
Teden Mengi,Luton Town,72.6,DF,68,-0.07,"2,874",82,31.9,33,85,29,2,34,3,0.83,42,-26,-0.81,27.3,54.7,-27.4,-1.00,-0.23,Matches,
Chiedozie Ogbene,Luton Town,61.1,"MF,DF",56,+0.90,"2,421",67,26.9,25,85,17,11,27,0,0.89,44,-12,-0.45,30.5,45.5,-14.9,-0.67,+0.63,Matches,
Tahith Chong,Luton Town,58.1,"MF,FW",58,-0.62,"2,299",61,25.5,24,79,7,14,29,6,0.58,31,-27,-1.06,22.6,47.2,-24.7,-1.12,-0.44,Matches,
Amari'i Bell,Luton Town,53.1,DF,47,+0.69,"2,101",78,23.3,25,81,21,2,37,0,1.04,36,-11,-0.47,24.6,38.1,-13.5,-0.71,+0.46,Matches,
Gabriel Osho,Luton Town,53.6,DF,48,+0.36,"2,026",88,22.5,23,88,21,0,,2,0.91,33,-15,-0.67,23.1,43.6,-20.4,-1.00,-0.13,Matches,
Reece Burke,Luton Town,49.5,DF,47,+0.12,"1,959",75,21.8,23,80,14,3,42,4,0.92,31,-16,-0.74,21.8,36.5,-14.8,-0.80,+0.26,Matches,
Issa Kaboré,Luton Town,45.1,DF,41,-0.06,"1,787",69,19.9,21,79,13,5,26,5,0.65,24,-17,-0.86,18.2,36.8,-18.7,-0.97,-0.07,Matches,
Elijah Adebayo,Luton Town,42.1,FW,38,+0.72,"1,668",52,18.5,19,77,6,13,15,0,0.97,31,-7,-0.38,22.2,28.4,-6.3,-0.40,+0.92,Matches,
Jordan Clark,Luton Town,38.9,MF,47,-0.74,"1,469",57,16.3,16,77,4,10,24,4,0.66,26,-21,-1.29,18.0,30.4,-12.4,-0.86,+0.13,Matches,
Albert Sambi Lokonga,Luton Town,37.9,MF,32,+0.43,"1,434",75,15.9,18,79,8,1,19,0,0.89,23,-9,-0.56,20.2,25.2,-5.0,-0.35,+0.95,Matches,
Pelly Ruddock Mpanzu,Luton Town,36.0,MF,34,-0.24,"1,425",45,15.8,14,77,6,18,19,12,0.87,19,-15,-0.95,11.0,28.9,-17.9,-1.47,-0.79,Matches,
Andros Townsend,Luton Town,35.7,"MF,FW",30,-0.05,"1,351",44,15.0,15,67,1,16,22,3,0.91,17,-13,-0.87,11.0,25.4,-14.4,-1.07,-0.21,Matches,
Tom Lockyer,Luton Town,33.7,DF,23,+0.24,"1,214",81,13.5,15,81,10,0,,0,0.80,14,-9,-0.67,12.7,27.0,-14.3,-1.10,-0.25,Matches,
Marvelous Nakamba,Luton Town,32.0,MF,25,-0.51,"1,152",82,12.8,13,87,10,1,22,0,0.64,10,-15,-1.17,12.8,25.7,-12.9,-1.02,-0.13,Matches,
Jacob Brown,Luton Town,28.8,"MF,FW",28,+0.12,"1,142",52,12.7,13,73,4,9,21,2,1.00,19,-9,-0.71,11.1,26.4,-15.3,-1.36,-0.60,Matches,
Ryan John Giles,Luton Town,17.6,"DF,MF",16,-0.29,697,50,7.7,7,79,3,7,21,10,0.93,8,-8,-1.03,5.3,13.3,-8.1,-1.44,-0.60,Matches,
Cauley Woodrow,Luton Town,17.0,"FW,MF",17,+0.80,675,23,7.5,5,66,1,24,14,9,0.76,16,-1,-0.13,7.8,11.5,-3.7,-0.78,+0.18,Matches,
Daiki Hashioka,Luton Town,16.5,DF,22,-1.07,624,57,6.9,6,77,3,5,32,3,0.36,10,-12,-1.73,7.5,12.5,-5.0,-0.75,+0.22,Matches,
Mads Juel Andersen,Luton Town,14.6,DF,9,+0.24,580,58,6.4,6,82,4,4,22,5,1.20,5,-4,-0.62,3.5,7.3,-3.8,-0.86,+0.08,Matches,
Tim Krul,Luton Town,13.6,GK,11,,540,90,6.0,6,90,6,0,,37,1.67,9,-2,-0.33,,,,,,Matches,
Luke Berry,Luton Town,12.3,"MF,DF",10,+1.12,487,24,5.4,4,72,1,16,13,19,0.80,11,+1,+0.18,4.2,9.8,-5.6,-1.56,-0.69,Matches,
Fred Onyedinma,Luton Town,11.9,"DF,MF",14,-1.02,407,51,4.5,4,76,0,4,26,1,0.50,6,-8,-1.77,2.8,10.9,-8.1,-1.78,-0.96,Matches,
Joseph Johnson,Luton Town,5.2,DF,9,-1.00,206,41,2.3,1,62,0,4,36,18,0.60,5,-4,-1.75,1.5,1.8,-0.3,-0.37,+0.58,Matches,
James Shea,Luton Town,0.4,GK,0,+0.87,15,15,0.2,0,,0,1,15,17,0.00,0,0,0.00,0.3,0.4,-0.1,-0.60,+0.34,Matches,
Zack Nelson,Luton Town,0.2,"MF,DF",1,+0.87,7,4,0.1,0,,0,2,4,16,0.50,1,0,0.00,0.2,1.1,-0.9,-13.13,-12.22,Matches,
Jake Burger,Luton Town,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Christian Chigozie,Luton Town,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Dominic Martins,Luton Town,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Taylan Harris,Luton Town,,FW,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Axel Piesold,Luton Town,,MF,,,,,,0,,0,0,,10,,,,,,,,,,Matches,
Jayden Luker,Luton Town,,MF,,,,,,0,,0,0,,5,,,,,,,,,,Matches,
Aidan Francis,Luton Town,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
John Mcatee,Luton Town,,"FW,MF",,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Allan Campbell,Luton Town,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Dan Potts,Luton Town,,DF,,,,,,0,,0,0,,6,,,,,,,,,,Matches,
Dara O'Shea,Burnley,86.0,DF,75,-0.60,"3,252",88,36.1,36,89,33,1,45,1,0.68,41,-34,-0.94,34.8,62.7,-27.8,-0.87,-0.54,Matches,
Sander Berge,Burnley,87.2,MF,71,+0.11,"3,217",80,35.7,36,86,29,4,29,0,0.72,41,-30,-0.84,36.0,63.5,-27.4,-0.82,-0.33,Matches,
Vitinho,Burnley,68.4,"DF,MF",47,+1.28,"2,585",72,28.7,30,82,17,6,20,2,0.73,34,-13,-0.45,29.3,46.0,-16.7,-0.65,+0.40,Matches,
