Player Name,Club Name,Minutes%,Position,GoalsAllowedByTeamInHisPresence,GoalsScoredByTeamInHisPresence-GoalsScoredByTeamInHisAbsence,MinutesPlayed,MinutesPlayed/Match,Player,GamesStarted,MinutesStarted/Match,MatchesCompleted,SubstitueAppearances,Minutes/Substitution,GameAsUnusedSub,TeamPointsPerMatch,GoalsScoredByTeamInHisPresence,GoalsScored-GoalsAllowed,GoalsScored-GoalsAllowed/90,xGOfTeamScoring,xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding/90,xGOfTeamScoringWithHim-xGOfTeamScoringWithoutHim/90,+/-,+/-90
Joško Gvardiol,Manchester City,67.4,DF,35,-0.02,"3,437",86,38.2,38,89,33,2,30,11,2.35,94,+59,+1.54,69.1,29.1,+40.0,+1.26,-0.12,Matches,
Julián Álvarez,Manchester City,64.7,"MF,FW",28,+0.61,"3,357",65,37.3,38,82,18,14,16,5,2.33,93,+65,+1.74,68.8,28.4,+40.4,+1.25,-0.13,Matches,
Nathan Aké,Manchester City,56.5,"DF,MF",30,-0.05,"2,884",69,32.0,33,82,25,9,19,10,2.38,79,+49,+1.53,58.3,23.3,+35.1,+1.30,+0.01,Matches,
Mateo Kovačić,Manchester City,50.0,MF,25,+0.35,"2,593",59,28.8,29,81,14,15,17,6,2.29,74,+49,+1.70,44.7,17.5,+27.2,+1.24,-0.10,Matches,
Jeremy Doku,Manchester City,43.8,"FW,MF",24,+0.91,"2,181",51,24.2,20,76,7,23,29,3,2.40,75,+51,+2.10,50.8,18.6,+32.2,+1.55,+0.44,Matches,
Jack Grealish,Manchester City,37.3,"FW,MF",23,-0.95,"1,934",57,21.5,24,73,12,10,18,12,2.35,43,+20,+0.93,36.8,16.1,+20.7,+1.21,-0.13,Matches,
Kevin De Bruyne,Manchester City,35.0,MF,15,+0.78,"1,744",67,19.4,20,80,8,6,25,5,2.50,56,+41,+2.12,36.7,13.0,+23.6,+1.50,+0.30,Matches,
John Stones,Manchester City,33.5,"DF,MF",19,-0.44,"1,706",66,19.0,20,80,13,6,17,17,2.27,44,+25,+1.32,30.4,14.6,+15.8,+1.02,-0.41,Matches,
Stefan Ortega,Manchester City,31.3,GK,20,-0.34,"1,625",81,18.1,16,90,16,4,46,37,2.30,44,+24,+1.33,17.7,9.8,+7.8,+0.78,-0.65,Matches,
Rico Lewis,Manchester City,29.9,"MF,DF",17,+0.39,"1,551",60,17.2,16,86,12,10,17,31,2.42,49,+32,+1.86,32.8,12.7,+20.1,+1.33,+0.05,Matches,
Matheus Nunes,Manchester City,25.5,"MF,FW",14,+0.72,"1,269",47,14.1,13,76,6,14,20,22,2.56,44,+30,+2.13,28.6,10.0,+18.7,+1.55,+0.34,Matches,
Oscar Bobb,Manchester City,15.6,"FW,MF",9,-0.01,795,33,8.8,7,82,5,17,13,29,2.62,23,+14,+1.58,12.6,5.4,+7.3,+1.26,-0.04,Matches,
Sergio Gómez,Manchester City,8.5,"DF,FW",6,-0.40,441,32,4.9,4,82,3,10,11,34,2.79,12,+6,+1.22,6.9,3.8,+3.1,+1.12,-0.19,Matches,
Kalvin Phillips,Manchester City,6.7,MF,5,-1.35,312,35,3.5,2,90,2,7,19,20,2.33,6,+1,+0.29,4.4,2.7,+1.8,+0.73,-0.60,Matches,
Micah Hamilton,Manchester City,2.4,FW,2,-1.00,122,41,1.4,1,90,1,2,16,4,3.00,3,+1,+0.74,1.5,1.5,0.0,0.00,-1.93,Matches,
Cole Palmer,Manchester City,3.4,MF,2,-1.59,122,41,1.4,1,84,0,2,19,2,1.67,2,0,0.00,0.1,0.1,+0.1,+0.62,-0.57,Matches,
Jacob Wright,Manchester City,0.4,FW,0,-1.67,19,10,0.2,0,,0,2,10,2,3.00,0,0,0.00,0.1,0.1,0.0,+0.93,-0.79,Matches,
Mahamadou Susoho,Manchester City,0.3,MF,2,-7.57,15,15,0.2,0,,0,1,15,10,3.00,1,-1,-6.00,0.9,0.3,+0.5,+3.25,+1.56,Matches,
Aymeric Laporte,Manchester City,0.3,DF,0,-1.64,12,12,0.1,0,,0,1,12,2,3.00,0,0,0.00,0.1,0.1,+0.1,+0.57,-0.62,Matches,
James Mcatee,Manchester City,0.0,MF,0,-1.63,1,1,0.0,0,,0,1,1,4,3.00,0,0,0.00,0.0,0.0,0.0,+3.22,+2.04,Matches,
Max Alleyne,Manchester City,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
True Grant,Manchester City,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Scott Carson,Manchester City,,GK,,,,,,0,,0,0,,27,,,,,,,,,,Matches,
Máximo Perrone,Manchester City,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
William Saliba,Arsenal,90,fr FRA,111,+1.42,50,"4,501",95.6,50.0,50,90,49,0,,1,2.14,40,+71,+1.42,88.9,36.3,+52.6,+1.10,+0.34,Matches
Gabriel Magalhães,Arsenal,87,br BRA,99,+1.23,50,"4,330",91.9,48.1,48,90,45,2,13,2,2.12,40,+59,-1.38,78.4,34.2,+44.2,+1.01,-0.98,Matches
Declan Rice,Arsenal,84,eng ENG,102,+1.33,51,"4,267",90.6,47.4,48,87,37,3,29,0,2.10,39,+63,-0.09,83.7,33.8,+49.9,+1.11,+0.20,Matches
Ben White,Arsenal,80,eng ENG,96,+1.30,51,"4,080",86.6,45.3,46,86,37,5,21,0,2.09,37,+59,-0.27,78.1,31.1,+47.0,+1.14,+0.28,Matches
Martin Ødegaard,Arsenal,84,no NOR,99,+1.47,48,"4,041",85.8,44.9,45,89,30,3,16,1,2.10,33,+66,+0.93,79.7,32.0,+47.7,+1.13,+0.22,Matches
Bukayo Saka,Arsenal,82,eng ENG,96,+1.40,47,"3,844",81.6,42.7,46,83,23,1,25,1,2.07,36,+60,+0.37,76.2,31.5,+44.6,+1.11,+0.08,Matches
Kai Havertz,Arsenal,75,de GER,96,+1.46,51,"3,817",81.0,42.4,43,85,26,8,19,0,2.16,34,+62,+0.66,71.4,27.9,+43.5,+1.14,+0.19,Matches
David Raya,Arsenal,91,es ESP,98,+1.62,41,"3,720",83.8,41.3,41,91,41,0,,5,2.17,31,+67,+0.76,77.5,29.4,+48.1,+1.17,+0.50,Matches
Gabriel Martinelli,Arsenal,60,br BRA,64,+1.16,44,"2,628",55.8,29.2,31,75,6,13,23,0,2.11,30,+34,-0.39,51.3,18.9,+32.3,+1.16,+0.15,Matches
Leandro Trossard,Arsenal,49,be BEL,55,+1.47,46,"2,264",48.1,25.2,25,73,4,21,21,4,2.04,18,+37,+0.26,44.0,18.6,+25.4,+1.05,-0.10,Matches
Oleksandr Zinchenko,Arsenal,59,ua UKR,49,+1.30,35,"2,078",45.9,23.1,24,75,7,11,25,8,2.20,19,+30,-0.24,43.6,14.3,+29.3,+1.33,+0.42,Matches
Gabriel Jesus,Arsenal,53,br BRA,41,+1.27,36,"1,907",42.1,21.2,21,78,5,15,18,3,2.11,14,+27,-0.27,39.5,14.7,+24.8,+1.20,+0.18,Matches
Jorginho,Arsenal,47,it ITA,34,+0.75,36,"1,679",36.3,18.7,19,78,6,17,11,14,2.17,20,+14,-0.96,28.4,13.1,+15.2,+0.95,-0.23,Matches
Takehiro Tomiyasu,Arsenal,55,jp JPN,42,+1.46,30,"1,661",36.0,18.5,16,81,10,14,27,4,2.27,15,+27,+0.05,31.1,15.3,+15.8,+0.92,-0.27,Matches
Jakub Kiwior,Arsenal,53,pl POL,45,+1.64,30,"1,594",33.8,17.7,18,82,11,12,10,22,2.33,16,+29,+0.42,28.9,9.6,+19.2,+1.30,+0.29,Matches
Eddie Nketiah,Arsenal,38,eng ENG,28,+0.83,37,"1,408",29.9,15.6,13,80,4,24,16,14,1.95,15,+13,-0.72,24.7,12.0,+12.7,+0.95,-0.21,Matches
Aaron Ramsdale,Arsenal,90,eng ENG,15,+0.27,11,990,21.0,11.0,11,90,11,0,,40,1.91,12,+3,-1.35,12.1,7.1,+5.0,+0.71,-0.45,Matches
Thomas Partey,Arsenal,55,gh GHA,21,+1.53,16,883,19.9,9.8,10,80,5,6,14,6,2.50,6,+15,+0.06,15.3,8.9,+6.4,+0.73,-0.45,Matches
Reiss Nelson,Arsenal,28,eng ENG,14,+1.24,23,652,14.1,7.2,5,74,0,18,16,20,2.05,5,+9,-0.14,9.9,3.7,+6.2,+1.25,+0.17,Matches
Emile Smith Rowe,Arsenal,26,eng ENG,15,+2.04,19,486,10.3,5.4,4,77,0,15,12,23,1.95,4,+11,+0.78,9.0,2.2,+6.8,+1.54,+0.48,Matches
Fabio Vieira,Arsenal,30,pt POR,14,+1.50,16,480,10.4,5.3,3,71,1,13,20,18,2.06,6,+8,+0.11,9.7,2.3,+7.4,+1.72,+0.68,Matches
Jurriën Timber,Arsenal,49,nl NED,3,+1.85,3,146,4.2,1.6,2,62,0,1,22,0,2.33,0,+3,+0.27,1.9,0.3,+1.6,+2.00,+0.74,Matches
Cédric Soares,Arsenal,25,pt POR,2,+0.71,5,127,2.7,1.4,1,61,0,4,17,24,2.60,1,+1,-0.74,1.2,1.6,-0.4,-0.32,-1.46,Matches
Mohamed Elneny,Arsenal,17,eg EGY,2,+0.91,6,99,2.2,1.1,1,61,0,5,8,22,2.67,1,+1,-0.53,1.1,1.3,-0.2,-0.20,-1.33,Matches
Charles Sagoe Jr,Arsenal,67,eng ENG,1,+1.34,1,67,1.5,0.7,1,67,0,0,,2,3.00,0,+1,+2.94,,,,,,Matches
Kieran Tierney,Arsenal,15,sct SCO,1,0.00,1,15,16.7,0.2,0,,0,1,15,0,1.00,1,0,0.00,,,,,,Matches
Ethan Nwaneri,Arsenal,14,eng ENG,0,0.00,1,14,0.3,0.2,0,,0,1,14,5,3.00,0,0,-1.64,0.0,0.1,-0.1,-0.69,-1.97,Matches
Ayden Heaven,Arsenal,,eng ENG,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Myles Lewis-Skelly,Arsenal,,eng ENG,,,0,,,,0,,0,0,,2,,,,,,,,,,Matches
James Sweet,Arsenal,,wls WAL,,,0,,,,0,,0,0,,3,,,,,,,,,,Matches
Reuell Walters,Arsenal,,eng ENG,,,0,,,,0,,0,0,,11,,,,,,,,,,Matches
Amario Duberry,Arsenal,,eng ENG,,,0,,,,0,,0,0,,2,,,,,,,,,,Matches
Lino Sousa,Arsenal,,eng ENG,,,0,,,,0,,0,0,,2,,,,,,,,,,Matches
Mauro Bandeira,Arsenal,,pt POR,,,0,,,,0,,0,0,,2,,,,,,,,,,Matches
Bradley Ibrahim,Arsenal,,eng ENG,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Karl Jakob Hein,Arsenal,,ee EST,,,0,,,,0,,0,0,,17,,,,,,,,,,Matches
Rob Holding,Arsenal,,eng ENG,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Matt Turner,Arsenal,,us USA,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Kylian Mbappé,Paris S-G,81.1,FW,44,+0.20,"3,868",81,43.0,43,86,38,5,31,2,2.10,104,+60,+1.40,74.5,43.5,+31.0,+0.86,-0.01,Matches,
Gianluigi Donnarumma,Paris S-G,77.5,GK,38,-0.20,"3,699",88,41.1,42,88,41,0,,4,2.19,92,+54,+1.31,73.9,42.1,+31.9,+0.88,+0.08,Matches,
Vitinha,Paris S-G,74.5,MF,36,-0.17,"3,556",77,39.5,39,86,29,7,30,4,2.17,88,+52,+1.32,68.9,39.5,+29.4,+0.87,+0.03,Matches,
Warren Zaïre-Emery,Paris S-G,69.7,MF,37,-0.46,"3,325",77,36.9,36,87,28,7,25,3,2.16,82,+45,+1.22,63.0,35.6,+27.4,+0.86,-0.01,Matches,
Achraf Hakimi,Paris S-G,68.6,DF,37,-0.82,"3,273",82,36.4,35,89,30,5,33,4,2.00,77,+40,+1.10,68.2,37.8,+30.4,+0.94,+0.25,Matches,
Lucas Hernández,Paris S-G,63.3,DF,35,-0.62,"3,020",74,33.6,36,81,22,5,18,2,2.20,73,+38,+1.13,60.0,37.9,+22.2,+0.73,-0.41,Matches,
Marquinhos,Paris S-G,60.2,DF,30,-0.26,"2,871",80,31.9,33,86,26,3,16,4,2.14,70,+40,+1.25,55.7,30.1,+25.6,+0.94,+0.19,Matches,
Ousmane Dembélé,Paris S-G,59.7,"FW,MF",30,-0.70,"2,846",68,31.6,33,79,12,9,28,3,2.07,64,+34,+1.08,53.9,29.8,+24.1,+0.88,+0.05,Matches,
Manuel Ugarte Ribeiro,Paris S-G,51.4,MF,26,+0.64,"2,450",66,27.2,27,81,17,10,25,14,2.24,71,+45,+1.65,50.4,30.0,+20.4,+0.79,-0.17,Matches,
Danilo Pereira,Paris S-G,51.3,DF,28,+0.18,"2,447",72,27.2,27,88,23,7,11,15,2.24,67,+39,+1.43,48.4,27.2,+21.3,+0.89,+0.05,Matches,
Milan Škriniar,Paris S-G,47.2,DF,26,-0.30,"2,253",70,25.0,24,87,20,8,21,6,2.12,56,+30,+1.20,51.1,27.1,+24.0,+1.00,+0.28,Matches,
Fabián Ruiz Peña,Paris S-G,47.8,MF,22,-0.27,"2,236",64,24.8,26,79,13,9,20,9,2.31,52,+30,+1.21,42.1,22.9,+19.2,+0.95,+0.15,Matches,
Bradley Barcola,Paris S-G,43.8,"FW,DF",26,-0.50,"2,087",54,23.2,26,68,2,13,25,6,2.00,51,+25,+1.08,40.5,23.1,+17.4,+0.85,-0.03,Matches,
Lee Kang-in,Paris S-G,43.5,"MF,FW",18,+0.05,"2,077",58,23.1,24,75,8,12,23,2,2.11,50,+32,+1.39,35.8,23.3,+12.4,+0.62,-0.43,Matches,
Randal Kolo Muani,Paris S-G,40.9,"FW,MF",23,+0.28,"1,950",49,21.7,21,73,6,19,22,6,2.20,56,+33,+1.52,42.1,23.6,+18.5,+0.96,+0.16,Matches,
Gonçalo Ramos,Paris S-G,39.4,FW,21,+0.63,"1,879",47,20.9,21,71,5,19,20,10,2.05,57,+36,+1.72,36.5,19.2,+17.4,+0.96,+0.15,Matches,
Lucas Beraldo,Paris S-G,38.5,DF,22,-0.06,"1,838",77,20.4,21,83,15,3,30,4,2.21,49,+27,+1.32,30.0,20.6,+9.4,+0.60,-0.40,Matches,
Marco Asensio,Paris S-G,31.0,"FW,MF",15,+0.59,"1,478",48,16.4,16,75,8,15,18,6,2.13,44,+29,+1.77,33.2,15.8,+17.4,+1.27,+0.58,Matches,
Carlos Soler,Paris S-G,26.8,"MF,FW",16,-0.11,"1,279",46,14.2,14,81,5,14,11,23,2.29,34,+18,+1.27,21.8,15.2,+6.6,+0.54,-0.44,Matches,
Nordi Mukiele,Paris S-G,19.8,DF,7,+1.18,943,47,10.5,10,79,7,10,15,25,2.50,31,+24,+2.29,18.6,11.8,+6.8,+0.72,-0.18,Matches,
Nuno Mendes,Paris S-G,20.1,DF,8,+0.23,941,67,10.5,10,82,6,4,30,0,1.93,24,+16,+1.53,16.0,7.1,+9.0,+1.17,+0.37,Matches,
Keylor Navas,Paris S-G,11.3,GK,7,+1.20,540,90,6.0,6,90,6,0,,30,2.33,23,+16,+2.67,8.7,4.3,+4.4,+1.10,+0.29,Matches,
Arnau Tenas,Paris S-G,11.3,GK,7,-1.30,529,88,5.9,5,90,5,1,79,27,1.83,9,+2,+0.34,10.4,6.9,+3.5,+0.59,-0.31,Matches,
Yoram Zague,Paris S-G,8.0,DF,6,-1.06,373,75,4.1,4,90,4,1,13,7,2.00,8,+2,+0.48,7.5,4.3,+3.2,+0.78,-0.07,Matches,
Senny Mayulu,Paris S-G,7.6,MF,5,+0.14,354,35,3.9,3,62,0,7,24,11,2.30,12,+7,+1.78,6.7,3.4,+3.3,+0.93,+0.09,Matches,
Cher Ndour,Paris S-G,3.3,MF,0,+6.18,118,30,1.3,1,90,1,3,9,15,3.00,10,+10,+7.63,1.6,0.7,+0.9,+3.01,+2.18,Matches,
Ethan Mbappé,Paris S-G,1.9,MF,2,+2.46,89,18,1.0,0,,0,5,18,11,3.00,6,+4,+4.04,1.4,0.6,+0.8,+1.57,+0.73,Matches,
Hugo Ekitike,Paris S-G,0.3,FW,0,-1.42,9,9,0.1,0,,0,1,9,2,1.00,0,0,0.00,0.1,0.0,+0.1,+1.09,+0.24,Matches,
Layvin Kurzawa,Paris S-G,0.3,DF,0,-1.42,9,9,0.1,0,,0,1,9,12,3.00,0,0,0.00,0.0,0.2,-0.2,-2.27,-3.12,Matches,
Serif Nhaga,Paris S-G,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Louis Mouquet,Paris S-G,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Ismaël Gharbi,Paris S-G,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Kouakou Gadou,Paris S-G,,DF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Alexandre Letellier,Paris S-G,,GK,,,,,,0,,0,0,,11,,,,,,,,,,Matches,
İlkay Gündoğan,Barcelona,87.1,MF,63,-0.28,"4,179",82,46.4,45,89,37,6,29,1,2.09,97,+34,+0.73,86.2,47.7,+38.5,+0.90,+0.35,Matches,
Jules Koundé,Barcelona,85.4,DF,61,+0.30,"4,099",85,45.5,45,89,43,3,29,3,2.21,98,+37,+0.81,80.3,46.6,+33.8,+0.84,-0.15,Matches,
Robert Lewandowski,Barcelona,79.0,FW,54,+0.52,"3,790",77,42.1,44,83,29,5,28,0,2.10,91,+37,+0.88,74.4,43.8,+30.6,+0.79,-0.39,Matches,
João Cancelo,Barcelona,71.7,DF,46,-0.63,"3,311",79,36.8,38,84,27,4,32,1,2.10,72,+26,+0.71,69.4,40.6,+28.7,+0.78,-0.35,Matches,
Marc-André ter Stegen,Barcelona,75.0,GK,37,+0.69,"3,240",90,36.0,36,90,36,0,,0,2.25,74,+37,+1.03,66.9,38.3,+28.6,+0.80,-0.28,Matches,
Ronald Araújo,Barcelona,63.0,DF,48,-0.23,"3,025",82,33.6,33,87,30,4,38,7,1.95,71,+23,+0.68,60.4,33.9,+26.5,+0.90,+0.09,Matches,
Lamine Yamal,Barcelona,61.7,FW,44,+0.21,"2,961",59,32.9,30,82,15,20,25,1,2.08,72,+28,+0.85,64.1,37.4,+26.8,+0.87,+0.01,Matches,
Andreas Christensen,Barcelona,57.8,"DF,MF",40,-0.59,"2,775",66,30.8,37,70,11,5,34,8,2.07,56,+16,+0.52,48.7,29.5,+19.3,+0.72,-0.34,Matches,
Frenkie de Jong,Barcelona,52.2,MF,43,-0.18,"2,507",84,27.9,30,84,24,0,,1,2.00,62,+19,+0.68,47.3,24.8,+22.5,+1.00,+0.25,Matches,
João Félix,Barcelona,44.6,FW,24,+0.66,"2,143",49,23.8,24,70,3,20,23,2,2.12,51,+27,+1.13,44.4,20.7,+23.7,+1.12,+0.45,Matches,
Pedri,Barcelona,42.1,"MF,FW",31,-0.25,"2,023",60,22.5,21,78,4,13,30,0,1.85,45,+14,+0.62,39.5,23.4,+16.1,+0.80,-0.11,Matches,
Alejandro Balde,Barcelona,41.7,DF,26,-0.01,"2,001",71,22.2,22,85,18,6,23,2,2.00,43,+17,+0.76,41.5,18.7,+22.8,+1.20,+0.56,Matches,
Ferrán Torres,Barcelona,41.7,FW,34,-0.16,"2,000",48,22.2,20,73,8,22,24,2,2.10,49,+15,+0.68,37.1,19.1,+18.0,+1.02,+0.24,Matches,
Raphinha,Barcelona,40.5,FW,24,+0.27,"1,942",52,21.6,25,69,5,12,18,3,2.13,44,+20,+0.93,39.0,21.2,+17.7,+0.87,0.00,Matches,
Pau Cubarsí,Barcelona,40.1,DF,30,-0.20,"1,924",80,21.4,21,85,16,3,47,12,2.21,45,+15,+0.70,37.0,24.8,+12.2,+0.60,-0.46,Matches,
Fermin López,Barcelona,39.7,MF,24,+0.06,"1,904",45,21.2,19,70,2,23,25,10,2.19,41,+17,+0.80,35.8,21.0,+14.8,+0.77,-0.15,Matches,
Iñigo Martínez,Barcelona,35.2,DF,18,-0.07,"1,625",65,18.1,16,89,14,9,23,12,2.36,32,+14,+0.78,28.9,17.5,+11.3,+0.63,-0.37,Matches,
Iñaki Peña ,Barcelona,32.5,GK,32,-0.80,"1,560",92,17.3,17,92,17,0,,33,1.88,36,+4,+0.23,27.5,14.7,+12.9,+1.07,+0.28,Matches,
Oriol Romeu,Barcelona,30.0,MF,17,-0.64,"1,440",39,16.0,17,68,3,20,15,15,2.27,23,+6,+0.37,24.0,15.9,+8.1,+0.57,-0.42,Matches,
Sergi Roberto,Barcelona,27.3,MF,21,+0.26,"1,311",55,14.6,15,73,4,9,24,16,2.42,35,+14,+0.96,25.5,12.1,+13.4,+1.14,+0.36,Matches,
Gavi,Barcelona,27.1,MF,12,+0.41,"1,170",78,13.0,13,85,9,2,34,0,2.20,27,+15,+1.15,25.7,12.5,+13.2,+1.01,+0.21,Matches,
Héctor Fort,Barcelona,11.8,DF,9,+0.16,565,57,6.3,6,68,1,4,39,25,2.10,15,+6,+0.96,5.9,3.8,+2.1,+0.51,-0.39,Matches,
Marcos Alonso,Barcelona,9.1,"DF,FW",6,-0.18,391,49,4.3,5,71,2,3,13,20,2.63,9,+3,+0.69,7.5,4.6,+2.9,+0.66,-0.22,Matches,
Vitor Roque,Barcelona,7.6,FW,5,+0.40,364,23,4.0,2,59,0,14,18,12,2.82,10,+5,+1.24,8.0,3.9,+4.1,+1.12,+0.20,Matches,
Marc Guiu,Barcelona,3.9,FW,4,-1.36,185,26,2.1,2,60,0,5,13,18,1.86,3,-1,-0.49,3.4,1.5,+1.9,+1.58,+0.74,Matches,
Abde Ezzalzouli,Barcelona,2.0,"FW,MF",0,+1.76,68,34,0.8,0,,0,2,34,1,2.00,2,+2,+2.65,2.2,0.2,+2.0,+2.66,+1.75,Matches,
Eric García,Barcelona,1.7,DF,1,+3.88,57,29,0.6,0,,0,2,29,1,3.00,4,+3,+4.74,3.2,0.4,+2.8,+4.47,+3.59,Matches,
Ansu Fati,Barcelona,1.5,"MF,FW",0,+2.72,50,17,0.6,0,,0,3,17,0,2.33,2,+2,+3.60,2.4,0.3,+2.1,+3.86,+2.96,Matches,
Marc Casado,Barcelona,0.8,MF,1,-0.86,39,10,0.4,0,,0,4,10,30,2.25,1,0,0.00,1.0,1.2,-0.2,-0.53,-1.41,Matches,
Ander Astralaga,Barcelona,,GK,,,,,,0,,0,0,,38,,,,,,,,,,Matches,
Aleix Garrido,Barcelona,,MF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Ángel Alarcón,Barcelona,,FW,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Unai Hernandez,Barcelona,,MF,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Diego Kochen,Barcelona,,GK,,,,,,0,,0,0,,31,,,,,,,,,,Matches,
Mikayil Ngor Faye,Barcelona,,MF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Pau Victor Delgado,Barcelona,,FW,,,,,,0,,0,0,,5,,,,,,,,,,Matches,
Pau Prim,Barcelona,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Áron Yaakobishvili,Barcelona,,GK,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Virgil van Dijk,Liverpool,77.1,DF,51,-1.47,"4,073",85,45.3,45,88,42,3,34,5,2.17,96,+45,+0.99,90.3,47.3,+43.1,+1.10,-0.08,Matches,
Luis Díaz,Liverpool,68.1,FW,45,-0.48,"3,596",71,40.0,42,80,16,9,25,5,2.16,92,+47,+1.18,77.4,40.6,+36.8,+1.08,-0.14,Matches,
Alexis Mac Allister,Liverpool,66.0,MF,47,-1.33,"3,487",76,38.7,40,83,22,6,28,4,2.15,81,+34,+0.88,75.2,41.1,+34.1,+1.02,-0.32,Matches,
Joe Gomez,Liverpool,59.6,DF,34,+0.60,"3,145",62,34.9,31,83,22,20,28,4,2.24,89,+55,+1.57,62.6,35.2,+27.5,+1.05,-0.16,Matches,
Mohamed Salah,Liverpool,59.3,FW,38,-0.16,"3,131",71,34.8,34,84,24,10,28,0,2.13,82,+44,+1.26,81.6,36.7,+44.8,+1.38,+0.80,Matches,
Darwin Núñez,Liverpool,57.4,FW,38,+0.23,"3,030",56,33.7,33,77,13,21,24,1,2.20,86,+48,+1.43,66.9,31.1,+35.9,+1.29,+0.40,Matches,
Cody Gakpo,Liverpool,57.1,"FW,MF",38,+0.52,"3,017",57,33.5,32,78,11,21,25,1,2.23,90,+52,+1.55,61.3,33.0,+28.4,+1.12,-0.01,Matches,
Alisson,Liverpool,54.5,GK,32,-0.34,"2,880",90,32.0,32,90,32,0,,5,2.13,70,+38,+1.19,66.6,37.1,+29.5,+0.98,-0.37,Matches,
Harvey Elliott,Liverpool,53.0,"MF,FW",29,+0.59,"2,800",53,31.1,27,81,15,26,24,5,2.19,79,+50,+1.61,55.0,27.4,+27.6,+1.18,+0.13,Matches,
Wataru Endo,Liverpool,52.2,MF,30,+0.16,"2,756",64,30.6,34,77,17,9,15,5,2.19,73,+43,+1.40,62.0,30.4,+31.6,+1.23,+0.24,Matches,
Dominik Szoboszlai,Liverpool,51.1,MF,31,-0.33,"2,699",60,30.0,30,78,13,15,24,3,2.15,66,+35,+1.17,60.4,29.6,+30.8,+1.14,+0.05,Matches,
Trent Alexander-Arnold,Liverpool,49.4,DF,34,-0.24,"2,609",71,29.0,29,81,15,8,31,1,2.16,69,+35,+1.21,62.4,31.6,+30.9,+1.14,+0.05,Matches,
Ibrahima Konaté,Liverpool,49.0,DF,29,-0.15,"2,586",70,28.7,29,83,20,8,23,13,2.19,65,+36,+1.25,55.3,29.7,+25.6,+1.11,-0.02,Matches,
Jarell Quansah,Liverpool,47.3,DF,32,+0.56,"2,495",76,27.7,27,89,23,6,17,21,2.33,77,+45,+1.62,45.7,20.6,+25.1,+1.31,+0.31,Matches,
Caoimhín Kelleher,Liverpool,45.5,GK,32,+0.31,"2,400",92,26.7,26,92,26,0,,30,2.31,72,+40,+1.50,44.5,20.2,+24.3,+1.35,+0.37,Matches,
Andrew Robertson,Liverpool,41.5,DF,28,-0.10,"2,193",73,24.4,23,86,16,7,31,3,2.06,59,+31,+1.27,55.2,26.9,+28.3,+1.28,+0.29,Matches,
Curtis Jones,Liverpool,38.4,MF,26,-0.29,"2,030",56,22.6,24,73,8,12,24,5,2.11,52,+26,+1.15,38.3,21.9,+16.4,+0.95,-0.27,Matches,
Ryan Gravenberch,Liverpool,34.7,MF,24,-0.31,"1,833",48,20.4,21,69,2,17,23,8,2.34,47,+23,+1.13,37.2,17.5,+19.6,+1.21,+0.13,Matches,
Diogo Jota,Liverpool,32.4,FW,17,+0.91,"1,711",53,19.0,19,76,8,13,21,2,2.28,54,+37,+1.95,36.0,17.7,+18.3,+1.20,+0.11,Matches,
Conor Bradley,Liverpool,28.4,DF,19,+0.32,"1,501",65,16.7,17,79,8,6,26,9,2.35,45,+26,+1.56,23.5,10.8,+12.7,+1.16,+0.05,Matches,
Kostas Tsimikas,Liverpool,27.8,DF,14,+0.20,"1,466",59,16.3,17,78,10,8,18,21,2.20,38,+24,+1.47,24.9,11.8,+13.1,+1.10,-0.03,Matches,
Joël Matip,Liverpool,21.7,DF,14,+0.07,"1,060",76,11.8,12,86,9,2,17,7,2.29,30,+16,+1.36,20.8,13.4,+7.5,+0.69,-0.55,Matches,
Bobby Clark,Liverpool,6.7,MF,2,+2.10,356,30,4.0,3,74,1,9,15,11,2.58,15,+13,+3.29,5.2,2.2,+3.0,+1.45,+0.34,Matches,
Ben Doak,Liverpool,5.0,FW,5,-2.15,245,49,2.7,4,58,0,1,14,10,1.40,3,-2,-0.73,1.8,2.6,-0.8,-0.42,-1.61,Matches,
