Player Name,Club Name,Country,Position,Age,90s,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,npxG
Chaka Traorè,Milan,CIV,MF,18,1.1,2,4,2,50.0,3.50,1.75,0.50,1.00,17.3,0,0,0,0.1,0.1,0.08,+0.9,+0.9,Matches
Davide Bartesaghi,Milan,ITA,FW,17,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marco Pellegrino,Milan,,DF,,0.8,0,1,1,100.0,1.32,1.32,0.00,0.00,12.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Kevin Zeroli,Milan,ITA,MF,18,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mattia Caldara,Milan,ITA,DF,29,0.4,0,1,0,0.0,2.73,0.00,0.00,,5.4,0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches
Francesco Camarda,Milan,ITA,FW,15,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lapo Nava,Milan,ITA,GK,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Youssouf Fofana,Monaco,FRA,MF,24,33.3,4,54,14,25.9,1.62,0.42,0.07,0.29,19.6,0,0,0,5.0,5.0,0.10,-1.0,-1.0,Matches
Wissam Ben Yedder,Monaco,FRA,FW,32,28.1,20,68,34,50.0,2.42,1.21,0.26,0.53,11.5,0,2,2,12.4,11.6,0.18,+3.6,+3.4,Matches
Denis Zakaria,Monaco,SUI,"MF,DF",26,26.7,4,27,10,37.0,1.01,0.37,0.15,0.40,21.6,0,0,0,1.4,1.4,0.05,+2.6,+2.6,Matches
Aleksandr Golovin,Monaco,RUS,"MF,FW",27,25.8,6,49,21,42.9,1.90,0.81,0.12,0.29,21.5,6,0,0,3.4,3.4,0.08,+2.6,+2.6,Matches
Wilfried Singo,Monaco,CIV,DF,22,24.3,1,19,7,36.8,0.78,0.29,0.05,0.14,16.1,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
Takumi Minamino,Monaco,JPN,MF,28,24.2,9,60,28,46.7,2.48,1.16,0.15,0.32,17.1,0,0,0,5.9,5.9,0.10,+3.1,+3.1,Matches
Philipp Köhn,Monaco,SUI,GK,25,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Guillermo Maripán,Monaco,CHI,DF,29,22.0,1,11,5,45.5,0.50,0.23,0.09,0.20,16.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
Vanderson,Monaco,BRA,DF,22,21.6,3,35,10,28.6,1.62,0.46,0.09,0.30,21.6,0,0,0,2.1,2.1,0.07,+0.9,+0.9,Matches
Folarin Balogun,Monaco,USA,FW,22,21.5,8,72,29,40.3,3.34,1.35,0.10,0.24,14.0,0,1,4,11.0,8.5,0.14,-4.0,-1.5,Matches
Maghnes Akliouche,Monaco,FRA,"MF,FW",21,19.5,8,37,23,62.2,1.90,1.18,0.22,0.35,15.7,1,0,0,5.4,5.4,0.15,+1.6,+1.6,Matches
Thilo Kehrer,Monaco,GER,DF,26,18.0,1,12,4,33.3,0.67,0.22,0.08,0.25,11.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
Ismail Jakobs,Monaco,SEN,DF,23,16.9,1,21,7,33.3,1.24,0.41,0.05,0.14,15.8,1,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Soungoutou Magassa,Monaco,FRA,"DF,MF",19,16.3,0,8,2,25.0,0.49,0.12,0.00,0.00,19.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Radosław Majecki,Monaco,POL,GK,23,15.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Krépin Diatta,Monaco,SEN,"DF,FW",24,13.4,0,9,0,0.0,0.67,0.00,0.00,,23.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Mohammed Salisu,Monaco,GHA,DF,24,12.5,0,4,1,25.0,0.32,0.08,0.00,0.00,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Mohamed Camara,Monaco,MLI,MF,23,11.5,1,13,3,23.1,1.13,0.26,0.00,0.00,26.0,0,1,1,1.5,0.7,0.05,-0.5,-0.7,Matches
Kassoum Ouattara,Monaco,FRA,"DF,FW",18,9.7,1,10,5,50.0,1.03,0.51,0.10,0.20,15.2,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches
Caio Henrique Oliveira Silva,Monaco,BRA,DF,26,6.9,0,6,1,16.7,0.87,0.14,0.00,0.00,26.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Eliesse Ben Seghir,Monaco,MAR,"MF,FW",18,5.1,2,14,4,28.6,2.75,0.79,0.14,0.50,19.8,1,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
Chrislain Matsima,Monaco,FRA,DF,21,4.3,0,4,0,0.0,0.93,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Edan Diop,Monaco,FRA,"MF,DF",18,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Breel Embolo,Monaco,SUI,FW,26,2.0,1,6,3,50.0,2.97,1.48,0.17,0.33,15.9,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
Myron Boadu,Monaco,NED,FW,22,1.5,1,3,2,66.7,1.96,1.30,0.33,0.50,10.7,0,0,0,0.4,0.4,0.22,+0.6,+0.6,Matches
Mamadou Coulibaly,Monaco,FRA,MF,19,1.3,0,2,0,0.0,1.51,0.00,0.00,,20.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Eliot Matazo,Monaco,BEL,MF,21,1.1,0,1,1,100.0,0.88,0.88,0.00,0.00,22.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
