Player Name,Club Name,Country,Position,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%
Deiver Machado,Lens,COL,DF,29,7252,642,2274,279,327,85.3,187,13,7,36,43,30.2
Adrien Thomasson,Lens,FRA,MF,29,8955,788,2242,304,371,81.9,220,16,3,78,65,50.8
Nampalys Mendy,Lens,SEN,MF,31,11250,810,3157,333,363,91.7,296,16,2,97,77,61
Wesley Saïd,Lens,FRA,"FW,MF",28,3029,294,761,107,141,75.9,59,13,2,29,27,59.3
Massadio Haïdara,Lens,MLI,DF,30,7659,578,2632,230,261,88.1,198,10,5,50,57,50.9
Abdukodir Khusanov,Lens,UZB,DF,19,8667,532,2954,167,185,90.3,245,2,0,26,71,60.6
Morgan Guilavogui,Lens,GUI,"FW,MF",25,3069,272,917,104,135,77,72,14,0,44,15,86.7
Jhoanner Chávez,Lens,ECU,DF,21,3227,264,1222,110,133,82.7,69,6,2,16,29,55.2
Faitout Maouassa,Lens,FRA,"DF,MF",25,313,29,129,12,17,70.6,6,1,1,0,3,33.3
Stijn Spierings,Lens,NED,MF,27,889,59,305,22,27,81.5,22,0,0,9,5,80
Ayanda Sishuba,Lens,BEL,MF,18,192,14,39,6,8,75,6,0,0,1,0,
Jean-Louis Leca,Lens,FRA,GK,37,315,26,199,4,5,80,10,0,0,0,11,18.2
Julien Le Cardinal,Lens,FRA,DF,25,435,32,201,6,8,75,12,0,0,4,7,57.1
Oscar Cortés,Lens,COL,"FW,MF",19,217,26,36,13,19,68.4,3,1,1,2,1,0
Germán Pezzella,Betis,ARG,DF,32,29899,1848,10430,548,585,93.7,900,4,1,77,215,59.1
Rui Silva,Betis,POR,GK,29,21718,1145,15054,159,160,99.4,389,0,0,1,586,44.7
Isco,Betis,ESP,MF,31,22605,1783,7181,771,848,90.9,428,64,7,246,277,53.8
Marc Roca,Betis,ESP,MF,26,25190,1698,8563,630,694,90.8,599,21,0,173,250,57.6
Ayoze Pérez,Betis,ESP,FW,30,8144,852,2189,436,502,86.9,157,26,0,95,29,58.6
Chadi Riad,Betis,MAR,DF,20,20993,1328,6136,477,508,93.9,625,0,0,39,120,56.7
Willian José,Betis,BRA,FW,31,6861,627,1017,299,357,83.8,124,8,1,42,42,78.6
Juan Miranda,Betis,ESP,DF,23,18379,1385,8805,502,562,89.3,440,38,13,119,176,57.4
Guido Rodríguez,Betis,ARG,MF,29,18309,1256,5798,515,563,91.5,396,3,2,80,165,65.5
Héctor Bellerín,Betis,ESP,DF,28,13047,1117,5538,471,539,87.4,336,16,4,91,81,42
Abner,Betis,BRA,DF,23,12057,1038,5833,450,502,89.6,269,11,5,56,104,46.2
Aitor Ruibal,Betis,ESP,"DF,FW",27,11448,923,4272,397,433,91.7,242,19,4,83,122,48.4
Abde Ezzalzouli,Betis,MAR,FW,21,4731,584,1144,265,324,81.8,86,12,2,35,34,29.4
Johnny Cardoso,Betis,USA,MF,21,9624,727,2537,328,367,89.4,221,8,1,51,57,70.2
Assane Diao,Betis,ESP,FW,17,3087,352,576,183,210,87.1,53,10,1,31,10,70
Rodri,Betis,ESP,"FW,MF",23,7644,647,2231,284,314,90.4,163,34,6,77,61,57.4
Nabil Fekir,Betis,FRA,"MF,FW",30,8594,788,2897,350,400,87.5,172,25,5,80,88,46.6
William Carvalho,Betis,POR,MF,31,14511,1063,4533,521,556,93.7,314,13,1,113,89,74.2
Sokratis Papastathopoulos,Betis,GRE,DF,35,9309,574,3232,193,204,94.6,263,0,0,13,73,61.6
Pablo Fornals,Betis,ESP,"FW,MF",27,7824,672,2697,259,296,87.5,167,25,6,89,89,48.3
Youssouf Sabaly,Betis,SEN,DF,30,7544,656,2477,314,352,89.2,192,10,1,47,38,42.1
Luiz Henrique,Betis,BRA,FW,22,3460,314,757,125,153,81.7,65,13,7,23,37,54.1
Borja Iglesias,Betis,ESP,FW,30,2065,208,289,102,128,79.7,36,10,0,17,9,77.8
Andrés Guardado,Betis,MEX,MF,36,7819,481,2433,172,183,94,162,11,2,53,91,71.4
Claudio Bravo,Betis,CHI,GK,40,6192,293,4117,53,53,100,106,2,0,1,130,53.1
Sergi Altimira,Betis,ESP,MF,21,4841,320,1149,142,154,92.2,110,2,0,31,36,83.3
Luiz Felipe,Betis,ITA,DF,26,2591,169,996,59,62,95.2,78,0,0,4,14,64.3
Marc Bartra,Betis,ESP,DF,32,2481,160,804,53,56,94.6,62,1,0,6,28,60.7
Fran Vieites,Betis,ESP,GK,24,2172,119,1363,9,9,100,39,0,0,0,65,41.5
Ezequiel Ávila,Betis,ARG,FW,29,914,91,180,26,30,86.7,18,2,0,6,17,35.3
Cédric Bakambu,Betis,COD,FW,32,326,48,58,15,22,68.2,9,0,0,4,1,0
Ricardo Visus,Betis,ESP,DF,22,1066,61,343,15,17,88.2,27,0,0,2,15,53.3
Juan Cruz,Betis,ESP,FW,23,187,20,49,13,15,86.7,2,3,0,3,1,0
Nobel Mendy,Betis,FRA,DF,18,,,,,,,,,,,,
Pablo Busto,Betis,ESP,DF,17,254,26,79,11,14,78.6,5,1,0,1,3,33.3
Paul Akouokou,Betis,CIV,MF,25,280,17,65,7,8,87.5,7,0,0,1,1,100
Xavi Pleguezuelo,Betis,ESP,DF,20,125,12,42,5,6,83.3,3,0,0,1,1,0
Enrique,Betis,ESP,MF,19,67,6,42,4,4,100,1,0,0,0,0,
Ginés Sorroche,Betis,ESP,MF,19,101,7,23,4,5,80,2,1,0,1,0,
Pau López,Marseille,ESP,GK,28,32240,1726,21762,278,279,99.6,666,2,0,0,752,44.5
Pierre-Emerick Aubameyang,Marseille,GAB,FW,34,9017,917,2177,358,472,75.8,207,37,7,85,65,40
Leonardo Balerdi,Marseille,ARG,DF,24,36063,2218,12987,692,748,92.5,930,4,1,157,368,60.9
Jordan Veretout,Marseille,FRA,MF,30,27552,1878,8849,559,636,87.9,708,48,11,273,318,51.9
Chancel Mbemba,Marseille,COD,DF,28,34037,1971,11967,503,557,90.3,976,17,4,188,293,66.9
Jonathan Clauss,Marseille,FRA,DF,30,27075,2114,9714,755,892,84.6,629,65,22,183,321,47.4
Amine Harit,Marseille,MAR,"MF,FW",26,19205,1497,5127,644,716,89.9,473,59,6,212,131,54.2
Geoffrey Kondogbia,Marseille,CTA,MF,30,24453,1596,7185,622,682,91.2,612,19,2,141,180,68.3
Samuel Gigot,Marseille,FRA,DF,29,19059,1289,6406,473,511,92.6,576,7,2,75,89,52.8
Iliman Ndiaye,Marseille,SEN,"FW,MF",23,9439,777,2016,330,379,87.1,257,24,3,92,31,71
Ismaila Sarr,Marseille,SEN,"FW,MF",25,6268,608,1432,282,329,85.7,135,19,5,50,27,55.6
Azzedine Ounahi,Marseille,MAR,MF,23,16146,1184,4606,538,593,90.7,387,25,6,135,84,72.6
Renan Lodi,Marseille,BRA,DF,25,12747,964,3204,324,362,89.5,330,13,9,58,129,50.4
Michael Amir Murillo,Marseille,PAN,DF,27,10849,770,3367,267,310,86.1,295,9,2,44,73,68.5
Vitinha,Marseille,POR,FW,23,2712,263,683,106,128,82.8,60,12,4,27,17,64.7
Luis Henrique,Marseille,BRA,"FW,DF",21,7106,540,2196,190,229,83,169,19,7,49,71,52.1
Quentin Merlin,Marseille,FRA,DF,21,11392,757,4071,215,252,85.3,270,10,6,70,147,59.9
Bamo Meïté,Marseille,CIV,DF,21,9685,657,3004,278,296,93.9,265,1,0,39,48,72.9
Valentin Rongier,Marseille,FRA,MF,28,11907,755,3613,253,291,86.9,336,11,1,88,77,68.8
Ulisses Garcia,Marseille,SUI,DF,27,7183,570,1975,224,249,90,186,7,5,52,54,50
Faris Pemi Moumbagna,Marseille,CMR,FW,23,1515,157,356,61,85,71.8,37,6,2,20,5,40
Pape Gueye,Marseille,SEN,"MF,DF",24,7394,487,2225,140,163,85.9,200,6,0,61,77,57.1
Joaquín Correa,Marseille,ARG,"FW,MF",28,2941,245,844,94,123,76.4,82,11,0,31,10,80
Jean Onana,Marseille,CMR,MF,23,6747,458,1578,166,178,93.3,199,4,0,32,39,51.3
Rubén Blanco,Marseille,ESP,GK,28,1639,88,1149,22,22,100,35,0,0,2,29,48.3
Bilal Nadir,Marseille,FRA,"MF,FW",19,754,59,160,31,31,100,18,2,0,6,2,100
Emran Soglo,Marseille,ENG,"MF,DF",18,985,94,217,51,58,87.9,21,1,1,5,4,25
François Mughe,Marseille,CMR,"MF,DF",19,553,49,236,14,21,66.7,12,5,3,8,5,80
Raimane Daou,Marseille,COM,"DF,MF",18,312,25,65,15,16,93.8,5,0,0,0,1,100
Mattéo Guendouzi,Marseille,FRA,MF,24,127,12,53,5,5,100,4,0,0,1,2,0
Sofiane Sidi Ali,Marseille,FRA,MF,28,121,7,38,2,2,100,2,0,0,1,2,100
Gael Lafont,Marseille,FRA,MF,17,41,4,0,1,2,50,1,0,0,0,1,0
Keyliane Abdallah,Marseille,FRA,FW,17,8,1,0,1,1,100,0,0,0,0,0,
Noam Mayoka-Tika,Marseille,BEL,MF,19,22,1,8,0,0,,1,0,0,0,0,
Stanislav Lobotka,Napoli,SVK,MF,28,40591,2691,10416,1182,1271,93,1045,24,1,219,219,79.9
Giovanni Di Lorenzo,Napoli,ITA,DF,29,43810,3292,16186,1533,1673,91.6,977,95,16,346,306,65.7
Khvicha Kvaratskhelia,Napoli,GEO,FW,22,19021,1501,3741,697,772,90.3,351,49,4,122,198,60.1
Alex Meret,Napoli,ITA,GK,26,24240,1179,14312,176,176,100,589,0,0,0,403,59.3
Andre-Frank Zambo Anguissa,Napoli,CMR,MF,27,27407,2217,6756,1164,1276,91.2,609,35,7,200,113,71.7
Amir Rrahmani,Napoli,KVX,DF,29,46738,2695,15690,887,943,94.1,1198,4,0,140,419,72.3
Matteo Politano,Napoli,ITA,FW,29,19980,1577,6312,647,724,89.4,365,94,26,199,254,55.5
Juan Jesus,Napoli,BRA,DF,32,33857,1986,11304,568,610,93.1,1022,2,0,91,230,72.6
Victor Osimhen,Napoli,NGA,FW,24,3197,370,493,164,211,77.7,58,7,0,26,21,38.1
Piotr Zieliński,Napoli,POL,MF,29,19249,1567,6269,732,790,92.7,402,42,4,168,193,49.2
Leo Skiri Østigård,Napoli,NOR,DF,23,23892,1432,8917,401,438,91.6,714,4,0,82,192,63
Giacomo Raspadori,Napoli,ITA,"FW,MF",23,10481,805,1910,277,330,83.9,225,20,7,67,129,56.6
Mathías Olivera,Napoli,URU,DF,25,17868,1390,6216,714,763,93.6,401,20,9,105,94,67
Mário Rui,Napoli,POR,DF,32,18122,1279,6188,464,507,91.5,432,23,7,110,202,54
Natan,Napoli,BRA,DF,22,16377,1012,4899,326,346,94.2,455,7,1,55,143,62.2
Jens Cajuste,Napoli,SWE,MF,23,6636,510,1291,230,258,89.1,164,10,1,43,30,80
Giovanni Simeone,Napoli,ARG,FW,28,2020,213,321,88,109,80.7,42,5,1,14,17,47.1
Pierluigi Gollini,Napoli,ITA,GK,28,5646,266,3603,37,37,100,116,0,0,0,112,58
Jesper Lindstrøm,Napoli,DEN,FW,23,2922,263,505,136,149,91.3,49,6,1,16,20,70
Pasquale Mazzocchi,Napoli,ITA,"DF,MF",28,3611,276,1120,136,148,91.9,74,6,3,24,24,62.5
Elif Elmas,Napoli,MKD,"FW,MF",23,3048,268,664,157,168,93.5,55,2,0,20,13,61.5
Hamed Junior Traorè,Napoli,CIV,MF,23,3258,245,681,104,121,86,65,10,1,31,26,80.8
Cyril Ngonge,Napoli,BEL,FW,23,1788,144,439,58,65,89.2,37,5,2,11,23,47.8
Gianluca Gaetano,Napoli,ITA,MF,23,1194,95,289,45,51,88.2,29,3,3,7,4,75
Alessio Zerbin,Napoli,ITA,FW,24,779,71,133,30,36,83.3,18,2,2,3,4,50
Alessandro Zanoli,Napoli,ITA,DF,22,585,45,133,18,20,90,16,0,0,4,2,100
Diego Demme,Napoli,GER,MF,31,1050,76,216,28,34,82.4,29,1,0,5,4,100
Leander Dendoncker,Napoli,BEL,MF,28,333,27,62,15,17,88.2,8,0,0,2,1,0
Nikita Contini Baranovsky,Napoli,ITA,GK,27,66,4,38,2,2,100,2,0,0,0,0,
Filip Jørgensen,Villarreal,DEN,GK,21,26977,1330,19067,247,248,99.6,586,0,0,0,486,49.8
Daniel Parejo,Villarreal,ESP,MF,34,35298,2172,12051,782,844,92.7,860,33,5,244,332,70.2
Alex Baena,Villarreal,ESP,"MF,FW",22,18880,1413,6690,436,510,85.5,389,66,18,185,283,52.3
Alexander Sørloth,Villarreal,NOR,FW,27,5518,546,836,260,309,84.1,121,22,2,49,24,54.2
Gerard Moreno,Villarreal,ESP,FW,31,14805,1145,3866,464,542,85.6,321,49,6,175,128,65.6
Jorge Cuenca,Villarreal,ESP,DF,23,21079,1385,7810,436,466,93.6,619,12,8,93,192,43.8
Santi Comesaña,Villarreal,ESP,MF,26,15839,1063,4315,426,472,90.3,394,11,0,115,100,78
Raúl Albiol,Villarreal,ESP,DF,37,24358,1379,9120,324,356,91,718,1,0,65,221,62.4
Ilias Akhomach,Villarreal,MAR,"MF,FW",19,6603,619,1632,312,353,88.4,135,28,7,56,38,39.5
Kiko Femenía,Villarreal,ESP,DF,32,17540,1279,6612,532,568,93.7,459,10,4,109,133,50.4
Étienne Capoue,Villarreal,FRA,MF,35,15647,1094,4338,485,524,92.6,373,14,2,107,106,69.8
Alberto Moreno,Villarreal,ESP,DF,31,13011,901,4632,335,377,88.9,304,27,11,71,131,58.8
Aïssa Mandi,Villarreal,ALG,DF,31,19658,1066,7417,326,355,91.8,499,6,0,87,170,81.8
José Luis Morales,Villarreal,ESP,"FW,MF",36,2992,270,603,115,142,81,58,4,1,21,20,75
Yerson Mosquera,Villarreal,COL,DF,22,12955,830,4406,256,280,91.4,387,3,2,41,103,51.5
Alfonso Pedraza,Villarreal,ESP,DF,27,8521,690,2557,289,322,89.8,201,25,15,32,72,44.4
Adrià Altimira,Villarreal,ESP,"DF,MF",22,9774,679,2991,258,291,88.7,255,10,4,52,63,76.2
Juan Foyth,Villarreal,ARG,DF,25,11317,826,4127,344,376,91.5,287,8,2,64,76,60.5
Francis Coquelin,Villarreal,FRA,MF,32,7450,511,1810,211,229,92.1,193,7,1,53,47,72.3
Pepe Reina,Villarreal,ESP,GK,40,6570,339,4578,61,62,98.4,154,0,0,0,118,47.5
Gonçalo Guedes,Villarreal,POR,"FW,MF",26,4778,382,1247,153,179,85.5,116,26,10,58,35,57.1
Eric Bailly,Villarreal,CIV,DF,29,7814,468,3079,130,145,89.7,244,1,0,21,49,69.4
Ramón Terrats,Villarreal,ESP,"MF,DF",22,7189,538,1954,221,248,89.1,193,7,3,49,49,44.9
Matteo Gabbia,Villarreal,ITA,DF,23,11376,628,3522,162,177,91.5,331,1,0,23,98,67.3
Manu Trigueros,Villarreal,ESP,MF,31,4714,363,1267,147,168,87.5,125,9,0,46,31,61.3
Yeremi Pino,Villarreal,ESP,"MF,FW",20,2498,214,519,102,120,85,51,9,1,14,19,68.4
Ben Brereton,Villarreal,CHI,"FW,MF",24,1569,131,308,52,64,81.3,41,3,0,18,8,75
Bertrand Traoré,Villarreal,BFA,MF,27,2751,213,847,88,108,81.5,55,12,2,30,26,65.4
Carlos Romero,Villarreal,ESP,DF,21,1883,164,736,60,74,81.1,45,1,0,6,19,36.8
Denis Suárez,Villarreal,ESP,"MF,FW",29,1415,104,524,43,48,89.6,36,2,1,13,10,50
Pascu,Villarreal,ESP,FW,20,159,15,55,3,3,100,4,1,0,3,3,33.3
Stefan Lekovic,Villarreal,SRB,DF,19,210,14,29,7,8,87.5,3,0,0,0,2,100
Diego Collado,Villarreal,ESP,"FW,MF",22,,,,,,,,,,,,
Vanja Milinković-Savić,Torino,SRB,GK,26,30924,1536,23394,132,133,99.2,485,0,0,0,904,40.6
Raoul Bellanova,Torino,ITA,DF,23,20583,1579,5976,601,675,89,488,47,37,98,190,57.4
Ricardo Rodríguez,Torino,SUI,DF,30,23641,1677,8173,669,708,94.5,584,25,12,127,213,54.9
Duván Zapata,Torino,COL,FW,32,7145,752,1154,289,393,73.5,139,13,0,52,57,56.1
Nikola Vlašić,Torino,CRO,"MF,FW",25,11878,998,3431,442,509,86.8,291,31,9,150,61,60.7
Alessandro Buongiorno,Torino,ITA,DF,24,17567,1187,5255,395,455,86.8,553,4,1,62,87,57.5
Samuele Ricci,Torino,ITA,MF,21,18378,1310,4368,524,574,91.3,496,24,4,122,117,60.7
Antonio Sanabria,Torino,PAR,"FW,MF",27,7261,624,1214,287,339,84.7,143,10,1,57,47,70.2
Ivan Ilić,Torino,SRB,MF,22,18346,1336,5282,493,545,90.5,479,24,6,138,155,54.2
Adrien Tameze,Torino,CMR,"DF,MF",29,18937,1276,5466,462,506,91.3,549,10,3,90,101,67.3
Valentino Lazaro,Torino,AUT,"DF,MF",27,13621,1106,4761,425,467,91,323,32,16,94,143,44.1
Karol Linetty,Torino,POL,MF,28,12771,884,3517,367,412,89.1,308,6,1,87,84,73.8
Mërgim Vojvoda,Torino,KVX,DF,28,13248,964,4831,328,370,88.6,342,30,5,91,130,51.5
Adam Masina,Torino,MAR,DF,29,9669,652,4033,236,259,91.1,275,4,0,42,61,60.7
Perr Schuurs,Torino,NED,DF,23,6478,406,1868,141,155,91,187,1,1,19,41,65.9
Pietro Pellegri,Torino,ITA,FW,22,1094,138,113,60,81,74.1,16,0,0,8,7,57.1
Koffi Djidji,Torino,CIV,DF,30,6282,434,2034,154,171,90.1,186,0,0,19,44,54.5
Gvidas Gineitis,Torino,LTU,MF,19,3884,284,876,93,113,82.3,96,4,1,25,43,51.2
Matteo Lovato,Torino,ITA,DF,23,4102,272,968,95,106,89.6,135,0,0,4,11,63.6
Demba Seck,Torino,SEN,MF,22,1195,109,260,44,54,81.5,32,4,0,12,4,75
Nemanja Radonjić,Torino,SRB,"MF,FW",27,838,89,199,33,46,71.7,16,3,2,7,10,50
Saba Sazonov,Torino,GEO,DF,21,3225,187,887,53,55,96.4,88,0,0,8,29,72.4
Luca Gemello,Torino,ITA,GK,23,2351,118,1529,18,18,100,54,0,0,0,44,52.3
David Okereke,Torino,NGA,"FW,MF",25,1089,92,175,31,38,81.6,37,1,1,7,3,33.3
David Zima,Torino,CZE,DF,22,679,43,120,10,11,90.9,23,0,0,1,5,40
Yann Karamoh,Torino,FRA,"MF,FW",25,696,66,176,21,30,70,21,1,0,5,4,50
Brandon Soppy,Torino,FRA,DF,21,1009,92,330,38,42,90.5,22,3,1,6,9,55.6
Simone Verdi,Torino,ITA,FW,31,7,1,5,1,1,100,0,0,0,0,0,
Zanos Savva,Torino,CYP,"DF,MF",17,95,11,9,1,2,50,4,0,0,1,3,0
Alessandro Dellavalle,Torino,ITA,DF,19,132,6,51,3,3,100,0,0,0,1,2,100
Brian Bayeye,Torino,COD,DF,23,,,,,,,,,,,,
Wilfried Singo,Torino,CIV,"DF,MF",22,,,,,,,,,,,,
Willian Pacho,Eint Frankfurt,ECU,DF,21,42838,2734,15883,805,883,91.2,1307,12,2,175,356,50
Kevin Trapp,Eint Frankfurt,GER,GK,33,23351,1361,15357,276,276,100,516,1,0,1,552,39.3
Robin Koch,Eint Frankfurt,GER,DF,27,45918,2671,15869,707,771,91.7,1451,11,0,171,316,61.7
Tuta,Eint Frankfurt,BRA,DF,24,34384,2216,11939,730,798,91.5,976,20,3,164,276,53.3
Omar Marmoush,Eint Frankfurt,EGY,"FW,MF",24,7489,698,1606,264,336,78.6,169,26,4,72,65,55.4
Ellyes Skhiri,Eint Frankfurt,TUN,MF,28,21807,1625,5835,685,751,91.2,548,21,0,142,150,59.3
Mario Götze,Eint Frankfurt,GER,MF,31,18953,1588,4897,730,821,88.9,414,35,5,138,140,57.1
Fares Chaïbi,Eint Frankfurt,ALG,"MF,FW",20,13241,1192,4290,379,472,80.3,255,49,13,111,245,40.4
Junior Dina Ebimbe,Eint Frankfurt,FRA,"MF,DF",22,13471,1139,3611,463,548,84.5,346,27,5,95,72,58.3
Ansgar Knauff,Eint Frankfurt,GER,"MF,DF",21,8654,892,2790,327,418,78.2,199,33,14,68,74,44.6
Hugo Larsson,Eint Frankfurt,SWE,MF,19,16820,1178,4008,477,528,90.3,447,13,4,94,93,72
Aurélio Buta,Eint Frankfurt,POR,"DF,MF",26,15126,1286,4970,556,630,88.3,362,28,6,106,113,49.6
Niels Nkounkou,Eint Frankfurt,FRA,"DF,MF",22,16150,1316,5894,460,544,84.6,404,24,7,90,175,42.9
Philipp Max,Eint Frankfurt,GER,DF,29,11783,899,4002,386,415,93,299,15,9,63,92,48.9
Hrvoje Smolčić,Eint Frankfurt,CRO,DF,22,14557,869,5443,244,276,88.4,456,2,0,55,97,66
Hugo Ekitike,Eint Frankfurt,FRA,FW,21,1996,203,349,79,116,68.1,40,3,1,9,13,84.6
Makoto Hasebe,Eint Frankfurt,JPN,"DF,MF",39,5225,325,1515,101,113,89.4,154,4,0,20,34,70.6
Jessic Ngankam,Eint Frankfurt,GER,FW,23,694,74,98,41,49,83.7,10,2,0,4,2,100
Jens Grahl,Eint Frankfurt,GER,GK,34,2226,135,1481,18,18,100,65,0,0,0,48,29.2
Jens Petter Hauge,Eint Frankfurt,NOR,"MF,FW",23,2447,186,589,71,80,88.8,58,6,0,13,22,68.2
Sasa Kalajdzic,Eint Frankfurt,AUT,FW,26,981,93,179,36,45,80,19,1,1,8,7,85.7
Donny van de Beek,Eint Frankfurt,NED,"MF,FW",26,1428,139,365,67,75,89.3,30,2,0,10,6,50
Paxten Aaronson,Eint Frankfurt,USA,MF,19,1485,124,321,64,76,84.2,32,5,0,13,10,50
Kristijan Jakić,Eint Frankfurt,CRO,"MF,FW",26,2139,156,556,66,75,88,55,1,0,14,12,66.7
Randal Kolo Muani,Eint Frankfurt,FRA,FW,24,227,26,67,11,15,73.3,3,1,0,3,4,50
Jean Mattéo Bahoya,Eint Frankfurt,FRA,"MF,FW",18,996,82,107,30,37,81.1,26,1,1,3,7,71.4
Jesper Lindstrøm,Eint Frankfurt,DEN,FW,23,384,32,27,10,13,76.9,13,1,0,1,0,
Nacho Ferri,Eint Frankfurt,ESP,"FW,MF",18,227,41,55,21,27,77.8,2,0,0,3,1,0
Sebastian Rode,Eint Frankfurt,GER,MF,32,1418,113,353,49,58,84.5,35,5,0,15,8,50
Elias Baum,Eint Frankfurt,GER,"DF,MF",17,1020,86,279,48,52,92.3,24,1,0,6,2,50
Nnamdi Collins,Eint Frankfurt,GER,DF,19,1011,75,387,23,26,88.5,35,0,0,13,7,28.6
Timothy Chandler,Eint Frankfurt,USA,"MF,DF",33,671,49,248,17,18,94.4,18,2,1,7,5,60
Christopher Lenz,Eint Frankfurt,GER,DF,28,117,9,53,0,0,,4,0,0,1,4,25
Marko Mladenović,Eint Frankfurt,SRB,MF,18,29,3,4,2,3,66.7,0,0,0,0,0,
Noel Futkeu,Eint Frankfurt,GER,FW,20,,,,,,,,,,,,
Yehvann Diouf,Reims,FRA,GK,23,25982,1301,16947,191,194,98.5,529,0,0,3,549,53.9
Yunis Abdelhamid,Reims,MAR,DF,35,29618,1836,9672,487,548,88.9,893,3,0,137,252,56
Emmanuel Agbadou,Reims,CIV,DF,26,32774,1838,10984,476,525,90.7,855,5,1,179,343,70
Junya Ito,Reims,JPN,"FW,MF",30,12890,1131,5184,371,476,77.9,257,58,26,139,204,43.1
Teddy Teuma,Reims,MLT,MF,29,20531,1512,6156,534,622,85.9,467,31,8,157,240,53.3
Marshall Munetsi,Reims,ZIM,MF,27,6066,542,1820,190,254,74.8,143,11,3,67,51,56.9
Thibault De Smet,Reims,BEL,DF,25,13947,1046,4928,395,448,88.2,364,14,4,104,126,49.2
Joseph Okumu,Reims,KEN,DF,26,24636,1293,8011,204,241,84.6,640,2,1,94,322,64.3
Thomas Foket,Reims,BEL,DF,28,14686,1069,4219,408,463,88.1,369,10,7,65,115,60.9
Mohammed Daramy,Reims,DEN,"FW,MF",21,5848,527,1542,222,276,80.4,139,30,3,69,29,58.6
Oumar Diakité,Reims,CIV,FW,19,3219,305,504,132,161,82,89,8,0,28,6,33.3
Reda Khadra,Reims,GER,"FW,MF",22,4676,389,1169,131,162,80.9,118,19,9,40,41,51.2
Azor Matusiwa,Reims,NED,MF,25,11790,750,3104,236,283,83.4,308,5,0,78,92,79.3
Keito Nakamura,Reims,JPN,"FW,MF",23,4714,400,1083,136,172,79.1,113,16,2,56,45,57.8
Amir Richardson,Reims,MAR,MF,21,9313,651,1944,235,281,83.6,245,7,2,72,65,70.8
Sergio Akieme,Reims,ESP,DF,25,4318,350,1253,148,163,90.8,109,4,2,20,37,37.8
Amadou Koné,Reims,MLI,MF,18,3787,256,1027,72,95,75.8,99,1,0,28,28,82.1
Josh Wilson-Esbrand,Reims,ENG,"DF,MF",20,3191,252,823,91,108,84.3,75,5,1,19,38,47.4
Valentin Atangana Edoa,Reims,FRA,MF,17,2784,179,585,50,60,83.3,90,1,1,21,12,83.3
Amine Salama,Reims,FRA,FW,23,752,73,173,26,38,68.4,19,1,1,7,5,40
Mamadou Diakhon,Reims,FRA,"FW,MF",17,646,48,131,13,16,81.3,19,0,0,1,4,75
Therence Koudou,Reims,FRA,DF,18,2412,173,704,62,69,89.9,66,3,2,14,21,47.6
Benjamin Stambouli,Reims,FRA,MF,32,1740,130,636,32,47,68.1,51,3,2,8,18,44.4
Maxime Busi,Reims,BEL,"FW,DF",23,1205,95,526,30,32,93.8,35,1,0,3,11,36.4
Abdoul Koné,Reims,FRA,DF,18,1041,85,401,19,24,79.2,26,1,0,5,17,47.1
Alexandre Olliero,Reims,FRA,GK,27,,,,,,,,,,,,
Adama Bojang,Reims,GAM,FW,19,182,27,66,14,19,73.7,1,0,0,1,1,100
Ibrahim Diakité,Reims,GUI,DF,19,894,85,329,28,39,71.8,19,2,1,7,9,66.7
Yaya Kader Fofana,Reims,MLI,"MF,DF",19,143,21,59,8,13,61.5,2,0,0,3,3,0
Nhoa Sangui,Reims,FRA,DF,17,,,,,,,,,,,,
Killian Prouchet,Reims,FRA,DF,18,,,,,,,,,,,,
Christ Mbondi,Reims,FRA,FW,18,10,1,0,1,1,100,0,0,0,0,0,
Vladimír Coufal,West Ham,CZE,DF,30,22951,2021,11140,750,837,89.6,542,47,23,149,297,34
James Ward-Prowse,West Ham,ENG,MF,28,31045,2205,9569,923,1001,92.2,685,29,10,183,354,52.3
Tomáš Souček,West Ham,CZE,MF,28,15509,1277,4609,480,584,82.2,380,11,2,114,115,62.6
Emerson Palmieri,West Ham,ITA,DF,28,22261,2023,8698,1037,1144,90.6,471,27,7,145,116,50.9
Jarrod Bowen,West Ham,ENG,FW,26,8450,857,2178,352,421,83.6,176,19,5,63,82,47.6
Mohammed Kudus,West Ham,GHA,"FW,MF",22,15345,1181,2438,495,556,89,318,40,22,107,138,66.7
Lucas Paquetá,West Ham,BRA,"FW,MF",25,21952,1965,7746,818,963,84.9,446,64,10,243,216,54.6
Kurt Zouma,West Ham,FRA,DF,28,21027,1287,7558,381,417,91.4,566,1,0,55,217,56.2
Edson Álvarez,West Ham,MEX,MF,25,21561,1514,6508,646,710,91,518,7,1,113,155,66.5
Alphonse Areola,West Ham,FRA,GK,30,18363,896,13317,81,83,97.6,259,0,0,1,545,45
Konstantinos Mavropanos,West Ham,GRE,DF,25,18972,1133,7347,280,312,89.7,513,1,0,83,224,52.2
Nayef Aguerd,West Ham,MAR,DF,27,25280,1508,11014,447,483,92.5,586,2,0,84,354,48.6
Michail Antonio,West Ham,JAM,FW,33,3233,376,756,139,191,72.8,60,10,2,29,30,46.7
