Player Name,Club Name,Country,Position,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%
Sergio Camello,Rayo Vallecano,ESP,FW,22,3658,380,839,163,207,78.7,75,12,0,41,24,54.2
Pathé Ciss,Rayo Vallecano,SEN,MF,29,13455,890,3975,315,362,87,339,6,1,84,101,68.3
Pep Chavarría,Rayo Vallecano,ESP,"DF,MF",25,10023,812,3436,309,352,87.8,260,27,13,74,89,40.4
Raúl de Tomás,Rayo Vallecano,ESP,FW,28,3281,272,443,110,132,83.3,61,3,0,23,29,72.4
Óscar Trejo,Rayo Vallecano,ARG,"FW,MF",35,8596,782,2457,409,455,89.9,170,25,0,124,56,53.6
Andrei Ratiu,Rayo Vallecano,ROU,"DF,MF",25,3843,313,1243,135,159,84.9,90,5,3,19,27,59.3
Kike Pérez,Rayo Vallecano,ESP,"MF,FW",26,4750,368,1507,128,143,89.5,113,6,0,47,45,57.8
Randy Nteka,Rayo Vallecano,ANG,"FW,MF",25,1687,180,395,82,104,78.8,35,5,0,15,4,100
Radamel Falcao,Rayo Vallecano,COL,"FW,DF",37,1099,110,186,65,74,87.8,18,2,0,7,4,75
Crespo,Rayo Vallecano,POR,MF,26,3360,273,1147,126,142,88.7,85,5,0,30,18,61.1
Cárdenas,Rayo Vallecano,ESP,GK,26,566,40,402,7,7,100,16,0,0,0,17,17.6
Martín Pascual,Rayo Vallecano,ESP,DF,23,,,,,,,,,,,,
Bebé,Rayo Vallecano,CPV,"MF,FW",33,1125,104,323,32,43,74.4,21,4,3,6,27,33.3
Diego Méndez,Rayo Vallecano,ESP,MF,19,26,2,21,1,1,100,1,0,0,1,0,
José Pozo,Rayo Vallecano,ESP,MF,27,142,11,15,7,7,100,4,0,0,1,0,
Salvi,Rayo Vallecano,ESP,MF,32,139,12,17,4,4,100,4,0,0,0,2,50
Wladimiro Falcone,Lecce,ITA,GK,28,19744,1145,14888,212,215,98.6,318,0,0,1,578,38.8
Federico Baschirotto,Lecce,ITA,DF,26,30369,1808,9843,431,494,87.2,867,1,0,96,318,60.1
Marin Pongračić,Lecce,CRO,DF,25,34979,1872,12707,363,424,85.6,931,5,0,134,395,68.9
Ylber Ramadani,Lecce,ALB,MF,27,18442,1250,5050,382,452,84.5,466,10,3,121,199,60.3
Valentin Gendrey,Lecce,FRA,DF,23,17674,1380,8250,512,593,86.3,425,18,7,116,192,43.2
Antonino Gallo,Lecce,ITA,DF,23,18535,1408,7959,418,478,87.4,422,44,32,125,290,44.8
Nikola Krstović,Lecce,MNE,FW,23,4950,526,1126,207,284,72.9,97,14,1,52,35,62.9
Pontus Almqvist,Lecce,SWE,"FW,MF",24,4689,478,1071,224,282,79.4,85,12,4,32,20,85
Remi Oudin,Lecce,FRA,"MF,FW",26,11002,804,4033,174,223,78,189,13,6,79,261,47.5
Alexis Blin,Lecce,FRA,MF,26,11579,779,3436,290,319,90.9,304,7,2,60,84,70.2
Patrick Dorgu,Lecce,DEN,"DF,MF",18,9119,729,2695,305,338,90.2,215,13,7,49,77,51.9
Roberto Piccoli,Lecce,ITA,FW,22,1864,246,373,92,142,64.8,36,2,0,19,10,50
Lameck Banda,Lecce,ZAM,FW,22,3877,342,745,137,160,85.6,88,17,9,22,41,36.6
Joan Gonzàlez,Lecce,ESP,MF,21,5710,463,1665,174,211,82.5,132,5,2,49,50,60
Mohamed Kaba,Lecce,FRA,MF,21,5938,438,1877,158,190,83.2,159,8,2,60,37,64.9
Hamza Rafia,Lecce,TUN,MF,24,5633,504,1650,179,223,80.3,132,6,1,46,71,38
Gabriel Strefezza,Lecce,BRA,FW,26,5197,412,1463,151,174,86.8,103,20,7,54,70,52.9
Nicola Sansone,Lecce,ITA,"FW,MF",31,3177,277,948,115,129,89.1,62,10,2,36,40,45
Lorenzo Venuti,Lecce,ITA,DF,28,3279,219,1045,72,78,92.3,77,2,2,16,43,55.8
Ahmed Touba,Lecce,ALG,DF,25,2095,137,472,38,42,90.5,64,0,0,2,14,78.6
Medon Berisha,Lecce,ALB,"FW,MF",19,1578,98,419,34,36,94.4,36,2,0,7,14,71.4
Santiago Pierotti,Lecce,ARG,"MF,FW",22,687,67,142,29,39,74.4,12,2,0,5,5,60
Federico Brancolini,Lecce,ITA,GK,22,,,,,,,,,,,,
Federico Di Francesco,Lecce,ITA,"FW,MF",29,90,8,43,1,2,50,2,0,0,1,2,50
Jeppe Corfitzen,Lecce,DEN,FW,18,33,3,0,0,0,,2,0,0,0,0,
Rareș-Cătălin Burnete,Lecce,ROU,FW,19,8,1,0,1,1,100,0,0,0,0,0,
Marcin Listkowski,Lecce,POL,FW,25,36,3,4,1,1,100,1,0,0,1,0,
Walace,Udinese,BRA,MF,28,21020,1437,7147,480,555,86.5,523,7,1,127,226,55.3
Nehuén Pérez,Udinese,ARG,DF,23,24513,1599,9872,481,540,89.1,617,8,3,119,303,51.2
Lorenzo Lucca,Udinese,ITA,FW,22,3830,454,448,139,220,63.2,93,5,0,18,21,71.4
Lazar Samardzic,Udinese,SRB,MF,21,13441,987,4485,341,392,87,246,15,4,83,221,55.2
Hassane Kamara,Udinese,CIV,DF,29,9975,818,4049,293,337,86.9,239,25,17,81,114,45.6
Jaka Bijol,Udinese,SVN,DF,24,13456,822,5996,198,231,85.7,342,2,0,42,176,56.3
Sandi Lovrić,Udinese,SVN,MF,25,9199,718,2859,265,309,85.8,189,12,7,80,120,50.8
Thomas Kristensen,Udinese,DEN,DF,21,12745,863,5457,262,307,85.3,316,2,0,47,132,58.3
Maduka Okoye,Udinese,NGA,GK,23,9258,451,7764,68,68,100,90,0,0,0,285,40.7
João Ferreira,Udinese,POR,DF,22,12106,858,5431,282,325,86.8,263,11,6,61,158,55.7
Florian Thauvin,Udinese,FRA,FW,30,6704,548,2190,189,231,81.8,131,39,16,69,91,53.8
Roberto Pereyra,Udinese,ARG,"FW,MF",32,7424,598,2531,252,287,87.8,172,21,6,70,49,67.3
Martín Payero,Udinese,ARG,MF,24,6151,547,1792,228,267,85.4,144,6,3,71,53,49.1
Festy Ebosele,Udinese,IRL,DF,20,4631,419,1636,140,182,76.9,98,11,5,35,51,52.9
Marco Silvestri,Udinese,ITA,GK,32,8621,451,6421,69,71,97.2,173,0,0,0,201,40.8
Jordan Zemura,Udinese,ZIM,DF,23,3499,346,1539,154,178,86.5,69,7,3,32,33,33.3
Kingsley Ehizibue,Udinese,NED,DF,28,2722,257,928,100,119,84,57,7,5,15,25,44
Christian Kabasele,Udinese,BEL,DF,32,4608,314,1602,100,113,88.5,127,0,0,22,36,58.3
Isaac Success,Udinese,NGA,"FW,MF",27,1955,204,467,76,111,68.5,35,4,0,17,21,52.4
Lautaro Gianetti,Udinese,ARG,DF,29,5442,300,2072,73,80,91.3,151,0,0,4,48,75
Oier Zarraga,Udinese,ESP,MF,24,1474,114,488,54,58,93.1,31,1,0,8,14,50
Brenner,Udinese,BRA,"MF,FW",23,846,54,186,23,23,100,19,0,0,8,6,66.7
Keinan Davis,Udinese,ENG,"FW,MF",25,512,50,122,20,26,76.9,14,2,0,6,1,100
Axel Guessand,Udinese,FRA,DF,18,471,27,141,5,7,71.4,14,0,0,1,4,50
Beto,Udinese,GNB,FW,25,128,11,26,7,8,87.5,3,0,0,2,0,
Marley Aké,Udinese,FRA,FW,22,0,0,0,0,0,,0,0,0,0,0,
Adam Masina,Udinese,MAR,DF,29,345,30,153,12,15,80,8,0,0,1,4,50
Antonio Tikvić,Udinese,CRO,DF,19,0,0,0,0,0,,0,0,0,0,0,
Etienne Camara,Udinese,FRA,MF,20,,,,,,,,,,,,
Domingos Quina,Udinese,POR,MF,23,13,1,10,1,1,100,0,0,0,1,0,
Simone Pafundi,Udinese,ITA,MF,17,67,6,18,1,1,100,3,1,0,1,1,0
David Pejičić,Udinese,SVN,MF,16,,,,,,,,,,,,
Sekou Diawara,Udinese,BEL,FW,19,,,,,,,,,,,,
Samuel John Nwachukwu,Udinese,NGA,DF,17,,,,,,,,,,,,
Vivaldo Semedo,Udinese,POR,FW,18,0,1,0,0,0,,0,0,0,0,0,
Enzo Ebosse,Udinese,CMR,DF,24,222,15,57,4,4,100,7,0,0,1,2,50
Pedro Chirivella,Nantes,ESP,MF,26,25864,1743,7906,653,701,93.2,631,22,7,192,254,57.5
Alban Lafont,Nantes,FRA,GK,24,19485,1006,13677,143,144,99.3,359,0,0,3,493,43.4
Jean-Charles Castelletto,Nantes,CMR,DF,28,20580,1340,7724,429,470,91.3,590,10,3,100,161,57.8
Florent Mollet,Nantes,FRA,"MF,FW",31,12760,1063,3216,425,473,89.9,301,16,3,96,160,35
Eray Cömert,Nantes,SUI,DF,25,18882,1064,6076,298,320,93.1,506,4,2,57,178,66.3
Mostafa Mohamed,Nantes,EGY,FW,25,3584,369,698,126,174,72.4,79,10,3,25,33,51.5
Moussa Sissoko,Nantes,FRA,MF,33,8769,681,2582,258,312,82.7,233,9,3,74,49,67.3
Douglas,Nantes,BRA,MF,26,15549,1040,4365,396,439,90.2,390,11,1,105,118,69.5
Moses Simon,Nantes,NGA,"FW,MF",28,5209,508,1351,164,212,77.4,114,21,14,36,56,44.6
Nicolas Pallois,Nantes,FRA,DF,35,12807,774,4616,174,206,84.5,346,5,3,55,164,57.3
Marcus Coco,Nantes,FRA,"DF,FW",27,7533,641,2758,224,265,84.5,199,18,8,55,86,31.4
Quentin Merlin,Nantes,FRA,DF,21,11723,841,4968,236,281,84,291,28,8,98,150,50
Jean-Kevin Duverne,Nantes,HAI,DF,26,10059,743,4272,273,302,90.4,263,8,3,64,94,50
Matthis Abline,Nantes,FRA,FW,20,2410,231,448,91,128,71.1,52,7,2,20,11,81.8
Nathan Zeze,Nantes,FRA,DF,18,7796,481,2854,133,152,87.5,234,1,0,30,65,53.8
Samuel Moutoussamy,Nantes,COD,MF,26,6505,498,1983,219,245,89.4,158,5,0,59,36,61.1
Tino Kadewere,Nantes,ZIM,"FW,MF",27,2092,213,639,83,102,81.4,54,9,1,26,15,33.3
Nicolas Cozza,Nantes,FRA,DF,24,4703,366,1884,127,152,83.6,109,5,1,20,52,51.9
Kelvin Amian,Nantes,FRA,DF,25,4336,350,1782,142,159,89.3,100,4,2,28,45,48.9
Abdoul Kader Bamba,Nantes,FRA,"FW,MF",29,4343,336,1133,127,151,84.1,103,10,2,31,36,61.1
Ronaël Pierre-Gabriel,Nantes,FRA,DF,25,3413,289,1320,110,127,86.6,96,3,1,17,18,44.4
Bénie Adama Traore,Nantes,CIV,"FW,MF",20,1513,148,448,58,73,79.5,30,4,2,15,17,35.3
Rémy Descamps,Nantes,FRA,GK,27,4450,212,3581,26,26,100,35,0,0,0,150,44.7
Adson,Nantes,BRA,"MF,FW",22,1750,130,378,61,64,95.3,40,4,0,15,10,80
Ignatius Ganago,Nantes,CMR,"FW,MF",24,475,53,169,17,23,73.9,11,3,1,5,2,100
Marquinhos,Nantes,BRA,"FW,MF",20,768,67,223,30,37,81.1,18,4,2,4,6,33.3
Fabien Centonze,Nantes,FRA,DF,27,640,51,242,15,20,75,16,3,3,1,8,62.5
Jaouen Hadjam,Nantes,ALG,DF,20,1332,103,517,37,43,86,36,6,3,10,12,41.7
Stredair Appuah,Nantes,FRA,"FW,MF",19,184,23,39,5,7,71.4,7,0,0,0,5,0
Adel Mahamoud,Nantes,COM,FW,20,32,4,18,0,2,0,2,0,0,2,0,
Hugo Boutsingkham,Nantes,FRA,"MF,FW",20,6,1,0,1,1,100,0,0,0,0,0,
Denis Petrić,Nantes,SRB,GK,35,156,8,126,2,2,100,3,0,0,0,2,50
Enzo Mongo,Nantes,FRA,DF,18,0,2,0,0,0,,0,0,0,0,0,
Bastien Meupiyou,Nantes,FRA,DF,17,100,5,3,1,1,100,4,0,0,0,0,
Lamine Diack,Nantes,SEN,MF,22,0,0,0,0,0,,0,0,0,0,0,
Frederik Rønnow,Union Berlin,DEN,GK,30,30789,1514,22809,198,198,100,541,1,0,1,758,45
Diogo Leite,Union Berlin,POR,DF,24,27696,1889,10999,610,677,90.1,711,5,1,142,307,50.8
Robin Gosens,Union Berlin,GER,"DF,MF",29,15667,1370,7018,518,625,82.9,360,41,19,113,146,54.8
Danilho Doekhi,Union Berlin,NED,DF,25,15061,1010,5750,303,345,87.8,410,11,2,66,162,49.4
Robin Knoche,Union Berlin,GER,DF,31,21689,1329,8222,305,347,87.9,628,4,0,85,234,56.4
Christopher Trimmel,Union Berlin,AUT,"FW,DF",36,12742,1020,6098,294,344,85.5,266,27,15,94,255,41.2
Lucas Tousart,Union Berlin,FRA,MF,26,6990,589,2028,206,259,79.5,168,2,0,57,56,60.7
Josip Juranović,Union Berlin,CRO,DF,27,12661,911,5771,255,286,89.2,267,20,10,60,226,46.9
Alex Král,Union Berlin,CZE,MF,25,7201,594,1977,196,238,82.4,186,9,3,58,70,47.1
Rani Khedira,Union Berlin,GER,MF,29,6845,568,1547,209,250,83.6,174,6,1,40,56,46.4
Kevin Behrens,Union Berlin,GER,FW,32,3994,402,970,136,193,70.5,80,9,1,49,39,66.7
Kevin Volland,Union Berlin,GER,"FW,MF",31,4818,468,1713,151,209,72.2,88,22,6,56,73,46.6
Janik Haberer,Union Berlin,GER,MF,29,7863,663,2076,260,317,82,181,8,5,59,70,48.6
Aïssa Laïdouni,Union Berlin,TUN,MF,26,7864,620,2184,236,276,85.5,187,19,5,72,61,63.9
Brenden Aaronson,Union Berlin,USA,MF,22,5361,512,1674,222,260,85.4,116,14,3,58,35,60
Benedict Hollerbach,Union Berlin,GER,"FW,MF",22,3663,398,963,153,190,80.5,69,18,5,39,35,48.6
Kevin Vogt,Union Berlin,GER,DF,31,15023,735,5955,123,129,95.3,392,2,0,41,180,72.8
András Schäfer,Union Berlin,HUN,MF,24,5933,557,1768,234,275,85.1,138,11,1,59,37,48.6
Jérôme Roussillon,Union Berlin,FRA,DF,30,5746,465,2881,182,214,85,127,13,8,47,61,50.8
Sheraldo Becker,Union Berlin,SUR,FW,28,3976,367,1072,118,154,76.6,90,20,10,31,46,47.8
David Datro Fofana,Union Berlin,CIV,FW,20,1880,187,449,80,102,78.4,33,8,2,20,10,90
Leonardo Bonucci,Union Berlin,ITA,DF,36,5573,331,2639,62,71,87.3,139,3,1,23,92,50
Yorbe Vertessen,Union Berlin,BEL,"FW,MF",22,1119,138,351,68,88,77.3,19,5,0,13,2,50
Mikkel Kaufmann,Union Berlin,DEN,FW,22,956,126,318,39,65,60,16,1,0,11,8,62.5
Paul Jaeckel,Union Berlin,GER,DF,25,3138,187,1161,57,61,93.4,71,1,0,15,38,71.1
Chris Bedia,Union Berlin,CIV,"FW,MF",27,140,20,19,10,13,76.9,3,0,0,1,0,
Alexander Schwolow,Union Berlin,GER,GK,31,814,36,589,4,4,100,15,0,0,0,17,58.8
Jordan Pefok,Union Berlin,USA,FW,27,14,5,0,2,3,66.7,0,0,0,0,0,
Aljoscha Kemlein,Union Berlin,GER,MF,18,133,10,56,4,5,80,3,0,0,1,1,100
Miloš Pantović,Union Berlin,SRB,MF,27,45,7,23,2,3,66.7,1,0,0,0,1,0
Manuel Riemann,Bochum,GER,GK,34,36529,1715,30871,129,133,97,332,7,2,19,1226,46.2
Bernardo,Bochum,BRA,DF,28,20655,1622,8434,528,639,82.6,495,14,10,127,240,49.2
Kevin Stöger,Bochum,AUT,MF,29,25253,2028,10738,604,760,79.5,508,76,25,283,415,50.1
Anthony Losilla,Bochum,FRA,MF,37,9788,896,3147,330,434,76,257,10,3,100,50,60
Erhan Mašović,Bochum,SRB,"DF,MF",24,10260,732,3003,219,269,81.4,279,5,0,47,109,46.8
Keven Schlotterbeck,Bochum,GER,DF,26,15211,1027,6371,282,344,82,434,5,1,93,140,55.7
Takuma Asano,Bochum,JPN,"FW,MF",28,3476,397,855,171,217,78.8,67,13,1,32,26,42.3
Ivan Ordets,Bochum,UKR,DF,31,9071,653,2797,157,215,73,268,1,0,44,89,49.4
Patrick Osterhage,Bochum,GER,MF,23,9287,835,2817,378,439,86.1,200,13,2,64,59,59.3
Matúš Bero,Bochum,SVK,"MF,FW",27,5487,535,1750,181,241,75.1,129,11,2,48,53,49.1
Philipp Hofmann,Bochum,GER,FW,30,3468,416,648,167,233,71.7,77,11,0,36,10,60
Moritz Broschinski,Bochum,GER,FW,22,1682,223,261,96,132,72.7,30,9,3,10,8,50
Christopher Antwi-Adjei,Bochum,GHA,"FW,MF",29,4315,454,1592,154,187,82.4,80,15,7,28,80,38.8
Cristian Gamboa,Bochum,CRC,DF,33,6353,475,2438,155,175,88.6,146,12,6,33,97,44.3
Maximilian Wittek,Bochum,GER,"DF,FW",27,5570,499,2500,131,178,73.6,137,19,7,49,80,41.3
Felix Passlack,Bochum,GER,DF,25,4702,414,1695,105,126,83.3,121,11,6,27,65,36.9
Tim Oermann,Bochum,GER,DF,19,3043,262,1352,92,113,81.4,71,5,3,25,33,48.5
Gonçalo Paciência,Bochum,POR,"FW,MF",28,1573,176,553,64,84,76.2,26,7,2,21,19,52.6
Lukas Daschner,Bochum,GER,"MF,FW",24,1382,179,483,64,90,71.1,30,7,2,17,17,17.6
Philipp Förster,Bochum,GER,"MF,FW",28,2499,208,694,84,101,83.2,54,8,3,21,19,73.7
Danilo Soares,Bochum,BRA,DF,31,2028,179,942,65,75,86.7,50,3,0,15,20,40
Noah Loosli,Bochum,SUI,DF,26,1325,127,512,39,48,81.3,34,1,0,6,23,30.4
Moritz-Broni Kwarteng,Bochum,GHA,FW,25,990,94,208,37,42,88.1,25,2,0,6,9,33.3
Andreas Luthe,Bochum,GER,GK,36,1237,49,1147,0,0,,2,0,0,0,46,50
Simon Zoller,Bochum,GER,"FW,MF",32,97,8,0,2,3,66.7,2,0,0,0,1,100
Sebastiano Luperto,Empoli,ITA,DF,26,28218,1785,10204,480,537,89.4,821,4,1,100,295,48.1
Youssef Maleh,Empoli,MAR,MF,24,12512,1028,4095,418,470,88.9,273,30,9,117,145,42.8
Nicolò Cambiaghi,Empoli,ITA,"FW,MF",22,7640,694,1560,255,301,84.7,173,25,15,63,78,43.6
Elia Caprile,Empoli,ITA,GK,21,16234,820,12618,69,71,97.2,296,0,0,0,441,43.1
Ardian Ismajli,Empoli,ALB,DF,26,17451,1042,6136,246,274,89.8,511,5,1,49,167,59.9
Sebastian Walukiewicz,Empoli,POL,DF,23,17714,1018,6732,214,252,84.9,509,2,0,45,185,62.2
Liberato Cacace,Empoli,NZL,DF,22,14084,1110,5589,427,475,89.9,321,13,5,84,186,40.3
Emmanuel Gyasi,Empoli,GHA,"DF,FW",29,5864,550,1972,244,292,83.6,138,14,3,41,29,41.4
Alberto Grassi,Empoli,ITA,MF,28,11955,861,4165,326,370,88.1,289,6,0,75,104,56.7
Răzvan Marin,Empoli,ROU,MF,27,12562,907,4126,289,338,85.5,265,13,6,72,212,46.7
Matteo Cancellieri,Empoli,ITA,"FW,MF",21,3245,379,789,128,172,74.4,72,9,3,26,42,28.6
Bartosz Bereszyński,Empoli,POL,DF,31,11383,867,5041,352,394,89.3,255,7,3,69,106,52.8
Francesco Caputo,Empoli,ITA,FW,35,2140,216,396,93,118,78.8,42,3,0,18,14,64.3
Etrit Berisha,Empoli,ALB,GK,34,8491,494,5766,73,73,100,184,0,0,0,228,35.5
Jacopo Fazzini,Empoli,ITA,MF,20,5521,499,1816,167,205,81.5,134,9,3,47,72,37.5
Tyronne Ebuehi,Empoli,NGA,DF,27,6790,570,2586,233,260,89.6,152,9,4,37,66,43.9
Giuseppe Pezzella,Empoli,ITA,DF,25,6940,585,2645,237,271,87.5,160,15,11,44,77,37.7
Szymon Żurkowski,Empoli,POL,MF,25,2886,245,649,107,129,82.9,74,5,1,20,12,58.3
Tommaso Baldanzi,Empoli,ITA,"MF,FW",20,3075,257,751,102,119,85.7,70,11,3,30,22,68.2
Simone Bastoni,Empoli,ITA,"MF,DF",26,4104,360,1653,116,141,82.3,93,6,2,31,69,40.6
M'Baye Niang,Empoli,SEN,FW,28,1379,140,305,50,72,69.4,28,3,2,11,18,44.4
Viktor Kovalenko,Empoli,UKR,MF,27,2662,250,743,100,122,82,63,5,2,20,27,40.7
Alberto Cerri,Empoli,ITA,FW,27,877,136,149,50,82,61,16,1,0,9,4,50
Filippo Ranocchia,Empoli,ITA,"MF,DF",22,2895,216,1062,61,73,83.6,66,4,0,21,51,41.2
Steven Shpendi,Empoli,ALB,"FW,MF",20,717,76,101,36,44,81.8,16,3,0,6,0,
Mattia Destro,Empoli,ITA,"FW,MF",32,567,63,71,22,32,68.8,17,0,0,4,1,100
Daniel Maldini,Empoli,ITA,"FW,MF",21,965,80,212,30,33,90.9,22,3,0,10,8,62.5
Roberto Piccoli,Empoli,ITA,FW,22,47,6,16,3,4,75,1,0,0,1,0,
Nicolas Haas,Empoli,SUI,MF,27,865,51,312,20,21,95.2,21,1,0,6,6,83.3
Samuele Perisan,Empoli,ITA,GK,25,551,34,340,10,10,100,11,0,0,0,12,41.7
Liam Henderson,Empoli,SCO,MF,27,40,5,0,1,2,50,1,0,0,0,2,0
Petar Stojanović,Empoli,SVN,"DF,MF",27,,,,,,,,,,,,
Emmanuel Ekong,Empoli,SWE,FW,21,12,1,0,1,1,100,0,0,0,0,0,
Giacomo Corona,Empoli,ITA,FW,19,41,2,0,1,1,100,0,0,0,0,1,100
Andrea Sodero,Empoli,ITA,MF,18,0,1,0,0,0,,0,0,0,0,0,
Alberto Dossena,Cagliari,ITA,DF,24,22274,1305,7809,279,324,86.1,597,4,0,89,271,58.3
Antoine Makoumbou,Cagliari,CGO,MF,25,18657,1210,4715,513,557,92.1,417,15,3,137,157,73.9
Gabriele Zappa,Cagliari,ITA,DF,23,17247,1397,8288,513,586,87.5,394,28,19,99,220,42.7
Simone Scuffet,Cagliari,ITA,GK,27,18771,928,14157,91,92,98.9,275,1,0,1,555,44.3
Tommaso Augello,Cagliari,ITA,DF,28,16120,1329,7212,418,481,86.9,403,31,20,96,233,38.6
Nahitan Nández,Cagliari,URU,"MF,DF",27,9670,916,3591,265,341,77.7,189,31,15,76,205,35.1
Zito Luvumbo,Cagliari,ANG,"FW,MF",21,3858,388,869,122,151,80.8,98,21,19,21,41,34.1
Matteo Prati,Cagliari,ITA,MF,19,9877,755,2794,231,275,84,273,14,4,66,98,48
Alessandro Deiola,Cagliari,ITA,MF,27,6842,524,2077,171,216,79.2,142,7,2,64,90,52.2
Ibrahim Sulemana,Cagliari,GHA,MF,20,6464,452,1260,163,184,88.6,151,2,2,27,72,58.3
Nicolas Viola,Cagliari,ITA,"MF,FW",33,6767,565,2560,169,217,77.9,102,15,6,57,151,45
Gaetano Oristanio,Cagliari,ITA,"FW,MF",20,2772,242,783,90,110,81.8,47,11,7,26,39,51.3
Gianluca Lapadula,Cagliari,PER,FW,33,1645,171,217,72,91,79.1,34,3,2,4,11,54.5
Adam Obert,Cagliari,SVK,DF,20,7539,474,2700,144,162,88.9,169,10,6,37,100,57
Yerry Mina,Cagliari,COL,DF,28,9321,562,3323,127,144,88.2,257,4,1,23,114,53.5
Andrea Petagna,Cagliari,ITA,FW,28,2451,239,422,95,123,77.2,51,5,0,14,18,72.2
Mateusz Wieteska,Cagliari,POL,DF,26,7391,462,3331,121,134,90.3,214,5,1,33,78,48.7
Paulo Azzi,Cagliari,BRA,"DF,MF",29,5033,487,2123,175,216,81,119,10,6,35,59,32.2
Pantelis Hatzidiakos,Cagliari,GRE,DF,26,6195,405,2526,125,129,96.9,159,3,1,34,68,58.8
Eldor Shomurodov,Cagliari,UZB,"FW,MF",28,2048,230,487,97,131,74,44,5,2,18,14,42.9
Edoardo Goldaniga,Cagliari,ITA,DF,29,9533,553,3744,116,132,87.9,251,6,3,50,130,52.3
Jakub Jankto,Cagliari,CZE,"MF,FW",27,2654,253,805,79,91,86.8,61,4,0,26,44,34.1
Boris Radunović,Cagliari,SRB,GK,27,5495,222,3933,24,24,100,68,0,0,0,128,60.2
Gianluca Gaetano,Cagliari,ITA,"FW,MF",23,2666,236,927,86,103,83.5,67,10,1,41,24,50
Leonardo Pavoletti,Cagliari,ITA,FW,34,1272,157,351,53,81,65.4,27,4,0,16,9,44.4
Alessandro Di Pardo,Cagliari,ITA,"DF,MF",24,1822,175,700,65,82,79.3,41,7,4,11,24,25
Marco Mancosu,Cagliari,ITA,"MF,FW",34,615,62,177,21,25,84,11,4,1,8,12,41.7
Gastón Pereiro,Cagliari,URU,"FW,MF",28,,,,,,,,,,,,
Kingstone Mutandwa,Cagliari,ZAM,"FW,MF",20,48,9,0,2,4,50,1,0,0,0,0,
Simone Aresti,Cagliari,ITA,GK,37,0,1,0,0,0,,0,0,0,0,1,0
Arthur Desmas,Le Havre,FRA,GK,29,17763,945,13674,112,112,100,258,1,0,0,555,41.4
Gautier Lloris,Le Havre,FRA,DF,28,21169,1398,7934,461,517,89.2,623,3,0,105,161,49.7
Arouna Sangante,Le Havre,SEN,DF,21,24085,1521,9176,453,525,86.3,586,9,2,107,270,61.5
Christopher Operi,Le Havre,CIV,DF,26,19725,1570,7747,558,658,84.8,443,26,16,82,265,43.4
Daler Kuzyaev,Le Havre,RUS,MF,30,12347,1050,3407,422,511,82.6,305,21,1,119,77,54.5
Abdoulaye Touré,Le Havre,GUI,MF,29,18110,1238,5195,413,483,85.5,475,7,0,148,122,75.4
Josué Casimir,Le Havre,FRA,"FW,DF",21,8814,781,2672,287,363,79.1,224,19,5,62,75,44
Etienne Youte Kinkoue,Le Havre,FRA,DF,21,16457,962,5709,257,277,92.8,465,0,0,31,175,53.7
Yassine Kechta,Le Havre,MAR,MF,21,13063,960,3630,347,393,88.3,333,11,0,122,116,54.3
Loïc Nego,Le Havre,HUN,"DF,MF",32,7463,639,3221,256,309,82.8,186,19,11,64,44,56.8
Emmanuel Sabbi,Le Havre,USA,"FW,MF",25,3538,368,1097,147,190,77.4,82,9,3,36,20,50
Yoann Salmier,Le Havre,GUF,DF,30,10586,767,4640,271,302,89.7,274,7,1,48,117,42.7
Mohamed Lamine Bayo,Le Havre,GUI,FW,25,2723,310,559,115,163,70.6,62,11,1,20,13,46.2
André Ayew,Le Havre,GHA,FW,33,2678,266,655,127,157,80.9,55,4,1,23,9,55.6
Oussama Targhalline,Le Havre,MAR,MF,21,9591,704,3081,301,337,89.3,229,10,3,70,67,67.2
Nabil Alioui,Le Havre,FRA,"MF,FW",24,3856,358,1464,118,151,78.1,64,15,3,43,83,42.2
Antoine Joujou,Le Havre,FRA,"FW,MF",20,2751,260,659,106,137,77.4,68,11,2,22,11,54.5
Samuel Grandsir,Le Havre,FRA,"MF,FW",26,3118,292,845,109,130,83.8,72,16,4,35,26,50
Oualid El Hajjam,Le Havre,MAR,"DF,MF",32,2859,234,1034,97,111,87.4,56,4,2,16,38,44.7
Rassoul Ndiaye,Le Havre,SEN,"MF,FW",21,3458,263,852,84,104,80.8,100,4,2,25,22,59.1
Steve Ngoura,Le Havre,FRA,"FW,MF",18,569,50,200,15,22,68.2,16,2,0,9,3,66.7
Mathieu Gorgelin,Le Havre,FRA,GK,32,298,19,208,4,4,100,5,0,0,0,10,30
Andy Logbo,Le Havre,FRA,FW,19,349,40,37,18,23,78.3,7,0,0,2,2,50
Issa Soumaré,Le Havre,SEN,"FW,MF",22,428,62,98,20,32,62.5,10,0,0,4,2,0
Mohamed Koné,Le Havre,CIV,GK,21,,,,,,,,,,,,
Alois Confais,Le Havre,FRA,"MF,FW",26,74,9,5,7,8,87.5,0,0,0,0,0,
Nolan Mbemba,Le Havre,CGO,MF,28,514,34,105,8,11,72.7,15,0,0,5,6,50
